scientific name,genus name,family name,chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,woodiness
Phyllanthus ussuriensis,Phyllanthus,Euphorbiaceae,ÃÛ¸Ê²İ,7,7,8,9,CB
Phyllodoce caerulea,NA,Ericaceae,ËÉÃ«´ä,6,7,8,8,WD
Phyllodoce deflexa,Phyllodoce,Ericaceae,·´ÎöËÉÃ«´ä,6,8,6,8,WD
Physalis alkekengi var. francheti,NA,Solanaceae,¹Ò½ğµÆ,NA,NA,NA,NA,CB
Physocarpus amurensis,NA,Rosaceae,·çÏä¹û,6,6,7,8,WD
Picris hieracioides,NA,Asteraceae,Ã«Á¬²Ë,6,10,6,10,CB
Picris japonica,Picris,Asteraceae,ÈÕ±¾Ã«Á¬²Ë,6,10,6,10,CB
Pilea pumila,Pilea,Urticaceae,Í¸¾¥ÀäË®»¨,6,8,8,10,CB
Pilea pumila var. hamaoi,NA,Urticaceae,ÒñµØÀäË®»¨,3,3,NA,NA,CB
Pimpinella brachycarpa,Pimpinella,Apiaceae,¶Ì¹ûÜîÇÛ,6,9,6,9,CB
Pinellia ternata,NA,Araceae,°ëÏÄ,5,7,7,9,CB
Plagiorhegma dubium,NA,Berberidaceae,ÏÊ»ÆÁ«,5,6,9,10,CB
Plantago depressa,Plantago,Plantaginaceae,Æ½³µÇ°,5,7,7,9,CB
Plantago depressa subsp. turczaninowii,NA,Plantaginaceae,Ã«Æ½³µÇ°,6,7,7,8,CB
Platanthera chlorantha,NA,Orchidaceae,¶şÒ¶Éà´½À¼,6,7,8,9,CB
Platanthera cornu-bovis,NA,Orchidaceae,¶«±±Éà´½À¼,NA,NA,NA,NA,CB
Platanthera hologlottis,Platanthera,Orchidaceae,ÃÜ»¨Éà´½À¼,6,7,8,8,CB
Platanthera mandarinorum,Platanthera,Orchidaceae,Î²°êÉà´½À¼,7,8,NA,NA,CB
Platycodon grandiflorus,NA,Campanulaceae,½Û¹£,7,9,8,10,CB
Pleurospermum uralense,Pleurospermum,Apiaceae,Àâ×ÓÇÛ,6,7,7,8,CB
Poa acroleuca,Poa,Poaceae,°×¶¥ÔçÊìºÌ,5,7,5,7,CB
Poa alta,Poa,Poaceae,¸ßÖêÔçÊìºÌ,8,8,NA,NA,CB
Poa lapponica subsp. acmocalyx,NA,Poaceae,¼âÓ±ÔçÊìºÌ,6,8,6,8,CB
Poa nemoralis,Poa,Poaceae,ÁÖµØÔçÊìºÌ,7,8,7,8,CB
Poa palustris,Poa,Poaceae,ÔóµØÔçÊìºÌ,6,8,6,8,CB
Poa pratensis,Poa,Poaceae,²İµØÔçÊìºÌ,6,8,6,8,CB
Poa pratensis subsp. angustifolia,NA,Poaceae,Ï¸Ò¶ÔçÊìºÌ,6,7,7,9,CB
Poa sibirica,Poa,Poaceae,Î÷²®ÀûÑÇÔçÊìºÌ,6,8,6,8,CB
Poa sichotensis,Poa,Poaceae,Î÷¿ÉÔçÊìºÌ,6,8,NA,NA,CB
Poa sphondylodes,NA,Poaceae,Ó²ÖÊÔçÊìºÌ,6,7,6,7,CB
Poa urssulensis,Poa,Poaceae,ÎÚËÕÀïÔçÊìºÌ,6,8,6,8,CB
Poa ussuriensis,NA,Poaceae,ÎÚËÕÔçÊìºÌ,6,6,6,6,CB
Poa versicolor subsp. stepposa,NA,Poaceae,µÍÉ½ÔçÊìºÌ,6,8,NA,NA,CB
Pogonia japonica,Pogonia,Orchidaceae,ÖìÀ¼,7,7,9,10,CB
Polemonium caeruleum,NA,Polemoniaceae,»¨ÇY,6,8,6,9,CB
Polemonium caeruleum var. acutiflorum,NA,Polemoniaceae,¼âÁÑ»¨ÇY,6,7,7,9,CB
Polemonium chinense,NA,Polemoniaceae,ÖĞ»ª»¨ÇY,6,8,6,9,CB
Polygala japonica,Polygala,Polygalaceae,¹Ï×Ó½ğ,5,10,5,10,CB
Polygala sibirica,NA,Polygalaceae,Î÷²®ÀûÑÇÔ¶Ö¾,5,9,5,9,CB
Polygala tatarinowii,Polygala,Polygalaceae,Ğ¡±â¶¹,8,9,8,9,CB
Polygala tenuifolia,Polygala,Polygalaceae,Ô¶Ö¾,5,9,5,9,CB
Polygonatum acuminatifolium,Polygonatum,Liliaceae,ÎåÒ¶»Æ¾«,5,6,NA,NA,CB
Polygonatum humile,NA,Liliaceae,Ğ¡ÓñÖñ,5,6,7,8,CB
Polygonatum inflatum,NA,Liliaceae,Ã«Í²ÓñÖñ,5,7,8,9,CB
Polygonatum involucratum,Polygonatum,Liliaceae,¶ş°ú»Æ¾«,5,6,8,9,CB
Polygonatum macropodum,NA,Liliaceae,ÈÈºÓ»Æ¾«,5,6,9,9,CB
Polygonatum odoratum,NA,Liliaceae,ÓñÖñ,5,6,7,9,CB
Polygonatum odoratum var. pluriflorum,NA,Liliaceae,Î®Üğ,NA,NA,NA,NA,CB
Polygonatum sibiricum,NA,Liliaceae,»Æ¾«,5,6,7,9,CB
Polygonatum stenophyllum,Polygonatum,Liliaceae,ÏÁÒ¶»Æ¾«,6,6,8,8,CB
Polygonum ajanense,NA,Polygonaceae,°¢ÑïŞ¤,7,8,8,9,CB
Polygonum alopecuroides,Polygonum,Polygonaceae,ºüÎ²Ş¤,6,7,7,8,CB
Polygonum alpinum,NA,Polygonaceae,¸ßÉ½Ş¤,6,7,7,8,CB
Polygonum amphibium,NA,Polygonaceae,Á½ÆÜŞ¤,7,8,8,9,CB
Polygonum aviculare var. fusco-ochreatum,NA,Polygonaceae,ºÖÇÊŞ¤,NA,NA,NA,NA,CB
Polygonum bistorta,NA,Polygonaceae,È­²Î,6,7,8,9,CB
Polygonum dissitiflorum,Polygonum,Polygonaceae,Ï¡»¨Ş¤,6,8,7,9,CB
Polygonum divaricatum,Polygonum,Polygonaceae,²æ·ÖŞ¤,7,8,8,9,CB
Polygonum ellipticum,Polygonum,Polygonaceae,ÍÖÔ²Ò¶Ş¤,7,8,8,9,CB
Polygonum foliosum,Polygonum,Polygonaceae,¶àÒ¶Ş¤,7,8,8,9,CB
Polygonum foliosum var. paludicola,NA,Polygonaceae,¿í»ù¶àÒ¶Ş¤,NA,NA,NA,NA,CB
Polygonum hastato-sagittatum,Polygonum,Polygonaceae,³¤¼ıÒ¶Ş¤,8,9,9,10,CB
Polygonum humifusum,Polygonum,Polygonaceae,ÆÕÍ¨Ş¤,6,7,8,9,CB
Polygonum hydropiper,NA,Polygonaceae,Ë®Ş¤,3,9,6,10,CB
Polygonum kawagoeanum,Polygonum,Polygonaceae,Èá¾¥Ş¤,5,9,6,10,CB
Polygonum limosum,Polygonum,Polygonaceae,¹ÈµØŞ¤,7,8,8,9,CB
Polygonum longisetum,NA,Polygonaceae,³¤××Ş¤,6,8,7,9,CB
Polygonum longisetum var. rotundatum,NA,Polygonaceae,Ô²»ù³¤××Ş¤,NA,NA,NA,NA,CB
Polygonum maackianum,Polygonum,Polygonaceae,³¤êªÒ¶Ş¤,6,9,7,10,CB
Polygonum manshuriense,Polygonum,Polygonaceae,¶úÒ¶Ş¤,6,7,8,9,CB
Polygonum muricatum,Polygonum,Polygonaceae,Ğ¡Ş¤»¨,7,8,9,10,CB
Polygonum nepalense,NA,Polygonaceae,Äá²´¶ûŞ¤,3,8,6,10,CB
Polygonum ochotense,Polygonum,Polygonaceae,µ¹¸ùŞ¤,7,8,8,9,CB
Polygonum ocreatum,Polygonum,Polygonaceae,°×É½Ş¤,7,8,8,9,CB
Polygonum pacificum,Polygonum,Polygonaceae,Ì«Æ½ÑóŞ¤,7,9,7,9,CB
Polygonum perfoliatum,NA,Polygonaceae,¸Ü°å¹é,6,8,7,10,CB
Polygonum persicaria,NA,Polygonaceae,´ºŞ¤,6,7,7,9,CB
Polygonum platyphyllum,Polygonum,Polygonaceae,¿íÒ¶Ş¤,6,7,8,9,CB
Polygonum plebeium,Polygonum,Polygonaceae,Ï°¼ûŞ¤,5,8,6,9,CB
Polygonum posumbu,Polygonum,Polygonaceae,´ÔÖ¦Ş¤,6,9,7,10,CB
Polygonum rigidum,Polygonum,Polygonaceae,¼â¹ûŞ¤,6,8,7,8,CB
Polygonum sagittatum,NA,Polygonaceae,¼ıÍ·Ş¤,NA,NA,NA,NA,CB
Polygonum senticosum,Polygonum,Polygonaceae,´ÌŞ¤,6,7,7,9,CB
Polygonum sibiricum,Polygonum,Polygonaceae,Î÷²®ÀûÑÇŞ¤,6,9,6,9,CB
Polygonum sieboldii,NA,Polygonaceae,¼ıÒ¶Ş¤,NA,NA,NA,NA,CB
Polygonum strigosum,NA,Polygonaceae,²ÚÃ«Ş¤,8,9,9,10,CB
Polygonum thunbergii,Polygonum,Polygonaceae,êªÒ¶Ş¤,7,9,8,10,CB
Polygonum viscoferum,Polygonum,Polygonaceae,Õ³Ş¤,7,9,8,10,CB
Polygonum viscosum,Polygonum,Polygonaceae,ÏãŞ¤,7,9,8,10,CB
Polygonum viviparum,Polygonum,Polygonaceae,ÖéÑ¿Ş¤,5,7,7,9,CB
Populus charbinensis,NA,Salicaceae,¹şÇàÑî,4,5,6,6,WD
Populus davidiana,Populus,Salicaceae,É½Ñî,3,4,4,5,WD
Populus koreana,NA,Salicaceae,ÏãÑî,4,5,6,6,WD
Populus maximowiczii,NA,Salicaceae,ÁÉÑî,4,5,6,6,WD
Populus pseudosimonii,NA,Salicaceae,Ğ¡ÇàÑî,3,4,4,5,WD
Populus simonii,NA,Salicaceae,Ğ¡Ò¶Ñî,3,5,4,6,WD
Populus ussuriensis,Populus,Salicaceae,´óÇàÑî,4.1,5.1,5.2,6.2,WD
Potamogeton acutifolius,NA,Potamogetonaceae,µ¥¹ûÑÛ×Ó²Ë,NA,NA,NA,NA,CB
Potamogeton distinctus,NA,Potamogetonaceae,ÑÛ×Ó²Ë,6,8,6,8,CB
Potamogeton gramineus,NA,Potamogetonaceae,ºÌÒ¶ÑÛ×Ó²Ë,7,9,7,9,CB
Potamogeton lucens,NA,Potamogetonaceae,¹âÒ¶ÑÛ×Ó²Ë,6,11,6,11,CB
Potamogeton natans,NA,Potamogetonaceae,¸¡Ò¶ÑÛ×Ó²Ë,5,8,5,8,CB
Potamogeton nodosus,NA,Potamogetonaceae,Ğ¡½ÚÑÛ×Ó²Ë,7,9,7,9,CB
Potamogeton pectinatus,NA,Potamogetonaceae,ó÷³İÑÛ×Ó²Ë,6,8,6,8,CB
Potamogeton perfoliatus,NA,Potamogetonaceae,´©Ò¶ÑÛ×Ó²Ë,6,8,6,8,CB
Potamogeton praelongus,NA,Potamogetonaceae,°×¾¥ÑÛ×Ó²Ë,7,9,7,9,CB
Potamogeton pusillus,NA,Potamogetonaceae,Ğ¡ÑÛ×Ó²Ë,7,9,7,9,CB
Potentilla ancistrifolia,Potentilla,Rosaceae,ÖåÒ¶Î¯Áê²Ë,7,8,8,9,CB
Potentilla anserina,NA,Rosaceae,Ş§Âé,6,8,6,8,CB
Potentilla betonicifolia,Potentilla,Rosaceae,°×İàÎ¯Áê²Ë,5,6,5,6,CB
Potentilla bifurca,Potentilla,Rosaceae,¶şÁÑÎ¯Áê²Ë,6,8,8,9,CB
Potentilla bifurca var. major,NA,Rosaceae,³¤Ò¶¶şÁÑÎ¯Áê²Ë,5,10,5,10,CB
Potentilla centigrana,NA,Rosaceae,Éßİ®Î¯Áê²Ë,6,7,7,8,CB
Potentilla chinensis,Potentilla,Rosaceae,Î¯Áê²Ë,4,10,4,10,CB
Potentilla chinensis var. lineariloba,NA,Rosaceae,Ï¸ÁÑÎ¯Áê²Ë,NA,NA,NA,NA,CB
Potentilla cryptotaeniae,NA,Rosaceae,ÀÇÑÀÎ¯Áê²Ë,7,8,8,9,CB
Potentilla discolor,Potentilla,Rosaceae,·­°×²İ,5,6,6,9,CB
Potentilla fragarioides,Potentilla,Rosaceae,İ®Ò¶Î¯Áê²Ë,4,6,6,8,CB
Potentilla freyniana,Potentilla,Rosaceae,ÈıÒ¶Î¯Áê²Ë,4,5,5,6,CB
Potentilla fruticosa,Potentilla,Rosaceae,½ğÂ¶Ã·,6,9,6,9,WD
Potentilla fruticosa var. arbuscula,NA,Rosaceae,·üÃ«½ğÂ¶Ã·,7,8,7,8,WD
Potentilla longifolia,Potentilla,Rosaceae,ÏÙÃ«Î¯Áê²Ë,7,9,7,9,CB
Potentilla multifida,Potentilla,Rosaceae,¶àÁÑÎ¯Áê²Ë,6,7,8,9,CB
Potentilla nivea,Potentilla,Rosaceae,Ñ©°×Î¯Áê²Ë,7,8,8,9,CB
Potentilla rosulifera,NA,Rosaceae,ÇúÖ¦Î¯Áê²Ë,5,5,NA,NA,CB
Potentilla tanacetifolia,Potentilla,Rosaceae,¾ÕÒ¶Î¯Áê²Ë,6,8,8,9,CB
Potentilla verticillaris,Potentilla,Rosaceae,ÂÖÒ¶Î¯Áê²Ë,5,8,5,8,CB
Prenanthes tatarinowii,NA,Asteraceae,¸£Íõ²İ,7,10,7,10,CB
Primula farinosa,Primula,Primulaceae,·Û±¨´º,5,6,NA,NA,CB
Primula farinosa var. denudata,NA,Primulaceae,Âã±¨´º,NA,NA,NA,NA,CB
Primula maximowiczii,Primula,Primulaceae,ëÙÖ¬»¨,5,6,7,7,CB
Primula sieboldii,Primula,Primulaceae,Ó£²İ,5,5,6,6,CB
Prinsepia sinensis,NA,Rosaceae,¶«±±Ş¨ºË,4,5,5,9,WD
Prunella asiatica,NA,Lamiaceae,É½²¤²Ë,6,7,8,9,CB
Prunus ussuriensis,Prunus,Rosaceae,¶«±±Àî,4,5,6,9,WD
Pseudolysimachion dauricum,NA,Scrophulariaceae,´óËë»¨,7,8,NA,NA,CB
Pseudolysimachion kiusianum,Pseudolysimachion,Scrophulariaceae,Ã«³¤Ëë»¨,8,9,NA,NA,CB
Pseudolysimachion linariifolium,NA,Scrophulariaceae,Ï¸Ò¶Ëë»¨,6,10,NA,NA,CB
Pseudolysimachion longifolium,NA,Scrophulariaceae,ÍÃ¶ùÎ²Ãç,6,8,NA,NA,CB
Pseudolysimachion rotundum,NA,Scrophulariaceae,ÎŞ±úËë»¨,6,8,8,9,CB
Pseudolysimachion rotundum subsp. subintegrum,NA,Scrophulariaceae,¶«±±Ëë»¨,6,8,NA,NA,CB
Pseudostellaria davidii,NA,Caryophyllaceae,Âûº¢¶ù²Î,4,5,5,6,CB
Pseudostellaria heterantha,NA,Caryophyllaceae,Òì»¨º¢¶ù²Î,5,7,7,8,CB
Pseudostellaria heterophylla,NA,Caryophyllaceae,º¢¶ù²Î,4,5,5,6,CB
Pseudostellaria japonica,NA,Caryophyllaceae,Ã«Âöº¢¶ù²Î,5,6,7,8,CB
Pseudostellaria rupestris,NA,Caryophyllaceae,Ê¯Éúº¢¶ù²Î,5,6,7,9,CB
Pseudostellaria sylvatica,NA,Caryophyllaceae,Ï¸Ò¶º¢¶ù²Î,6,7,6,7,CB
Pterocypsela laciniata,Pterocypsela,Asteraceae,¶àÁÑ³á¹û¾Õ,7,10,7,10,CB
Pterocypsela raddeana,Pterocypsela,Asteraceae,Ã«Âö³á¹û¾Õ,5,9,5,9,CB
Pterocypsela triangulata,NA,Asteraceae,Òí±ú³á¹û¾Õ,NA,NA,NA,NA,CB
Pterygocalyx volubilis,Pterygocalyx,Gentianaceae,ÒíİàÂû,9,9,10,10,CB
Ptilagrostis mongholica,NA,Poaceae,Ï¸±úÃ©,7,8,7,8,CB
Puccinellia chinampoensis,Puccinellia,Poaceae,³¯ÏÊ¼îÃ©,6,8,6,8,CB
Puccinellia distans,Puccinellia,Poaceae,¼îÃ©,5,7,NA,NA,CB
Puccinellia hauptiana,Puccinellia,Poaceae,º×¸¦¼îÃ©,5,7,5,7,CB
Puccinellia macranthera,Puccinellia,Poaceae,´óÒ©¼îÃ©,6,8,6,8,CB
Puccinellia manchuriensis,Puccinellia,Poaceae,ÈáÖ¦¼îÃ©,5,7,5,7,CB
Puccinellia micrandra,Puccinellia,Poaceae,Î¢Ò©¼îÃ©,6,7,6,7,CB
Puccinellia tenuiflora,Puccinellia,Poaceae,ĞÇĞÇ²İ,6,7,6,7,CB
Pueraria montana var. lobata,NA,Fabaceae,¸ğ,NA,NA,NA,NA,CB
Pulsatilla ambigua,Pulsatilla,Ranunculaceae,ÃÉ¹Å°×Í·ÎÌ,5,6,6,7,CB
Pulsatilla cernua,NA,Ranunculaceae,³¯ÏÊ°×Í·ÎÌ,4,5,5,6,CB
Pulsatilla chinensis,NA,Ranunculaceae,°×Í·ÎÌ,4,5,6,7,CB
Pulsatilla dahurica,Pulsatilla,Ranunculaceae,ĞË°²°×Í·ÎÌ,5,6,NA,NA,CB
Pulsatilla turczaninovii,Pulsatilla,Ranunculaceae,Ï¸Ò¶°×Í·ÎÌ,5,5,6,6,CB
Pycreus flavidus,Pycreus,Cyperaceae,ÇòËë±âÉ¯,6,11,6,11,CB
Pyrola asarifolia subsp. incarnata,NA,Ericaceae,ºì»¨Â¹Ìã²İ,6,6,7,10,WD
Pyrola dahurica,Pyrola,Ericaceae,ĞË°²Â¹Ìã²İ,7,7,8,8,WD
Pyrola japonica,Pyrola,Ericaceae,ÈÕ±¾Â¹Ìã²İ,7,8,7,8,WD
Pyrola macrocalyx,Pyrola,Ericaceae,³¤İàÂ¹Ìã²İ,7,8,8,9,WD
Pyrola media,Pyrola,Ericaceae,Ğ¡Ò¶Â¹Ìã²İ,6,7,8,9,WD
Pyrola minor,Pyrola,Ericaceae,¶ÌÖùÂ¹Ìã²İ,7,8,7,8,WD
Pyrola renifolia,Pyrola,Ericaceae,ÉöÒ¶Â¹Ìã²İ,6,8,6,8,WD
Pyrola rotundifolia,Pyrola,Ericaceae,Ô²Ò¶Â¹Ìã²İ,6,7,8,9,WD
Pyrola tschanbaischanica,Pyrola,Ericaceae,³¤°×Â¹Ìã²İ,8,9,8,9,WD
Pyrus ussuriensis,NA,Rosaceae,Çï×ÓÀæ,5,5,8,10,WD
Quercus dentata,Quercus,Fagaceae,éÎÊ÷,4,5,9,10,WD
Quercus mongolica,Quercus,Fagaceae,ÃÉ¹Åèİ,4,5,9,9,WD
Ranunculus chinensis,Ranunculus,Ranunculaceae,ÜîÜîËâ,5,9,5,9,CB
Ranunculus franchetii,NA,Ranunculaceae,ÉîÉ½Ã«İ¢,4,5,NA,NA,CB
Ranunculus gmelinii,Ranunculus,Ranunculaceae,Ğ¡ÕÆÒ¶Ã«İ¢,7,7,7,7,CB
Ranunculus grandis var. manshuricus,NA,Ranunculaceae,Ã±¶ùÉ½Ã«İ¢,NA,NA,NA,NA,CB
Ranunculus japonicus var. propinquus,NA,Ranunculaceae,·üÃ«Ã«İ¢,5,9,NA,NA,CB
Ranunculus paishanensis,NA,Ranunculaceae,°×É½Ã«İ¢,7,8,NA,NA,CB
Ranunculus repens,Ranunculus,Ranunculaceae,ÙëÖ¦Ã«İ¢,5,8,5,8,CB
Ranunculus tachiroei,Ranunculus,Ranunculaceae,³¤×ìÃ«İ¢,6,8,6,8,CB
Rhamnus diamantiaca,NA,Rhamnaceae,½ğ¸ÕÊóÀî,NA,NA,NA,NA,WD
Rhamnus parvifolia,NA,Rhamnaceae,Ğ¡Ò¶ÊóÀî,4,5,6,9,WD
Rhamnus schneideri var. manshurica,NA,Rhamnaceae,¶«±±ÊóÀî,NA,NA,NA,NA,WD
Rhamnus ussuriensis,NA,Rhamnaceae,ÎÚËÕÀïÊóÀî,4,6,6,10,WD
Rhamnus virgata,Rhamnus,Rhamnaceae,ÖãÖ¦ÊóÀî,4,5,6,10,WD
Rhamnus yoshinoi,NA,Rhamnaceae,¶«±±ÊóÀî,NA,NA,NA,NA,WD
Rhodiola angusta,Rhodiola,Crassulaceae,³¤°×ºì¾°Ìì,7,8,8,9,CB
Rhodiola rosea,NA,Crassulaceae,ºì¾°Ìì,4,6,7,9,CB
Rhodiola sachalinensis,NA,Crassulaceae,¿âÒ³ºì¾°Ìì,4,6,7,9,CB
Rhododendron aureum,NA,Ericaceae,Å£Æ¤¶Å¾é,5,6,7,8,WD
Rhododendron chrysodoron,Rhododendron,Ericaceae,´¿»Æ¶Å¾é,5,5,6,8,WD
Rhododendron dauricum,Rhododendron,Ericaceae,ĞË°²¶Å¾é,5,6,7,7,WD
Rhododendron lapponicum,Rhododendron,Ericaceae,¸ßÉ½¶Å¾é,5,7,9,10,WD
Rhododendron micranthum,NA,Ericaceae,ÕÕÉ½°×,5,6,8,11,WD
Rhododendron mucronatum,NA,Ericaceae,°×»¨¶Å¾é,4,5,6,7,WD
Rhododendron mucronulatum,NA,Ericaceae,Ó­ºì¶Å¾é,4,6,5,7,WD
Rhododendron redowskianum,NA,Ericaceae,Ò¶×´°ú¶Å¾é,7,8,9,10,WD
Rhododendron rupicola,Rhododendron,Ericaceae,¶àÉ«¶Å¾é,5,7,7,9,WD
Rhododendron schlippenbachii,NA,Ericaceae,´ó×Ö¶Å¾é,5,5,6,9,WD
Rhus chinensis,NA,Anacardiaceae,ÑÎ·ôÄ¾,8,9,10,10,WD
Rhynchospora alba,Rhynchospora,Cyperaceae,°×ÁÛ´Ì×ÓİÒ,8,8,8,8,CB
Ribes burejense,Ribes,Saxifragaceae,´Ì¹û²èË‘×Ó,5,6,7,8,WD
Ribes burejense var. villosum,NA,Saxifragaceae,³¤Ã«²èË‘×Ó,NA,NA,NA,NA,WD
Ribes diacanthum,Ribes,Saxifragaceae,Ë«´Ì²èË‘×Ó,5,6,8,9,WD
Ribes horridum,Ribes,Saxifragaceae,ÃÜ´Ì²èË‘×Ó,5,6,7,8,WD
Ribes komarovii,Ribes,Saxifragaceae,³¤°×²èË‘×Ó,5,6,8,9,WD
Ribes komarovii var. cuneifolium,NA,Saxifragaceae,Ğ¨Ò¶³¤°×²èË‘×Ó,NA,NA,NA,NA,WD
Ribes latifolium,NA,Saxifragaceae,ÄÖÒ¶²èË‘×Ó,5,6,7,8,WD
Ribes mandshuricum,NA,Saxifragaceae,¶«±±²èË‘×Ó,4,6,7,8,WD
Ribes mandshuricum var. subglabrum,NA,Saxifragaceae,¹âÒ¶¶«±±²èË‘×Ó,NA,NA,NA,NA,WD
Ribes maximowiczianum,Ribes,Saxifragaceae,¼âÒ¶²èË‘×Ó,5,6,8,9,WD
Ribes pulchellum,Ribes,Saxifragaceae,ÃÀÀö²èË‘×Ó,5,6,8,9,WD
Ribes triste,NA,Saxifragaceae,°«²èË‘×Ó,5,6,6,8,WD
Ribes triste var. repens,NA,Saxifragaceae,·üÉú²èË‘×Ó,NA,NA,NA,NA,WD
Rorippa barbareifolia,NA,Brassicaceae,É½½æÒ¶ÊG²Ë,5,8,5,8,CB
Rorippa globosa,Rorippa,Brassicaceae,·ç»¨²Ë,4,6,7,9,CB
Rorippa palustris,NA,Brassicaceae,É¬ÉúÊG²Ë,3,10,3,10,CB
Rosa acicularis,Rosa,Rosaceae,´ÌÇ¾Ş±,6,7,7,9,WD
Rosa davurica,Rosa,Rosaceae,É½´ÌÃµ,6,7,8,9,WD
Rosa davurica var. glabra,NA,Rosaceae,¹âÒ¶É½´ÌÃµ,NA,NA,NA,NA,WD
Rosa davurica var. setacea,NA,Rosaceae,¶à´ÌÉ½´ÌÃµ,NA,NA,NA,NA,WD
Rosa koreana,Rosa,Rosaceae,³¤°×Ç¾Ş±,5,6,7,9,WD
Rosa koreana var. glandulosa,NA,Rosaceae,ÏÙÒ¶³¤°×Ç¾Ş±,NA,NA,NA,NA,WD
Rosa luciae,NA,Rosaceae,¹âÒ¶Ç¾Ş±,4,7,10,11,WD
Rosa multiflora var. alboplena,NA,Rosaceae,°×ÓñÌÃ,NA,NA,NA,NA,WD
Rubia chinensis,Rubia,Rubiaceae,ÖĞ¹úÜç²İ,6,7,8,9,CB
Rubia cordifolia,Rubia,Rubiaceae,Üç²İ,6,8,8,9,CB
Rubia sylvatica,NA,Rubiaceae,ÁÖÉúÜç²İ,7,8,9,10,CB
Rubus arcticus,Rubus,Rosaceae,±±Ğü¹³×Ó,6,7,7,8,CB
Rubus crataegifolius,NA,Rosaceae,Å£µş¶Ç,5,6,7,9,WD
Rubus komarovii,NA,Rosaceae,ÂÌÒ¶Ğü¹³×Ó,5,6,7,8,WD
Rubus parvifolius,NA,Rosaceae,Ã©İ®,5,6,7,8,WD
Rubus sachalinensis,NA,Rosaceae,¿âÒ³Ğü¹³×Ó,6,7,8,9,WD
Rubus saxatilis,Rubus,Rosaceae,Ê¯ÉúĞü¹³×Ó,6,7,7,8,CB
Rumex amurensis,Rumex,Polygonaceae,ºÚÁú½­ËáÄ£,5,6,6,7,CB
Rumex aquaticus,Rumex,Polygonaceae,Ë®ÉúËáÄ£,5,6,6,7,CB
Rumex crispus,NA,Polygonaceae,ÖåÒ¶ËáÄ£,3,6,6,7,CB
Rumex gmelinii,Rumex,Polygonaceae,Ã«ÂöËáÄ£,5,6,6,7,CB
Rumex longifolius,Rumex,Polygonaceae,³¤Ò¶ËáÄ£,6,7,7,8,CB
Rumex maritimus,Rumex,Polygonaceae,´ÌËáÄ£,6,9,6,9,CB
Rumex patientia,Rumex,Polygonaceae,°ÍÌìËáÄ£,5,6,6,7,CB
Rumex stenophyllus,Rumex,Polygonaceae,ÏÁÒ¶ËáÄ£,5,6,6,8,CB
Rumex thyrsiflorus,Rumex,Polygonaceae,Ö±¸ùËáÄ£,5,6,6,7,CB
Sagina saginoides,Sagina,Caryophyllaceae,ÎŞÃ«Æá¹Ã²İ,5,7,7,8,CB
Sagittaria natans,NA,Alismataceae,¸¡Ò¶´È¹Ã,7,8,8,9,CB
Salix babylonica,NA,Salicaceae,´¹Áø,3,4,4,5,WD
Salix capitata,NA,Salicaceae,Ô²Í·Áø,5,5,1,1,WD
Salix dasyclados,Salix,Salicaceae,Ã«Ö¦Áø,4,4,5,5,WD
Salix divaricata var. metaformosa,NA,Salicaceae,³¤Ô²Ò¶Áø,5,5,7,7,WD
Salix eriocarpa,Salix,Salicaceae,³¤ÖùÁø,5,5,6,6,WD
Salix floderusii,Salix,Salicaceae,ÑÂÁø,5,5,6,6,WD
Salix gordejevii,NA,Salicaceae,»ÆÁø,4,4,5,5,WD
Salix gracilior,Salix,Salicaceae,Ï¸Ö¦Áø,5,5,5,6,WD
Salix gracilistyla,NA,Salicaceae,Ï¸ÖùÁø,4,4,5,5,WD
Salix integra,NA,Salicaceae,è½Áø,5,5,6,6,WD
Salix kangensis,NA,Salicaceae,½­½çÁø,5,5,6,6,WD
Salix koreensis,NA,Salicaceae,³¯ÏÊÁø,3,3,6,6,WD
Salix koriyanagi,Salix,Salicaceae,¼âÒ¶×ÏÁø,5,5,6,6,WD
Salix linearistipularis,Salix,Salicaceae,¿ğÁø,5,5,5,5,WD
Salix matsudana,NA,Salicaceae,ºµÁø,4,4,4,5,WD
Salix maximowiczii,Salix,Salicaceae,´ó°×Áø,5,6,6,7,WD
Salix microstachya var. bordensis,NA,Salicaceae,Ğ¡ºìÁø,5,5,6,6,WD
Salix myrtilloides,Salix,Salicaceae,Ô½½ÛÁø,5,5,6,6,WD
Salix nipponica,NA,Salicaceae,ÈıÈïÁø,4,4,5,5,WD
Salix nummularia,Salix,Salicaceae,¶àÏÙÁø,7,7,7,7,WD
Salix pentandra,Salix,Salicaceae,ÎåÈïÁø,6,6,8,9,WD
Salix pentandra var. intermedia,NA,Salicaceae,°×±³ÎåÈïÁø,NA,NA,NA,NA,WD
Salix pierotii,Salix,Salicaceae,°×Æ¤Áø,4,4,5,5,WD
Salix pseudolasiogyne,NA,Salicaceae,³¯ÏÊ´¹Áø,4,4,5,5,WD
Salix raddeana,NA,Salicaceae,´ó»ÆÁø,4,4,5,5,WD
Salix raddeana var. subglabra,NA,Salicaceae,Ï¡Ã«´ó»ÆÁø,NA,NA,NA,NA,WD
Salix rorida,Salix,Salicaceae,·ÛÖ¦Áø,5,5,6,6,WD
