Chinese name,scientific name,first flowering month,last flowering month,first fruiting month,last fruiting month,family name,scientific name,Genus name,woodiness
»¨ÄÏĞÇ,Arisaema lobatum,4,7,8,9,Araceae,Arisaema lobatum,Arisaema,CB
Ï¸³İÄÏĞÇ,Arisaema serratum,5,6,8,9,Araceae,Arisaema serratum,Arisaema,CB
»Æ²İÃ«,Aristida cumingiana,NA,NA,NA,NA,Poaceae,Aristida cumingiana,Aristida,CB
±±Âí¶µÁå,Aristolochia contorta,5,7,8,10,Aristolochiaceae,Aristolochia contorta,Aristolochia,CB
Âí¶µÁå,Aristolochia debilis,7,8,9,10,Aristolochiaceae,Aristolochia debilis,Aristolochia,CB
ÒìÒ¶Âí¶µÁå,Aristolochia kaempferi,4,5,6,8,Aristolochiaceae,Aristolochia kaempferi,Aristolochia,CB
Ñ°¹Ç·ç,Aristolochia mollissima,4,6,8,10,Aristolochiaceae,Aristolochia mollissima,Aristolochia,WD
¹Ü»¨Âí¶µÁå,Aristolochia tubiflora,4,8,10,12,Aristolochiaceae,Aristolochia tubiflora,Aristolochia,CB
»Æ»¨²İ,Arivela viscosa,NA,NA,7,7,Cleomaceae,Arivela viscosa,Arivela,CB
Ã·,Armeniaca mume,NA,NA,5,6,Rosaceae,Armeniaca mume,Armeniaca,WD
ĞÓ,Armeniaca vulgaris,3,4,6,7,Rosaceae,Armeniaca vulgaris,Armeniaca,WD
»Æ»¨İï,Artemisia annua,8,11,8,11,Asteraceae,Artemisia annua,Artemisia,CB
Ææİï,Artemisia anomala,6,11,6,11,Asteraceae,Artemisia anomala,Artemisia,CB
ÃÜÃ«Ææİï,Artemisia anomala var. tomentella,NA,NA,NA,NA,Asteraceae,Artemisia anomala var. tomentella,Artemisia,CB
°¬,Artemisia argyi,7,10,7,10,Asteraceae,Artemisia argyi,Artemisia,CB
³¯ÏÊ°¬,Artemisia argyi var. gracilis,NA,NA,NA,NA,Asteraceae,Artemisia argyi var. gracilis,Artemisia,CB
Òğ³Âİï,Artemisia capillaris,7,10,7,10,Asteraceae,Artemisia capillaris,Artemisia,CB
Çàİï,Artemisia caruifolia,NA,NA,NA,NA,Asteraceae,Artemisia carvifolia,Artemisia,CB
ÄÏÄµİï,Artemisia eriopoda,6,11,6,11,Asteraceae,Artemisia eriopoda,Artemisia,CB
Ïæ¸Ó°¬,Artemisia gilvescens,8,10,8,10,Asteraceae,Artemisia gilvescens,Artemisia,CB
ÎåÔÂ°¬,Artemisia indica,8,10,8,10,Asteraceae,Artemisia indica,Artemisia,WD
Äµİï,Artemisia japonica,7,10,7,10,Asteraceae,Artemisia japonica,Artemisia,CB
°×°úİï,Artemisia lactiflora,8,11,8,11,Asteraceae,Artemisia lactiflora,Artemisia,CB
°«İï,Artemisia lancea,8,10,8,10,Asteraceae,Artemisia lancea,Artemisia,CB
Ò°°¬İï,Artemisia lavandulifolia,NA,NA,NA,NA,Asteraceae,Artemisia lavandulifolia,Artemisia,CB
ÃÉ¹Åİï,Artemisia mongolica,8,10,8,10,Asteraceae,Artemisia mongolica,Artemisia,CB
¿ıİï,Artemisia princeps,7,11,7,11,Asteraceae,Artemisia princeps,Artemisia,CB
ºì×ãİï,Artemisia rubripes,8,10,8,10,Asteraceae,Artemisia rubripes,Artemisia,CB
°×Á«İï,Artemisia sacrorum,8,10,8,10,Asteraceae,Artemisia sacrorum,Artemisia,WD
ÃÜÃ«°×Á«İï,Artemisia sacrorum var. messerschmidtiana,NA,NA,NA,NA,Asteraceae,Artemisia sacrorum var. messerschmidtiana,Artemisia,WD
ÖíÃ«İï,Artemisia scoparia,7,10,7,10,Asteraceae,Artemisia scoparia,Artemisia,CB
İäİï,Artemisia selengensis,7,10,7,10,Asteraceae,Artemisia selengensis,Artemisia,CB
¿íÒ¶É½İï,Artemisia stolonifera,7,11,7,11,Asteraceae,Artemisia stolonifera,Artemisia,CB
ÒõµØİï,Artemisia sylvatica,9,10,9,10,Asteraceae,Artemisia sylvatica,Artemisia,CB
ÃÜĞòÒõµØİï,Artemisia sylvatica var. meridionalis,NA,NA,NA,NA,Asteraceae,Artemisia sylvatica var. meridionalis,Artemisia,CB
ÄÏ°¬İï,Artemisia verlotorum,7,10,7,10,Asteraceae,Artemisia verlotorum,Artemisia,CB
Ã«Á«İï,Artemisia vestita,8,11,8,11,Asteraceae,Artemisia vestita,Artemisia,WD
İ£²İ,Arthraxon hispidus,9,11,9,11,Poaceae,Arthraxon hispidus,Arthraxon,CB
Ã©Ò¶İ£²İ,Arthraxon prionodes,NA,NA,NA,NA,Poaceae,Arthraxon prionodes,Arthraxon,CB
¼ÙÉıÂé,Aruncus sylvester,6,6,8,9,Rosaceae,Aruncus sylvester,Aruncus,CB
Ã«¸ÑÒ°¹Å²İ,Arundinella hirta,8,10,8,10,Poaceae,Arundinella hirta,Arundinella,CB
´ÌÃ¢Ò°¹Å²İ,Arundinella setosa,8,12,8,12,Poaceae,Arundinella setosa,Arundinella,CB
Í­Ç®Ï¸ĞÁ,Asarum debile,5,6,NA,NA,Aristolochiaceae,Asarum debile,Asarum,CB
¶Åºâ,Asarum forbesii,4,5,NA,NA,Aristolochiaceae,Asarum forbesii,Asarum,CB
¸£½¨Ï¸ĞÁ,Asarum fukienense,4,11,NA,NA,Aristolochiaceae,Asarum fukienense,Asarum,CB
Ğ¡Ò¶ÂíÌãÏã,Asarum ichangense,4,5,NA,NA,Aristolochiaceae,Asarum ichangense,Asarum,CB
ÆîÑôÏ¸ĞÁ,Asarum magnificum,3,5,NA,NA,Aristolochiaceae,Asarum magnificum,Asarum,CB
´óÒ¶ÂíÌãÏã,Asarum maximum,4,5,NA,NA,Aristolochiaceae,Asarum maximum,Asarum,CB
³¤Ã«Ï¸ĞÁ,Asarum pulchellum,4,5,NA,NA,Aristolochiaceae,Asarum pulchellum,Asarum,CB
ÉöÒ¶Ï¸ĞÁ,Asarum renicordatum,5,5,NA,NA,Aristolochiaceae,Asarum renicordatum,Asarum,CB
ºº³ÇÏ¸ĞÁ,Asarum sieboldii,NA,NA,NA,NA,Aristolochiaceae,Asarum sieboldii,Asarum,CB
É½ÎÄÖñ,Asparagus acicularis,6,11,6,11,Liliaceae,Asparagus acicularis,Asparagus,CB
ÌìÃÅ¶¬,Asparagus cochinchinensis,5,6,8,10,Liliaceae,Asparagus cochinchinensis,Asparagus,CB
ĞË°²ÌìÃÅ¶¬,Asparagus dauricus,5,6,7,9,Liliaceae,Asparagus dauricus,Asparagus,CB
Ñò³İÌìÃÅ¶¬,Asparagus filicinus,5,7,8,9,Liliaceae,Asparagus filicinus,Asparagus,CB
Ê¯µó°Ø,Asparagus officinalis,5,6,9,10,Liliaceae,Asparagus officinalis,Asparagus,CB
ÈıÂö×ÏİÒ,Aster ageratoides,7,12,7,12,Asteraceae,NA,NA,NA
ÈıÂö×ÏİÒÃ«Ö¦±äÖÖ,Aster ageratoides var. lasiocladus,NA,NA,NA,NA,Asteraceae,Aster ageratoides var. lasiocladus,Aster,CB
ÈıÂö×ÏİÒ¿íÉ¡±äÖÖ,Aster ageratoides var. laticorymbus,NA,NA,NA,NA,Asteraceae,Aster ageratoides var. laticorymbus,Aster,CB
ÈıÂö×ÏİÒÎ¢²Ú±äÖÖ,Aster ageratoides var. scaberulus,NA,NA,NA,NA,Asteraceae,Aster ageratoides var. scaberulus,Aster,CB
Òí±ú×ÏİÒ,Aster alatipes,7,10,7,10,Asteraceae,Aster alatipes,Aster,CB
ÇÙÒ¶×ÏİÒ,Aster panduratus,2,9,6,10,Asteraceae,Aster panduratus,Aster,CB
¸ß¾¥×ÏİÒ,Aster procerus,NA,NA,NA,NA,Asteraceae,Aster prorerus,Aster,CB
¸ß¾¥×ÏİÒ,Aster prorerus,5,9,8,10,Asteraceae,Aster prorerus,Aster,CB
¶«·ç²Ë,Aster scaber,NA,NA,NA,NA,Asteraceae,Doellingeria scabra,Doellingeria,CB
×ÏİÒ,Aster tataricus,7,9,8,10,Asteraceae,Aster tataricus,Aster,CB
Èı»ùÂö×ÏİÒ,Aster trinervius,7,12,7,12,Asteraceae,Aster trinervius,Aster,CB
ÍÓÂİ×ÏİÒ,Aster turbinatus,8,10,10,11,Asteraceae,Aster turbinatus,Aster,CB
ÂäĞÂ¸¾,Astilbe chinensis,6,9,6,9,Saxifragaceae,Astilbe chinensis,Astilbe,CB
´óÂäĞÂ¸¾,Astilbe grandis,6,9,6,9,Saxifragaceae,Astilbe grandis,Astilbe,CB
´ó¹ûÂäĞÂ¸¾,Astilbe macrocarpa,6,9,6,9,Saxifragaceae,Astilbe macrocarpa,Astilbe,CB
Ğ±¾¥»ÆêÈ,Astragalus adsurgens,6,8,8,10,Fabaceae,Astragalus adsurgens,Astragalus,CB
»ª»ÆêÈ,Astragalus chinensis,6,7,7,8,Fabaceae,Astragalus chinensis,Astragalus,CB
²ÚÒ¶»ÆêÈ,Astragalus scaberrimus,4,8,5,9,Fabaceae,Astragalus scaberrimus,Astragalus,CB
×ÏÔÆÓ¢,Astragalus sinicus,2,6,3,7,Fabaceae,Astragalus sinicus,Astragalus,CB
²ÔÊõ,Atractylodes lancea,6,10,6,10,Asteraceae,Atractylodes lancea,Atractylodes,CB
°×Êõ,Atractylodes macrocephala,8,10,8,10,Asteraceae,Atractylodes macrocephala,Atractylodes,CB
¹âïûÒ°ÑàÂó,Avena fatua var. glabrata,NA,NA,NA,NA,Poaceae,Avena fatua var. glabrata,Avena,CB
Ğ¢Ë³Öñ,Bambusa multiplex,NA,NA,NA,NA,Poaceae,Bambusa multiplex,Bambusa,WD
¹ÛÒôÖñ,Bambusa multiplex var. riviereorum,NA,NA,NA,NA,Poaceae,Bambusa multiplex var. riviereorum,Bambusa,WD
ÃàÔæ¶ù,Barnardia japonica,7,11,7,11,Liliaceae,Barnardia japonica,Barnardia,CB
Ë®Ã«İ¢,Batrachium bungei,5,8,NA,NA,Ranunculaceae,Batrachium bungei,Batrachium,CB
Çïº£ÌÄ,Begonia grandis,7,NA,8,NA,Begoniaceae,Begonia grandis,Begonia,CB
ÖĞ»ªÇïº£ÌÄ,Begonia grandis subsp. sinensis,NA,NA,NA,NA,Begoniaceae,Begonia grandis var. sinensis,Begonia,CB
Éä¸É,Belamcanda chinensis,6,8,7,9,Iridaceae,Belamcanda chinensis,Belamcanda,CB
°²»ÕĞ¡éŞ,Berberis anhweiensis,4,6,7,10,Berberidaceae,Berberis anhweiensis,Berberis,WD
´¨¶õĞ¡éŞ,Berberis henryana,5,6,7,9,Berberidaceae,Berberis henryana,Berberis,WD
ºÀÖí´Ì,Berberis julianae,3,3,5,11,Berberidaceae,Berberis julianae,Berberis,WD
Â®É½Ğ¡éŞ,Berberis virgetorum,4,5,6,10,Berberidaceae,Berberis virgetorum,Berberis,WD
Ò¸Ã«¹´¶ù²è,Berchemia barbigera,6,8,5,6,Rhamnaceae,Berchemia barbigera,Berchemia,WD
¶à»¨¹´¶ù²è,Berchemia floribunda,7,10,4,7,Rhamnaceae,Berchemia floribunda,Berchemia,WD
¾ØÒ¶¹´¶ù²è,Berchemia floribunda var. oblongifolia,NA,NA,NA,NA,Rhamnaceae,Berchemia floribunda var. oblongifolia,Berchemia,WD
´óÒ¶¹´¶ù²è,Berchemia huana,7,9,5,6,Rhamnaceae,Berchemia huana,Berchemia,WD
ÍÑÃ«´óÒ¶¹´¶ù²è,Berchemia huana var. glabrescens,NA,NA,NA,NA,Rhamnaceae,Berchemia huana var. glabrescens,Berchemia,WD
êôÁë¹´¶ù²è,Berchemia kulingensis,6,7,4,6,Rhamnaceae,Berchemia kulingensis,Berchemia,WD
Ğ¡¹´¶ù²è,Berchemiella wilsonii,7,7,NA,NA,Rhamnaceae,Berchemiella wilsonii,Berchemiella,WD
Ã«±úĞ¡¹´¶ù²è,Berchemiella wilsonii var. pubipetiolata,NA,NA,NA,NA,Rhamnaceae,Berchemiella wilsonii var. pubipetiolata,Berchemiella,WD
×¶¹û½æ,Berteroella maximowiczii,6,7,NA,NA,Brassicaceae,Berteroella maximowiczii,Berteroella,CB
ÇqÇQ²Ë,Beta vulgaris var. cicla,NA,NA,NA,NA,Chenopodiaceae,Beta vulgaris var. cicla,Beta,CB
³¤Ëëèë,Betula cylindrostachya,NA,NA,NA,NA,Betulaceae,Betula cylindrostachya,Betula,WD
ÁÁÒ¶èë,Betula luminifera,NA,NA,NA,NA,Betulaceae,Betula luminifera,Betula,WD
ÆÅÆÅÕë,Bidens bipinnata,NA,NA,NA,NA,Asteraceae,Bidens bipinnata,Bidens,CB
½ğÕµÒøÅÌ,Bidens biternata,NA,NA,NA,NA,Asteraceae,Bidens biternata,Bidens,CB
Ğ¡»¨¹íÕë²İ,Bidens parviflora,NA,NA,NA,NA,Asteraceae,Bidens parviflora,Bidens,CB
¹íÕë²İ,Bidens pilosa,NA,NA,NA,NA,Asteraceae,Bidens pilosa,Bidens,CB
°×»¨¹íÕë²İ,Bidens pilosa var. radiata,NA,NA,NA,NA,Asteraceae,Bidens pilosa var. radiata,Bidens,CB
ÀÇèË²İ,Bidens tripartita,NA,NA,NA,NA,Asteraceae,Bidens tripartita,Bidens,CB
ÇàÁúÌÙ,Biondia henryi,4,7,7,10,Asclepiadaceae,Biondia henryi,Biondia,CB
ìî·çÌÙ,Biondia microcentra,5,7,7,10,Asclepiadaceae,Biondia microcentra,Biondia,CB
Çï·ã,Bischofia javanica,4,5,8,10,Euphorbiaceae,Bischofia javanica,Bischofia,WD
ÖØÑôÄ¾,Bischofia polycarpa,4,5,10,11,Euphorbiaceae,Bischofia polycarpa,Bischofia,WD
°×¼°,Bletilla striata,4,5,NA,NA,Orchidaceae,Bletilla striata,Bletilla,CB
Ì¨±±°¬ÄÉÏã,Blumea formosana,8,11,NA,NA,Asteraceae,Blumea formosana,Blumea,CB
ÎŞÎ²Ë®É¸,Blyxa aubertii,5,9,5,9,Hydrocharitaceae,Blyxa aubertii,Blyxa,CB
ÓĞÎ²Ë®É¸,Blyxa echinosperma,6,10,6,10,Hydrocharitaceae,Blyxa echinosperma,Blyxa,CB
Ë®É¸,Blyxa japonica,5,10,5,10,Hydrocharitaceae,Blyxa japonica,Blyxa,CB
´ó»¨ĞıİôÜÄÌ¦,Boea clarkeana,8,8,9,10,Gesneriaceae,Boea clarkeana,Boea,CB
ĞıİôÜÄÌ¦,Boea hygrometrica,7,8,9,9,Gesneriaceae,Boea hygrometrica,Boea,CB
°×ÃæÜÑÂé,Boehmeria clidemioides,6,8,NA,NA,Urticaceae,Boehmeria clidemioides,Boehmeria,CB
ĞòÒ¶ÜÑÂé,Boehmeria clidemioides var. diffusa,NA,NA,NA,NA,Urticaceae,Boehmeria clidemioides var. diffusa,Boehmeria,CB
º£µºÜÑÂé,Boehmeria formosana,7,8,NA,NA,Urticaceae,Boehmeria formosana,Boehmeria,CB
¸£ÖİÜÑÂé,Boehmeria formosana var. stricta,NA,NA,NA,NA,Urticaceae,Boehmeria formosana var. stricta,Boehmeria,CB
Ò°ÏßÂé,Boehmeria japonica,6,8,9,11,Urticaceae,Boehmeria japonica,Boehmeria,CB
ÜÑÂé,Boehmeria nivea,8,10,NA,NA,Urticaceae,Boehmeria nivea,Boehmeria,WD
ÇàÒ¶ÜÑÂé,Boehmeria nivea var. tenacissima,NA,NA,NA,NA,Urticaceae,Boehmeria nivea var. tenacissima,Boehmeria,WD
Ğ¡³àÂé,Boehmeria spicata,6,8,NA,NA,Urticaceae,Boehmeria spicata,Boehmeria,CB
°Ë½ÇÂé,Boehmeria tricuspis,7,8,NA,NA,Urticaceae,Boehmeria tricuspis,Boehmeria,CB
³ô½Ú²İ,Boenninghausenia albiflora,7,11,7,11,Rutaceae,Boenninghausenia albiflora,Boenninghausenia,CB
Ã«³ô½Ú²İ,Boenninghausenia albiflora var. pilosa,NA,NA,NA,NA,Rutaceae,Boenninghausenia albiflora var. pilosa,Boenninghausenia,CB
Ê¯½·²İ,Boenninghausenia sessilicarpa,NA,NA,NA,NA,Rutaceae,Boenninghausenia sessilicarpa,Boenninghausenia,CB
º£±õÈıÀâ²İ,Bolboschoenus maritimus,6,9,6,9,Cyperaceae,NA,NA,CB
±â¸Ñ¾£ÈıÀâ,Bolboschoenus planiculmis,5,6,7,9,Cyperaceae,Schoenoplectus planiculmis,Schoenoplectus,CB
¾£Èı¶ ,Bolboschoenus yagara,NA,NA,NA,NA,Cyperaceae,Bolboschoenus yagara,Bolboschoenus,CB
¼Ù±´Ä¸,Bolbostemma paniculatum,6,8,8,9,Cucurbitaceae,Bolbostemma paniculatum,Bolbostemma,CB
Ã«Ò©»¨,Bostrychanthera deflexa,7,9,9,11,Lamiaceae,Bostrychanthera deflexa,Bostrychanthera,CB
³ô¸ù×Ó²İ,Bothriochloa bladhii,7,10,7,10,Poaceae,Bothriochloa bladhii,Bothriochloa,CB
°×Ñò²İ,Bothriochloa ischaemum,NA,NA,NA,NA,Poaceae,Bothriochloa ischaemum,Bothriochloa,CB
°ßÖÖ²İ,Bothriospermum chinense,4,6,NA,NA,Boraginaceae,Bothriospermum chinense,Bothriospermum,CB
ÏÁ°ú°ßÖÖ²İ,Bothriospermum kusnezowii,5,7,5,7,Boraginaceae,Bothriospermum kusnezowii,Bothriospermum,CB
¶à°ú°ßÖÖ²İ,Bothriospermum secundum,5,7,NA,NA,Boraginaceae,Bothriospermum secundum,Bothriospermum,CB
ÈáÈõ°ßÖÖ²İ,Bothriospermum zeylanicum,2,10,2,10,Boraginaceae,Bothriospermum zeylanicum,Bothriospermum,CB
Ã«±ÛĞÎ²İ,Brachiaria villosa,7,10,7,10,Poaceae,Brachiaria villosa,Brachiaria,CB
ÈÕ±¾¶ÌÓ±²İ,Brachyelytrum japonicum,6,7,NA,NA,Poaceae,Brachyelytrum japonicum,Brachyelytrum,CB
¶Ì±ú²İ,Brachypodium sylvaticum,7,9,7,9,Poaceae,Brachypodium sylvaticum,Brachypodium,CB
Âûİ¼¸ÊÀ¶,Brassica napus var. napobrassica,5,6,5,6,Brassicaceae,Brassica napus var. napobrassica,Brassica,CB
ÓğÒÂ¸ÊÀ¶,Brassica oleracea var. acephala,NA,NA,NA,NA,Brassicaceae,Brassica oleracea var. acephala,Brassica,CB
¹ıÂ·¾ª,Bredia quadrangularis,6,8,8,10,Melastomataceae,Bredia quadrangularis,Bredia,WD
ÎŞÃ¢È¸Âó,Bromus inermis,7,9,7,9,Poaceae,Bromus inermis,Bromus,CB
È¸Âó,Bromus japonicus,5,7,5,7,Poaceae,Bromus japonicus,Bromus,CB
Êè»¨È¸Âó,Bromus remotiflorus,6,7,6,7,Poaceae,Bromus remotiflorus,Bromus,CB
ÆÏó´,Broussonetia kaempferi,4,6,5,7,Moraceae,Broussonetia kaempferi,Broussonetia,WD
èú,Broussonetia kazinoki,4,5,5,6,Moraceae,Broussonetia kazinoki,Broussonetia,WD
¹¹Ê÷,Broussonetia papyrifera,4,5,6,7,Moraceae,Broussonetia papyrifera,Broussonetia,WD
À´Ãæİî,Buckleya henryi,NA,NA,NA,NA,Santalaceae,Buckleya henryi,Buckleya,WD
´óÒ¶×íÓã²İ,Buddleja davidii,5,10,9,12,Loganiaceae,Buddleja davidii,Buddleja,WD
×íÓã²İ,Buddleja lindleyana,4,10,8,4,Loganiaceae,Buddleja lindleyana,Buddleja,WD
Á«»¨¾í°êÀ¼,Bulbophyllum hirundinis,NA,NA,NA,NA,Orchidaceae,Bulbophyllum hirundinis,Bulbophyllum,CB
°ß´½¾í°êÀ¼,Bulbophyllum pectenveneris,NA,NA,NA,NA,Orchidaceae,Bulbophyllum pectenveneris,Bulbophyllum,CB
ÇòÖù²İ,Bulbostylis barbata,4,10,4,10,Cyperaceae,Bulbostylis barbata,Bulbostylis,CB
Ë¿Ò¶ÇòÖù²İ,Bulbostylis densa,4,12,4,12,Cyperaceae,Bulbostylis densa,Bulbostylis,CB
±±²ñºú,Bupleurum chinense,9,9,10,10,Apiaceae,Bupleurum chinense,Bupleurum,CB
´óÒ¶²ñºú,Bupleurum longiradiatum,8,9,9,10,Apiaceae,Bupleurum longiradiatum,Bupleurum,CB
ÄÏ·½´óÒ¶²ñºú,Bupleurum longiradiatum f. australe,NA,NA,NA,NA,Apiaceae,Bupleurum longiradiatum f. australe,Bupleurum,CB
Õ­ÖñÒ¶²ñºú,Bupleurum marginatum var. stenophyllum,8,9,9,10,Apiaceae,Bupleurum marginatum var. stenophyllum,Bupleurum,CB
ºì²ñºú,Bupleurum scorzonerifolium,7,8,8,9,Apiaceae,Bupleurum scorzonerifolium,Bupleurum,CB
»¨İş,Butomus umbellatus,7,9,7,9,Butomaceae,Butomus umbellatus,Butomus,CB
È¸Éà»ÆÑî,Buxus bodinieri,2,2,5,8,Buxaceae,NA,NA,NA
ÌâÒ¶»ÆÑî,Buxus harlandii,5,5,10,10,Buxaceae,Buxus harlandii,Buxus,WD
ÖåÒ¶»ÆÑî,Buxus rugulosa,3,5,6,9,Buxaceae,Buxus rugulosa,Buxus,WD
»ÆÑî,Buxus sinica,3,3,5,6,Buxaceae,Buxus microphylla subsp. sinica,Buxus,WD
¼âÒ¶»ÆÑî,Buxus sinica var. aemulans,NA,NA,NA,NA,Buxaceae,NA,NA,NA
Ğ¡Ò¶»ÆÑî,Buxus sinica var. parvifolia,NA,NA,NA,NA,Buxaceae,NA,NA,NA
ÔÆÊµ,Caesalpinia decapetala,4,10,4,10,Fabaceae,Caesalpinia decapetala,Caesalpinia,WD
·÷×ÓÃ©,Calamagrostis epigeios,5,9,5,9,Poaceae,Calamagrostis epigeios,Calamagrostis,CB
Ïº¼¹À¼,Calanthe discolor,4,5,NA,NA,Orchidaceae,Calanthe discolor,Calanthe,CB
¹³¾àÏº¼¹À¼,Calanthe graciliflora,3,5,NA,NA,Orchidaceae,Calanthe graciliflora,Calanthe,CB
·´°êÏº¼¹À¼,Calanthe reflexa,5,6,NA,NA,Orchidaceae,Calanthe reflexa,Calanthe,CB
Ïã»¨¼¦ÑªÌÙ,Callerya dielsiana,NA,NA,NA,NA,Fabaceae,NA,NA,NA
Òì¹û¼¦ÑªÌÙ,Callerya dielsiana var. heterocarpa,NA,NA,NA,NA,Fabaceae,NA,NA,NA
ÍøÂöÑÂ¶¹ÌÙ,Callerya reticulata,4,8,6,11,Fabaceae,Callerya reticulata,Callerya,WD
×ÏÖé,Callicarpa bodinieri,6,7,8,11,Verbenaceae,Callicarpa bodinieri,Callicarpa,WD
»ª×ÏÖé,Callicarpa cathayana,5,7,8,11,Verbenaceae,Callicarpa cathayana,Callicarpa,WD
°×ÌÄ×ÓÊ÷,Callicarpa dichotoma,5,6,7,11,Verbenaceae,Callicarpa dichotoma,Callicarpa,WD
ÀÏÑ»ºı,Callicarpa giraldii,5,6,7,11,Verbenaceae,Callicarpa giraldii,Callicarpa,WD
Ã«Ò¶ÀÏÑ»ºı,Callicarpa giraldii var. subcanescens,5,6,7,10,Verbenaceae,Callicarpa giraldii var. subcanescens,Callicarpa,WD
È«ÔµÒ¶×ÏÖé,Callicarpa integerrima,6,7,8,11,Verbenaceae,Callicarpa integerrima,Callicarpa,WD
ÈÕ±¾×ÏÖé,Callicarpa japonica,6,7,8,10,Verbenaceae,Callicarpa japonica,Callicarpa,WD
¹ã¶«×ÏÖé,Callicarpa kwangtungensis,6,7,8,10,Verbenaceae,Callicarpa kwangtungensis,Callicarpa,WD
¹âÒ¶×ÏÖé,Callicarpa lingii,6,6,7,10,Verbenaceae,Callicarpa lingii,Callicarpa,WD
³¤±ú×ÏÖé,Callicarpa longipes,6,7,8,12,Verbenaceae,Callicarpa longipes,Callicarpa,WD
Õ­Ò¶×ÏÖé,Callicarpa membranacea,5,6,7,10,Verbenaceae,Callicarpa membranacea,Callicarpa,WD
ºì×ÏÖé,Callicarpa rubella,5,7,7,11,Verbenaceae,Callicarpa rubella,Callicarpa,WD
Ë®Âí³İ,Callitriche palustris,NA,NA,NA,NA,Callitrichaceae,Callitriche stagnalis,Callitriche,CB
Ë®Âí³İ,Callitriche palustris,NA,NA,NA,NA,Callitrichaceae,Callitriche palustris,Callitriche,CB
Ë®Âí³İ,Callitriche stagnalis,NA,NA,NA,NA,Callitrichaceae,Callitriche stagnalis,Callitriche,CB
Ë®Âí³İ,Callitriche stagnalis,NA,NA,NA,NA,Callitrichaceae,Callitriche palustris,Callitriche,CB
Â¿Ìã²İ,Caltha palustris,5,9,6,10,Ranunculaceae,Caltha palustris,Caltha,CB
´òÍë»¨,Calystegia hederacea,NA,NA,NA,NA,Convolvulaceae,Calystegia hederacea,Calystegia,CB
ÌÙ³¤Ãç,Calystegia pellita,NA,NA,NA,NA,Convolvulaceae,Calystegia pellita,Calystegia,CB
ÈáÃ«´òÍë»¨,Calystegia pubescens,NA,NA,NA,NA,Convolvulaceae,Calystegia pubescens,Calystegia,CB
Ğı»¨,Calystegia sepium,NA,NA,NA,NA,Convolvulaceae,NA,NA,NA
Ìì½£²İ,Calystegia silvatica,NA,NA,NA,NA,Convolvulaceae,NA,NA,NA
¹Ä×Ó»¨,Calystegia silvatica subsp. orientalis,NA,NA,NA,NA,Convolvulaceae,Calystegia silvatica subsp. orientalis,Calystegia,CB
Ï¸Ò¶¶ÌÖùÓÍ²è,Camellia brevistyla var. microphylla,NA,NA,NA,NA,Theaceae,Camellia brevistyla var. microphylla,Camellia,WD
³¤Î²Ã«Èï²è,Camellia caudata,10,3,9,10,Theaceae,Camellia caudata,Camellia,WD
Õã½­É½²è,Camellia chekiangoleosa,4,4,10,10,Theaceae,Camellia chekiangoleosa,Camellia,WD
Á¬Èï²è,Camellia cuspidata,12,4,8,10,Theaceae,Camellia cuspidata,Camellia,WD
Õã½­Á¬Èï²è,Camellia cuspidata var. chekiangensis,NA,NA,NA,NA,Theaceae,Camellia cuspidata var. chekiangensis,Camellia,WD
´ó»¨Á¬Èï²è,Camellia cuspidata var. grandiflora,NA,NA,NA,NA,Theaceae,Camellia cuspidata var. grandiflora,Camellia,WD
Ã«»¨Á¬Èï²è,Camellia fraterna,4,5,9,10,Theaceae,Camellia fraterna,Camellia,WD
É½²è,Camellia japonica,1,4,NA,NA,Theaceae,Camellia japonica,Camellia,WD
ÓÍ²è,Camellia oleifera,NA,NA,NA,NA,Theaceae,Camellia oleifera,Camellia,WD
²è,Camellia sinensis,10,2,8,10,Theaceae,Camellia sinensis,Camellia,WD
´ó»¨½ğÇ®±ª,Campanumoea javanica,8,9,NA,NA,Campanulaceae,Campanumoea javanica,Campanumoea,CB
½ğÇ®±ª,Campanumoea javanica subsp. japonica,8,9,NA,NA,Campanulaceae,Campanumoea javanica subsp. japonica,Campanumoea,CB
ÁèÏü,Campsis grandiflora,NA,NA,NA,NA,Bignoniaceae,Campsis grandiflora,Campsis,WD
Ï²Ê÷,Camptotheca acuminata,5,7,9,9,Nyssaceae,Camptotheca acuminata,Camptotheca,WD
¿ª¿Ú¼ı,Campylandra chinensis,4,6,9,11,Liliaceae,Campylandra chinensis,Campylandra,CB
º¼×ÓÉÒ,Campylotropis macrocarpa,6,10,6,10,Fabaceae,NA,NA,NA
µ¶¶¹,Canavalia gladiata,7,9,10,10,Fabaceae,NA,NA,NA
´ó»¨ÃÀÈË½¶,Canna generalis,NA,NA,NA,NA,Cannaceae,Canna generalis,Canna,CB
Ó²¸Ñ×Ó²İ,Capillipedium assimile,8,12,8,12,Poaceae,Capillipedium assimile,Capillipedium,CB
Ï¸±ú²İ,Capillipedium parviflorum,8,12,8,12,Poaceae,Capillipedium parviflorum,Capillipedium,CB
Üù,Capsella bursa-pastoris,4,6,4,6,Brassicaceae,Capsella bursa-pastoris,Capsella,CB
Ã«ÕÆÒ¶½õ¼¦¶ù,Caragana leveillei,4,5,6,6,Fabaceae,Caragana leveillei,Caragana,WD
