scientific name,Chinese name,genus name,family name,first flowering month,last flowering month,first fruiting month,last fruiting month,woodiness
Nymphoides coreana,Ğ¡Üô²Ë,NA,Menyanthaceae,8,8,9,9,CB
Nymphoides indica,½ğÒøÁ«»¨,NA,Menyanthaceae,8,8,9,9,CB
Nymphoides peltatum,Üô²Ë,NA,Menyanthaceae,NA,NA,NA,NA,CB
Odontites vulgaris,ÁÆ³İ²İ,Odontites,Scrophulariaceae,7,8,8,9,CB
Oenanthe javanica,Ë®ÇÛ,Oenanthe,Apiaceae,7,8,8,9,CB
Olgaea leucophylla,»ğÃ½²İ,Olgaea,Asteraceae,5,10,5,10,CB
Omphalotrix longipes,Æê²İ,NA,Scrophulariaceae,7,8,9,9,CB
Oplismenus undulatifolius,ÇóÃ×²İ,Oplismenus,Poaceae,7,11,7,11,CB
Oplopanax elatus,´Ì²Î,Oplopanax,Araliaceae,6,7,9,9,WD
Orchis cyclochila,ÂÑ´½ºìÃÅÀ¼,NA,Orchidaceae,5,7,NA,NA,CB
Oreorchis patens,É½À¼,Oreorchis,Orchidaceae,6,7,9,9,CB
Oresitrophe rupifraga,¶À¸ù²İ,NA,Saxifragaceae,5,9,NA,NA,CB
Orobanche mongolica,ÖĞ»ªÁĞµ±,Orobanche,Orobanchaceae,4,6,6,8,CB
Orobanche ombrochares,Ã«Ò©ÁĞµ±,Orobanche,Orobanchaceae,4,7,7,10,CB
Orobanche pycnostachya var. amurensis,ºÚË®ÁĞµ±,NA,Orobanchaceae,4,6,6,8,CB
Orostachys cartilaginea,ÀÇ×¦ÍßËÉ,NA,Crassulaceae,9,10,9,10,CB
Orostachys fimbriata,ÍßËÉ,NA,Crassulaceae,8,9,9,10,CB
Orostachys malacophylla,¶ÛÒ¶ÍßËÉ,NA,Crassulaceae,7,7,8,9,CB
Orostachys minuta,Ğ¡ÍßËÉ,NA,Crassulaceae,8,10,NA,NA,CB
Orostachys spinosa,»Æ»¨ÍßËÉ,Orostachys,Crassulaceae,7,8,9,9,CB
Orthilia secunda,µ¥²à»¨,Orthilia,Ericaceae,6,7,8,9,WD
Orychophragmus violaceus,Öî¸ğ²Ë,NA,Brassicaceae,5,5,5,6,CB
Oryza sativa,µ¾,NA,Poaceae,7,10,7,10,CB
Ostericum grosseserratum,´ó³İÉ½ÇÛ,NA,Apiaceae,8,9,9,10,CB
Ostericum maximowiczii,È«Ò¶É½ÇÛ,Ostericum,Apiaceae,8,9,9,10,CB
Ostericum maximowiczii var. australe,´óÈ«Ò¶É½ÇÛ,NA,Apiaceae,NA,NA,NA,NA,CB
Ostericum sieboldii,É½ÇÛ,NA,Apiaceae,8,9,9,10,CB
Ostericum sieboldii var. praeteritum,ÏÁÒ¶É½ÇÛ,NA,Apiaceae,NA,NA,NA,NA,CB
Ostericum viridiflorum,ÂÌ»¨É½ÇÛ,NA,Apiaceae,7,8,8,9,CB
Ostrya japonica,ÌúÄ¾,NA,Betulaceae,5,7,7,9,WD
Ostryopsis davidiana,»¢é»×Ó,NA,Betulaceae,5,6,7,8,WD
Oxalis acetosella subsp. japonica,Èı½Çõ¡½¬²İ,NA,Oxalidaceae,NA,NA,NA,NA,CB
Oxyria digyna,É½Ş¤,Oxyria,Polygonaceae,6,10,7,11,CB
Oxytropis anertii,³¤°×¼¬¶¹,Oxytropis,Fabaceae,6,6,7,9,CB
Oxytropis filiformis,Ïß¼¬¶¹,NA,Fabaceae,7,8,8,8,CB
Oxytropis grandiflora,´ó»¨¼¬¶¹,Oxytropis,Fabaceae,6,7,7,8,CB
Oxytropis hirta,Ó²Ã«¼¬¶¹,Oxytropis,Fabaceae,6,7,7,8,CB
Oxytropis myriophylla,¶àÒ¶¼¬¶¹,Oxytropis,Fabaceae,5,6,7,8,CB
Oxytropis racemosa,É°Õä¼¬¶¹,Oxytropis,Fabaceae,5,7,6,10,CB
Oxytropis racemosa f. albiflora,°×»¨É°Õä¼¬¶¹,NA,Fabaceae,NA,NA,NA,NA,CB
Oyama sieboldii,ÌìÅ®»¨,NA,Magnoliaceae,NA,NA,NA,NA,WD
Padus avium,³íÀî,Padus,Rosaceae,4,6,5,10,WD
Padus avium var. asiatica,±±ÑÇ³íÀî,NA,Rosaceae,4,6,6,10,WD
Padus avium var. pubescens,Ã«Ò¶³íÀî,NA,Rosaceae,4,6,6,10,WD
Padus maackii,°ßÒ¶³íÀî,Padus,Rosaceae,5,5,8,8,WD
Paeonia lactiflora,ÉÖÒ©,NA,Paeoniaceae,5,6,7,8,CB
Paeonia obovata,²İÉÖÒ©,NA,Paeoniaceae,5,6,8,9,CB
Panax ginseng,ÈË²Î,NA,Araliaceae,NA,NA,NA,NA,CB
Panicum miliaceum,ğ¢,NA,Poaceae,8,9,8,9,CB
Paraixeris chelidonifolia,ÉÙ»¨»Æ¹Ï²Ë,NA,Asteraceae,NA,NA,NA,NA,CB
Paraixeris denticulata,»Æ¹Ï²Ë,Paraixeris,Asteraceae,5,11,5,11,CB
Paraixeris pinnatipartita,ÓğÁÑ»Æ¹Ï²Ë,Paraixeris,Asteraceae,6,11,6,11,CB
Paraixeris saxatilis,ÑÒ»Æ¹Ï²Ë,NA,Asteraceae,NA,NA,NA,NA,CB
Paraixeris serotina,¼âÁÑ»Æ¹Ï²Ë,Paraixeris,Asteraceae,5,9,5,9,CB
Parasenecio auriculatus,¶úÒ¶Ğ·¼×²İ,Parasenecio,Asteraceae,6,7,9,9,CB
Parasenecio hastatus,É½¼â×Ó,Parasenecio,Asteraceae,7,8,9,9,CB
Parasenecio hastatus var. glaber,ÎŞÃ«É½¼â×Ó±äÖÖ,NA,Asteraceae,NA,NA,NA,NA,CB
Parasenecio komarovianus,ĞÇÒ¶Ğ·¼×²İ,Parasenecio,Asteraceae,7,8,9,9,CB
Parietaria micrantha,Ç½²İ,NA,Urticaceae,7,8,8,9,CB
Paris verticillata,±±ÖØÂ¥,Paris,Liliaceae,5,6,7,9,CB
Parnassia palustris,Ã·»¨²İ,Parnassia,Saxifragaceae,7,9,8,10,CB
Parnassia palustris var. multiseta,¶àÖ¦Ã·»¨²İ,NA,Saxifragaceae,NA,NA,NA,NA,CB
Parthenocissus tricuspidata,µØ½õ,Parthenocissus,Vitaceae,5,8,9,10,WD
Patrinia heterophylla,ÒìÒ¶°Ü½´,Patrinia,Valerianaceae,7,9,8,10,CB
Patrinia monandra,ÉÙÈï°Ü½´,NA,Valerianaceae,8,9,9,10,CB
Patrinia rupestris,ÑÒ°Ü½´,NA,Valerianaceae,7,9,8,10,CB
Patrinia scabiosifolia,°Ü½´,NA,Valerianaceae,7,9,9,10,CB
Patrinia scabra,²ÚÒ¶°Ü½´,NA,Valerianaceae,8,8,9,9,CB
Patrinia villosa,°×»¨°Ü½´,Patrinia,Valerianaceae,8,10,9,9,CB
Patrinia villosa subsp. punctifolia,°ßÒ¶°Ü½´,NA,Valerianaceae,NA,NA,NA,NA,CB
Paulownia catalpifolia,é±Ò¶ÅİÍ©,NA,Scrophulariaceae,5,5,9,9,WD
Paulownia tomentosa,Ã«ÅİÍ©,NA,Scrophulariaceae,5,5,9,9,WD
Pedicularis mandshurica,¼¦¹Ú×Ó»¨ÂíÏÈİï,Pedicularis,Scrophulariaceae,5,6,7,8,CB
Pedicularis resupinata,·µ¹ËÂíÏÈİï,Pedicularis,Scrophulariaceae,7,9,8,9,CB
Pedicularis spicata,Ëë»¨ÂíÏÈİï,NA,Scrophulariaceae,7,9,9,10,CB
Pedicularis striata,ºìÎÆÂíÏÈİï,NA,Scrophulariaceae,6,7,8,9,CB
Pennisetum alopecuroides,ÀÇÎ²²İ,NA,Poaceae,8,10,8,10,CB
Pennisetum flaccidum,°×²İ,NA,Poaceae,7,10,7,10,CB
Penthorum chinense,³¶¸ù²Ë,Penthorum,Saxifragaceae,7,10,7,10,CB
Periploca sepium,¸ÜÁø,NA,Asclepiadaceae,5,6,7,10,WD
Petasites rubellus,³¤°×·ä¶·²Ë,Petasites,Asteraceae,5,7,5,7,CB
Peucedanum baicalense,ĞË°²Ç°ºú,Peucedanum,Apiaceae,7,8,8,9,CB
Peucedanum elegans,´Ì¼âÇ°ºú,Peucedanum,Apiaceae,7,8,8,9,CB
Peucedanum stepposum,²İÔ­Ç°ºú,Peucedanum,Apiaceae,8,9,9,10,CB
Peucedanum terebinthaceum,Ê¯·À·ç,Peucedanum,Apiaceae,7,9,9,10,CB
Peucedanum terebinthaceum var. deltoideum,¿íÒ¶Ê¯·À·ç,NA,Apiaceae,NA,NA,NA,NA,CB
Peucedanum wawrae,Ì©É½Ç°ºú,Peucedanum,Apiaceae,8,10,9,11,CB
Phacellanthus tubiflorus,»ÆÍ²»¨,Phacellanthus,Orobanchaceae,7,7,8,9,CB
Phacelurus latifolius,ÊøÎ²²İ,Phacelurus,Poaceae,6,11,6,11,CB
Phalaris arundinacea,Ìˆ²İ,NA,Poaceae,6,8,6,8,CB
Phedimus aizoon,»Æ²Ë,NA,Crassulaceae,6,7,8,9,CB
Phedimus aizoon var. latifolius,¿íÒ¶·Ñ²Ë,NA,Crassulaceae,7,7,NA,NA,CB
Phedimus aizoon var. yamatutae,ÏÁÒ¶·Ñ²Ë,NA,Crassulaceae,NA,NA,NA,NA,CB
Phedimus kamtschaticus,¿°²ì¼Ó·Ñ²Ë,NA,Crassulaceae,6,7,8,9,CB
Phedimus middendorffianus,¼ªÁÖ·Ñ²Ë,NA,Crassulaceae,6,8,8,9,CB
Phedimus selskianus,»ÒÃ«·Ñ²Ë,Phedimus,Crassulaceae,7,8,9,9,CB
Phellodendron amurense,»ÆéŞ,NA,Rutaceae,5,6,9,10,WD
Philadelphus pekinensis,Ì«Æ½»¨,NA,Saxifragaceae,5,5,8,9,WD
Philadelphus schrenkii,¶«±±É½Ã·»¨,Philadelphus,Saxifragaceae,6,6,8,9,WD
Philadelphus schrenkii var. mandshuricus,Ã«ÅÌÉ½Ã·»¨,NA,Saxifragaceae,6,6,NA,NA,WD
Philadelphus tenuifolius,±¡Ò¶É½Ã·»¨,Philadelphus,Saxifragaceae,6,7,7,9,WD
Philadelphus tsianschanensis,Ç§É½É½Ã·»¨,NA,Saxifragaceae,5,5,NA,NA,WD
Phlomis jeholensis,¿ÚÍâ²ÚËÕ,Phlomis,Lamiaceae,8,9,NA,NA,CB
Phlomis maximowiczii,´óÒ¶²ÚËÕ,NA,Lamiaceae,7,8,8,9,CB
Phlomis mongolica,´®Áå²İ,Phlomis,Lamiaceae,5,9,7,8,CB
Phlomis umbrosa,²ÚËÕ,Phlomis,Lamiaceae,7,8,8,9,CB
Phragmites australis,Â«Î­,NA,Poaceae,7,9,7,9,CB
Phragmites japonicus,ÈÕ±¾Î­,NA,Poaceae,NA,NA,NA,NA,CB
Phryma leptostachya subsp. asiatica,Í¸¹Ç²İ,NA,Phrymaceae,6,10,8,12,CB
Phtheirospermum japonicum,ËÉİï,NA,Scrophulariaceae,7,9,7,9,CB
Phyllanthus ussuriensis,ÃÛ¸Ê²İ,Phyllanthus,Euphorbiaceae,7,7,8,9,CB
Phyllospadix japonica,ºÚÏËÎ¬Ïºº£Ôå,NA,Potamogetonaceae,NA,NA,NA,NA,CB
Physaliastrum echinatum,ÈÕ±¾É¢Ñªµ¤,NA,Solanaceae,6,8,6,8,CB
Physalis alkekengi var. francheti,¹Ò½ğµÆ,NA,Solanaceae,NA,NA,NA,NA,CB
Physocarpus amurensis,·çÏä¹û,NA,Rosaceae,6,6,7,8,WD
Picrasma quassioides,¿àÊ÷,Picrasma,Simaroubaceae,5,6,8,9,WD
Picris hieracioides,Ã«Á¬²Ë,NA,Asteraceae,6,10,6,10,CB
Picris japonica,ÈÕ±¾Ã«Á¬²Ë,Picris,Asteraceae,6,10,6,10,CB
Pilea japonica,É½ÀäË®»¨,NA,Urticaceae,7,8,8,9,CB
Pilea peploides,¿àË®»¨,Pilea,Urticaceae,7,8,8,9,CB
Pilea pumila,Í¸¾¥ÀäË®»¨,Pilea,Urticaceae,8,9,9,10,CB
Pilea pumila var. hamaoi,ÒñµØÀäË®»¨,NA,Urticaceae,7,8,8,9,CB
Pimpinella brachycarpa,¶Ì¹ûÜîÇÛ,Pimpinella,Apiaceae,7,8,8,9,CB
Pimpinella komarovii,ÁÉ¼½ÜîÇÛ,NA,Apiaceae,6,9,6,9,CB
Pinellia ternata,°ëÏÄ,NA,Araceae,6,7,7,8,CB
Plagiorhegma dubium,ÏÊ»ÆÁ«,NA,Berberidaceae,5,6,9,10,CB
Plantago asiatica,³µÇ°,Plantago,Plantaginaceae,4,8,6,9,CB
Plantago camtschatica,º£±õ³µÇ°,Plantago,Plantaginaceae,6,7,7,8,CB
Plantago depressa,Æ½³µÇ°,Plantago,Plantaginaceae,6,6,7,8,CB
Plantago depressa subsp. turczaninowii,Ã«Æ½³µÇ°,NA,Plantaginaceae,6,7,7,8,CB
Platanthera chlorantha,¶şÒ¶Éà´½À¼,NA,Orchidaceae,6,6,8,9,CB
Platanthera hologlottis,ÃÜ»¨Éà´½À¼,Platanthera,Orchidaceae,6,7,8,8,CB
Platanthera mandarinorum,Î²°êÉà´½À¼,Platanthera,Orchidaceae,4,8,NA,NA,CB
Platycodon grandiflorus,½Û¹£,NA,Campanulaceae,7,9,8,10,CB
Pleurospermum uralense,Àâ×ÓÇÛ,Pleurospermum,Apiaceae,6,7,7,8,CB
Poa alta,¸ßÖêÔçÊìºÌ,Poa,Poaceae,8,8,NA,NA,CB
Poa nemoralis,ÁÖµØÔçÊìºÌ,Poa,Poaceae,5,8,5,8,CB
Poa palustris,ÔóµØÔçÊìºÌ,Poa,Poaceae,6,8,6,8,CB
Poa pratensis,²İµØÔçÊìºÌ,Poa,Poaceae,6,8,6,8,CB
Poa pratensis subsp. angustifolia,Ï¸Ò¶ÔçÊìºÌ,NA,Poaceae,6,7,7,9,CB
Poa sibirica,Î÷²®ÀûÑÇÔçÊìºÌ,Poa,Poaceae,6,8,6,8,CB
Poa sphondylodes,Ó²ÖÊÔçÊìºÌ,NA,Poaceae,6,7,6,7,CB
Poa urssulensis var. kanboensis,¿²²©ÔçÊìºÌ,NA,Poaceae,6,7,7,9,CB
Poa ussuriensis,ÎÚËÕÔçÊìºÌ,NA,Poaceae,6,6,6,6,CB
Poa versicolor subsp. ochotensis,ÎÚ¿âÔçÊìºÌ,NA,Poaceae,NA,NA,NA,NA,CB
Poa versicolor subsp. reverdattoi,ÈğÎÖ´ïÔçÊìºÌ,NA,Poaceae,6,6,NA,NA,CB
Poa versicolor subsp. stepposa,µÍÉ½ÔçÊìºÌ,NA,Poaceae,6,8,NA,NA,CB
Polemonium caeruleum,»¨ÇY,NA,Polemoniaceae,6,8,6,9,CB
Polemonium caeruleum var. acutiflorum,¼âÁÑ»¨ÇY,NA,Polemoniaceae,NA,NA,NA,NA,CB
Polemonium chinense,ÖĞ»ª»¨ÇY,NA,Polemoniaceae,6,8,6,9,CB
Polygala japonica,¹Ï×Ó½ğ,Polygala,Polygalaceae,4,5,5,8,CB
Polygala sibirica,Î÷²®ÀûÑÇÔ¶Ö¾,NA,Polygalaceae,4,7,5,8,CB
Polygala tatarinowii,Ğ¡±â¶¹,Polygala,Polygalaceae,8,9,8,9,CB
Polygala tenuifolia,Ô¶Ö¾,Polygala,Polygalaceae,6,9,6,9,CB
Polygonatum acuminatifolium,ÎåÒ¶»Æ¾«,Polygonatum,Liliaceae,5,6,NA,NA,CB
Polygonatum humile,Ğ¡ÓñÖñ,NA,Liliaceae,5,6,7,8,CB
Polygonatum inflatum,Ã«Í²ÓñÖñ,NA,Liliaceae,5,7,8,9,CB
Polygonatum involucratum,¶ş°ú»Æ¾«,Polygonatum,Liliaceae,5,6,8,9,CB
Polygonatum macropodum,ÈÈºÓ»Æ¾«,NA,Liliaceae,5,6,9,9,CB
Polygonatum odoratum,ÓñÖñ,NA,Liliaceae,5,6,7,9,CB
Polygonatum odoratum var. pluriflorum,Î®Üğ,NA,Liliaceae,NA,NA,NA,NA,CB
Polygonatum sibiricum,»Æ¾«,NA,Liliaceae,5,6,7,9,CB
Polygonatum stenophyllum,ÏÁÒ¶»Æ¾«,Polygonatum,Liliaceae,6,6,8,8,CB
Polygonum alopecuroides,ºüÎ²Ş¤,Polygonum,Polygonaceae,6,7,7,8,CB
Polygonum alpinum,¸ßÉ½Ş¤,NA,Polygonaceae,6,7,7,8,CB
Polygonum amphibium,Á½ÆÜŞ¤,NA,Polygonaceae,7,8,8,9,CB
Polygonum aviculare var. fusco-ochreatum,ºÖÇÊŞ¤,NA,Polygonaceae,NA,NA,NA,NA,CB
Polygonum bistorta,È­²Î,NA,Polygonaceae,6,7,8,9,CB
Polygonum dissitiflorum,Ï¡»¨Ş¤,Polygonum,Polygonaceae,8,9,8,9,CB
Polygonum divaricatum,²æ·ÖŞ¤,Polygonum,Polygonaceae,7,8,8,9,CB
Polygonum hastato-sagittatum,³¤¼ıÒ¶Ş¤,Polygonum,Polygonaceae,8,9,9,10,CB
Polygonum humifusum,ÆÕÍ¨Ş¤,Polygonum,Polygonaceae,6,7,8,9,CB
Polygonum hydropiper,Ë®Ş¤,NA,Polygonaceae,5,9,6,10,CB
Polygonum longisetum,³¤××Ş¤,NA,Polygonaceae,6,8,7,9,CB
Polygonum longisetum var. rotundatum,Ô²»ù³¤××Ş¤,NA,Polygonaceae,NA,NA,NA,NA,CB
Polygonum maackianum,³¤êªÒ¶Ş¤,Polygonum,Polygonaceae,6,9,7,10,CB
Polygonum manshuriense,¶úÒ¶Ş¤,Polygonum,Polygonaceae,6,7,8,9,CB
Polygonum muricatum,Ğ¡Ş¤»¨,Polygonum,Polygonaceae,7,8,9,10,CB
Polygonum nepalense,Äá²´¶ûŞ¤,NA,Polygonaceae,8,10,8,10,CB
Polygonum pacificum,Ì«Æ½ÑóŞ¤,Polygonum,Polygonaceae,7,9,7,9,CB
Polygonum perfoliatum,¸Ü°å¹é,NA,Polygonaceae,6,8,7,10,CB
Polygonum persicaria,´ºŞ¤,NA,Polygonaceae,6,7,7,9,CB
Polygonum platyphyllum,¿íÒ¶Ş¤,Polygonum,Polygonaceae,7,9,7,9,CB
Polygonum plebeium,Ï°¼ûŞ¤,Polygonum,Polygonaceae,5,8,6,9,CB
Polygonum posumbu,´ÔÖ¦Ş¤,Polygonum,Polygonaceae,6,9,7,10,CB
Polygonum rigidum,¼â¹ûŞ¤,Polygonum,Polygonaceae,6,8,7,8,CB
Polygonum sagittatum,¼ıÍ·Ş¤,NA,Polygonaceae,NA,NA,NA,NA,CB
Polygonum senticosum,´ÌŞ¤,Polygonum,Polygonaceae,8,9,8,9,CB
Polygonum sibiricum,Î÷²®ÀûÑÇŞ¤,Polygonum,Polygonaceae,6,8,6,8,CB
Polygonum sieboldii,¼ıÒ¶Ş¤,NA,Polygonaceae,NA,NA,NA,NA,CB
Polygonum thunbergii,êªÒ¶Ş¤,Polygonum,Polygonaceae,7,9,8,10,CB
Polygonum viscoferum,Õ³Ş¤,Polygonum,Polygonaceae,7,9,8,10,CB
Polygonum viscosum,ÏãŞ¤,Polygonum,Polygonaceae,8,9,8,9,CB
Polygonum viviparum,ÖéÑ¿Ş¤,Polygonum,Polygonaceae,5,7,7,9,CB
Populus ¡Á canadensis,¼ÓÑî,NA,Salicaceae,4,5,5,6,WD
Populus alba,Òø°×Ñî,NA,Salicaceae,4,5,5,5,WD
Populus cathayana,ÇàÑî,NA,Salicaceae,3,5,5,7,WD
Populus charbinensis,¹şÇàÑî,NA,Salicaceae,4,5,6,6,WD
Populus davidiana,É½Ñî,Populus,Salicaceae,4,5,5,6,WD
Populus koreana,ÏãÑî,NA,Salicaceae,4,4,6,6,WD
Populus manshurica,ÈÈºÓÑî,NA,Salicaceae,NA,NA,NA,NA,WD
Populus maximowiczii,ÁÉÑî,NA,Salicaceae,4,5,5,6,WD
Populus pseudosimonii,Ğ¡ÇàÑî,NA,Salicaceae,3,4,4,5,WD
Populus simonii,Ğ¡Ò¶Ñî,NA,Salicaceae,4,5,5,6,WD
Populus simonii f. rhombifolia,ÁâÒ¶Ğ¡Ò¶Ñî,NA,Salicaceae,NA,NA,NA,NA,WD
Populus simonii var. latifolia,¿íÒ¶Ğ¡Ò¶Ñî,NA,Salicaceae,NA,NA,NA,NA,WD
Populus simonii var. liaotungensis,ÁÉ¶«Ğ¡Ò¶Ñî,NA,Salicaceae,NA,NA,NA,NA,WD
Populus tomentosa,Ã«°×Ñî,NA,Salicaceae,3,3,4,5,WD
Populus tremula,Å·ÖŞÉ½Ñî,Populus,Salicaceae,4,4,5,5,WD
Populus ussuriensis,´óÇàÑî,Populus,Salicaceae,4,5,5,6,WD
Portulaca oleracea,Âí³İÜÈ,Portulaca,Portulacaceae,6,8,7,9,CB
Potamogeton crispus,İÏ²İ,NA,Potamogetonaceae,6,11,6,11,CB
Potamogeton cristatus,¼¦¹ÚÑÛ×Ó²Ë,NA,Potamogetonaceae,5,9,5,9,CB
Potamogeton distinctus,ÑÛ×Ó²Ë,NA,Potamogetonaceae,6,8,6,8,CB
Potamogeton maackianus,Î¢³İÑÛ×Ó²Ë,NA,Potamogetonaceae,6,9,6,9,CB
Potamogeton natans,¸¡Ò¶ÑÛ×Ó²Ë,NA,Potamogetonaceae,5,8,5,8,CB
Potamogeton nodosus,Ğ¡½ÚÑÛ×Ó²Ë,NA,Potamogetonaceae,6,9,6,9,CB
Potamogeton oxyphyllus,¼âÒ¶ÑÛ×Ó²Ë,NA,Potamogetonaceae,6,11,6,11,CB
Potamogeton pectinatus,ó÷³İÑÛ×Ó²Ë,NA,Potamogetonaceae,6,8,6,8,CB
Potamogeton perfoliatus,´©Ò¶ÑÛ×Ó²Ë,NA,Potamogetonaceae,6,8,6,8,CB
Potamogeton pusillus,Ğ¡ÑÛ×Ó²Ë,NA,Potamogetonaceae,7,9,7,9,CB
Potentilla ancistrifolia,ÖåÒ¶Î¯Áê²Ë,Potentilla,Rosaceae,7,8,8,9,CB
Potentilla ancistrifolia var. dickinsii,±¡Ò¶Î¯Áê²Ë,NA,Rosaceae,6,9,6,9,CB
Potentilla anserina,Ş§Âé,NA,Rosaceae,6,8,8,9,CB
Potentilla betonicifolia,°×İàÎ¯Áê²Ë,Potentilla,Rosaceae,5,6,5,6,CB
Potentilla bifurca,¶şÁÑÎ¯Áê²Ë,Potentilla,Rosaceae,6,8,8,9,CB
Potentilla bifurca var. major,³¤Ò¶¶şÁÑÎ¯Áê²Ë,NA,Rosaceae,5,10,5,10,CB
Potentilla centigrana,Éßİ®Î¯Áê²Ë,NA,Rosaceae,6,7,7,8,CB
Potentilla chinensis,Î¯Áê²Ë,Potentilla,Rosaceae,4,10,4,10,CB
Potentilla chinensis var. lineariloba,Ï¸ÁÑÎ¯Áê²Ë,NA,Rosaceae,NA,NA,NA,NA,CB
Potentilla cryptotaeniae,ÀÇÑÀÎ¯Áê²Ë,NA,Rosaceae,7,9,7,9,CB
Potentilla discolor,·­°×²İ,Potentilla,Rosaceae,5,9,5,9,CB
Potentilla fragarioides,İ®Ò¶Î¯Áê²Ë,Potentilla,Rosaceae,4,6,6,8,CB
Potentilla freyniana,ÈıÒ¶Î¯Áê²Ë,Potentilla,Rosaceae,4,5,5,6,CB
Potentilla fruticosa,½ğÂ¶Ã·,Potentilla,Rosaceae,6,9,6,9,WD
Potentilla imbricata,¸²ÍßÎ¯Áê²Ë,Potentilla,Rosaceae,8,9,8,9,CB
Potentilla kleiniana,Éßº¬Î¯Áê²Ë,Potentilla,Rosaceae,5,6,6,7,CB
Potentilla longifolia,ÏÙÃ«Î¯Áê²Ë,Potentilla,Rosaceae,7,9,7,9,CB
Potentilla multicaulis,¶à¾¥Î¯Áê²Ë,Potentilla,Rosaceae,5,6,6,8,CB
Potentilla multifida,¶àÁÑÎ¯Áê²Ë,Potentilla,Rosaceae,5,8,5,8,CB
Potentilla reptans,ÙéÙëÎ¯Áê²Ë,Potentilla,Rosaceae,5,6,7,8,CB
Potentilla rosulifera,ÇúÖ¦Î¯Áê²Ë,NA,Rosaceae,5,5,NA,NA,CB
Potentilla sericea,¾îÃ«Î¯Áê²Ë,Potentilla,Rosaceae,5,9,5,9,CB
Potentilla supina var. ternata,ÈıÒ¶³¯ÌìÎ¯Áê²Ë,NA,Rosaceae,NA,NA,NA,NA,CB
Potentilla tanacetifolia,¾ÕÒ¶Î¯Áê²Ë,Potentilla,Rosaceae,6,8,8,9,CB
Potentilla verticillaris,ÂÖÒ¶Î¯Áê²Ë,Potentilla,Rosaceae,5,8,5,8,CB
Prenanthes tatarinowii,¸£Íõ²İ,NA,Asteraceae,7,10,7,10,CB
Primula loeseneri,ÉöÒ¶±¨´º,Primula,Primulaceae,5,6,6,7,CB
Primula sieboldii,Ó£²İ,Primula,Primulaceae,5,5,6,6,CB
Prinsepia sinensis,¶«±±Ş¨ºË,NA,Rosaceae,4,5,8,9,WD
Prunella asiatica,É½²¤²Ë,NA,Lamiaceae,6,7,8,9,CB
Prunus ussuriensis,¶«±±Àî,Prunus,Rosaceae,4,5,6,9,WD
Pseudolysimachion dauricum,´óËë»¨,NA,Scrophulariaceae,7,8,NA,NA,CB
Pseudolysimachion incanum,°×ÍÃ¶ùÎ²Ãç,Pseudolysimachion,Scrophulariaceae,6,8,NA,NA,CB
Pseudolysimachion kiusianum,Ã«³¤Ëë»¨,Pseudolysimachion,Scrophulariaceae,8,9,NA,NA,CB
Pseudolysimachion linariifolium,Ï¸Ò¶Ëë»¨,NA,Scrophulariaceae,6,10,NA,NA,CB
Pseudolysimachion linariifolium subsp. dilatatum,Ë®Âûİ¼,NA,Scrophulariaceae,7,10,NA,NA,CB
Pseudolysimachion longifolium,ÍÃ¶ùÎ²Ãç,NA,Scrophulariaceae,6,8,NA,NA,CB
Pseudolysimachion rotundum subsp. coreanum,³¯ÏÊËë»¨,NA,Scrophulariaceae,7,8,NA,NA,CB
Pseudolysimachion rotundum subsp. subintegrum,¶«±±Ëë»¨,NA,Scrophulariaceae,6,8,NA,NA,CB
Pseudostellaria davidii,Âûº¢¶ù²Î,NA,Caryophyllaceae,4,5,6,7,CB
Pseudostellaria heterantha,Òì»¨º¢¶ù²Î,NA,Caryophyllaceae,5,7,7,8,CB
Pseudostellaria heterophylla,º¢¶ù²Î,NA,Caryophyllaceae,4,5,5,6,CB
Pseudostellaria japonica,Ã«Âöº¢¶ù²Î,NA,Caryophyllaceae,5,6,7,8,CB
Pseudostellaria sylvatica,Ï¸Ò¶º¢¶ù²Î,NA,Caryophyllaceae,5,6,6,7,CB
Pteroceltis tatarinowii,ÇàÌ´,Pteroceltis,Ulmaceae,3,5,9,10,WD
Pterocypsela raddeana,Ã«Âö³á¹û¾Õ,Pterocypsela,Asteraceae,5,9,5,9,CB
Pterocypsela triangulata,Òí±ú³á¹û¾Õ,NA,Asteraceae,NA,NA,NA,NA,CB
Pterygocalyx volubilis,ÒíİàÂû,Pterygocalyx,Gentianaceae,9,9,10,10,CB
Puccinellia chinampoensis,³¯ÏÊ¼îÃ©,Puccinellia,Poaceae,6,8,6,8,CB
Puccinellia hauptiana,º×¸¦¼îÃ©,Puccinellia,Poaceae,5,7,5,7,CB
Puccinellia micrandra,Î¢Ò©¼îÃ©,Puccinellia,Poaceae,6,7,6,7,CB
Puccinellia tenuiflora,ĞÇĞÇ²İ,Puccinellia,Poaceae,6,8,6,8,CB
Pueraria montana var. lobata,¸ğ,NA,Fabaceae,NA,NA,NA,NA,CB
Pulsatilla cernua,³¯ÏÊ°×Í·ÎÌ,NA,Ranunculaceae,4,5,5,6,CB
Pulsatilla chinensis,°×Í·ÎÌ,NA,Ranunculaceae,3,5,6,7,CB
Pulsatilla chinensis var. kissii,½ğÏØ°×Í·ÎÌ,NA,Ranunculaceae,NA,NA,NA,NA,CB
