scientific name,Chinese name,family name,first flowering month,last flowering month,first fruiting month,last fruiting month,woodiness
Baeckea frutescens,¸ÚËÉ,Myrtaceae,6,11,NA,NA,WD
Baijiania borneensis,°×¼æ¹û,Cucurbitaceae,NA,NA,NA,NA,CB
Balanophora abbreviata,¶ÌËëÉßİÔ,Balanophoraceae,NA,NA,NA,NA,CB
Balanophora harlandii,ºì¶¬ÉßİÔ,Balanophoraceae,9,11,NA,NA,CB
Balanophora indica,Ó¡¶ÈÉßİÔ,Balanophoraceae,10,12,NA,NA,CB
Balanophora laxiflora,Êè»¨ÉßİÔ,Balanophoraceae,9,11,NA,NA,CB
Balanophora polyandra,¶àÈïÉßİÔ,Balanophoraceae,10,12,NA,NA,CB
Bambusa bambos,Ó¡¶Èº{Öñ,Poaceae,NA,NA,NA,NA,WD
Bambusa beecheyana,µõË¿ÇòÖñ,Poaceae,9,12,6,7,WD
Bambusa beecheyana var. pubescens,´óÍ·µäÖñ,Poaceae,3,5,6,7,WD
Bambusa bicicatricata,ÃÏÖñ,Poaceae,10,12,6,10,WD
Bambusa boniopsis,ÂèÖñ,Poaceae,NA,NA,NA,NA,WD
Bambusa cerosissima,óìÖñ,Poaceae,NA,NA,NA,NA,WD
Bambusa chungii,·ÛóìÖñ,Poaceae,NA,NA,NA,NA,WD
Bambusa diaoluoshanensis,µõÂŞÛèÖñ,Poaceae,NA,NA,NA,NA,WD
Bambusa duriuscula,ÅîÀ³»ÆÖñ,Poaceae,NA,NA,5,10,WD
Bambusa flexuosa,Ğ¡º{Öñ,Poaceae,NA,NA,NA,NA,WD
Bambusa funghomii,¼¦ñ¼º{Öñ,Poaceae,NA,NA,NA,NA,WD
Bambusa gibba,ÛèÖñ,Poaceae,NA,NA,NA,NA,WD
Bambusa glabrovagina,¹âÇÊÊ¯Öñ,Poaceae,NA,NA,NA,NA,WD
Bambusa hainanensis,ÌÙóìÖñ,Poaceae,NA,NA,NA,NA,WD
Bambusa lapidea,ÓÍº{Öñ,Poaceae,8,9,10,10,WD
Bambusa malingensis,ÂíÁëÖñ,Poaceae,NA,NA,NA,NA,WD
Bambusa multiplex,Ğ¢Ë³Öñ,Poaceae,NA,NA,NA,NA,WD
Bambusa mutabilis,»ÆÖñ×Ğ,Poaceae,NA,NA,NA,NA,WD
Bambusa oldhamii,ÂÌÖñ,Poaceae,NA,NA,NA,NA,WD
Bambusa piscatorum,Ê¯Öñ×Ğ,Poaceae,NA,NA,NA,NA,WD
Bambusa remotiflora,¼×Öñ,Poaceae,NA,NA,NA,NA,WD
Bambusa textilis,ÇàÆ¤Öñ,Poaceae,NA,NA,NA,NA,WD
Bauhinia acuminata,°×»¨ÑòÌã¼×,Fabaceae,4,6,6,8,WD
Bauhinia championii,ÁúĞëÌÙ,Fabaceae,6,10,7,12,WD
Bauhinia corymbosa,Ê×¹ÚÌÙ,Fabaceae,4,4,11,11,WD
Bauhinia corymbosa var. longipes,³¤ĞòÊ×¹ÚÌÙ,Fabaceae,NA,NA,NA,NA,WD
Bauhinia erythropoda,Ğâ¼ÔÌÙ,Fabaceae,3,4,6,7,WD
Bauhinia hainanensis,º£ÄÏÑòÌã¼×,Fabaceae,12,12,4,4,WD
Bauhinia japonica,ÈÕ±¾ÑòÌã¼×,Fabaceae,1,5,6,9,WD
Bauhinia khasiana,Å£ÌãÂé,Fabaceae,7,8,9,12,WD
Bauhinia ornata,ÇíµºÑòÌã¼×,Fabaceae,NA,NA,NA,NA,WD
Bauhinia ornata var. kerrii,ºÖÃ«ÑòÌã¼×,Fabaceae,NA,NA,NA,NA,WD
Bauhinia pyrrhoclada,ºìÃ«ÑòÌã¼×,Fabaceae,6,6,NA,NA,WD
Bauhinia scandens var. horsfieldii,Áâ¹ûÑòÌã¼×,Fabaceae,10,10,12,12,WD
Bauhinia viridescens,ÂÌ»¨ÑòÌã¼×,Fabaceae,3,7,5,1,WD
Bauhinia viridescens var. laui,°×Ö¦ÑòÌã¼×,Fabaceae,3,7,5,1,WD
Beaumontia brevituba,¶Ï³¦»¨,Apocynaceae,3,8,9,2,WD
Beccarinda tonkinensis,ºáİôÜÄÌ¦,Gesneriaceae,4,5,NA,NA,CB
Begonia fimbristipula,×Ï±³Ìì¿û,Begoniaceae,5,8,6,7,CB
Begonia hainanensis,º£ÄÏÇïº£ÌÄ,Begoniaceae,4,4,5,6,CB
Begonia handelii,´óÏãÇïº£ÌÄ,Begoniaceae,4,7,NA,NA,CB
Begonia handelii var. prostrata,ÆÌµØÇïº£ÌÄ,Begoniaceae,3,4,NA,NA,CB
Begonia howii,ºòÊÏÇïº£ÌÄ,Begoniaceae,7,7,NA,NA,CB
Begonia longifolia,´Öà¹Çïº£ÌÄ,Begoniaceae,4,5,7,7,CB
Begonia palmata,ÁÑÒ¶Çïº£ÌÄ,Begoniaceae,6,6,7,8,CB
Begonia palmata,ÁÑÒ¶Çïº£ÌÄ,Begoniaceae,6,6,7,8,CB
Begonia palmata var. bowringiana,ºìº¢¶ù,Begoniaceae,NA,NA,NA,NA,CB
Begonia peltatifolia,¶ÜÒ¶Çïº£ÌÄ,Begoniaceae,6,7,7,7,CB
Begonia sublongipes,±£Í¤Çïº£ÌÄ,Begoniaceae,NA,NA,NA,NA,CB
Beilschmiedia appendiculata,É½äı,Lauraceae,2,3,5,7,WD
Beilschmiedia baotingensis,±£Í¤Çíéª,Lauraceae,NA,NA,7,7,WD
Beilschmiedia brachythyrsa,ÛÂÂØÇíéª,Lauraceae,3,4,4,7,WD
Beilschmiedia brevifolia,¶ÌÒ¶Çíéª,Lauraceae,NA,NA,NA,NA,WD
Beilschmiedia brevipaniculata,¶ÌĞòÇíéª,Lauraceae,6,6,11,2,WD
Beilschmiedia glauca,·Û±³Çíéª,Lauraceae,2,2,8,12,WD
Beilschmiedia intermedia,Çíéª,Lauraceae,8,11,10,5,WD
Beilschmiedia laevis,ºìÖ¦Çíéª,Lauraceae,NA,NA,7,12,WD
Beilschmiedia longepetiolata,³¤±úÇíéª,Lauraceae,NA,NA,7,11,WD
Beilschmiedia macropoda,Èâ±úÇíéª,Lauraceae,NA,NA,8,11,WD
Beilschmiedia obconica,ĞâÒ¶Çíéª,Lauraceae,9,9,2,2,WD
Beilschmiedia percoriacea,ºñÒ¶Çíéª,Lauraceae,7,10,7,12,WD
Beilschmiedia pergamentacea,Ö½Ò¶Çíéª,Lauraceae,8,8,10,11,WD
Beilschmiedia roxburghiana,³íÇíéª,Lauraceae,5,7,8,8,WD
Beilschmiedia tsangii,ÍøÂöÇíéª,Lauraceae,5,5,7,10,WD
Beilschmiedia tungfangensis,¶«·½Çíéª,Lauraceae,7,7,11,12,WD
Beilschmiedia wangii,º£ÄÏÇíéª,Lauraceae,11,12,12,3,WD
Beilschmiedia yunnanensis,µáÇíéª,Lauraceae,1,2,2,3,WD
Belamcanda chinensis,Éä¸É,Iridaceae,6,8,7,9,CB
Belosynapsis ciliata,¼Ù×ÏÍòÄêÇà,Commelinaceae,9,11,NA,NA,CB
Benkara hainanensis,º£ÄÏº{Üç,Rubiaceae,4,5,NA,NA,WD
Bennettiodendron leprosipes,É½¹ğ»¨,Flacourtiaceae,2,6,4,11,WD
Berchemia floribunda,¶à»¨¹´¶ù²è,Rhamnaceae,5,7,8,10,WD
Berchemia polyphylla,¶àÒ¶¹´¶ù²è,Rhamnaceae,5,9,7,11,WD
Berchemia polyphylla var. leioclada,¹âÖ¦¹³¶ù²è,Rhamnaceae,6,11,NA,NA,WD
Bergia capensis,´óÒ¶Ìï·±ÂÆ,Elatinaceae,NA,NA,NA,NA,CB
Bergia serrata,±¶ÈïÌï·±ÂÆ,Elatinaceae,1,12,NA,NA,CB
Betula alnoides,Î÷èë,Betulaceae,NA,NA,NA,NA,WD
Biophytum fruticosum,·ÖÖ¦¸ĞÓ¦²İ,Oxalidaceae,7,12,8,2,CB
Biophytum sensitivum,¸ĞÓ¦²İ,Oxalidaceae,7,12,7,12,CB
Bischofia javanica,Çï·ã,Euphorbiaceae,4,5,8,10,WD
Bixa orellana,ºìÄ¾,Bixaceae,NA,NA,NA,NA,WD
Blachia andamanica,´ó¹ûÁôİàÄ¾,Euphorbiaceae,9,10,NA,NA,WD
Blachia jatrophifolia,ÑÂÖİÁôİàÄ¾,Euphorbiaceae,NA,NA,NA,NA,WD
Blachia pentzii,ÁôİàÄ¾,Euphorbiaceae,1,12,NA,NA,WD
Blachia siamensis,º£ÄÏÁôİàÄ¾,Euphorbiaceae,6,7,8,9,WD
Blainvillea acmella,°ÙÄÜİÚ,Asteraceae,4,6,NA,NA,CB
Blastus borneensis,ÄÏÑÇ°ØÀ­Ä¾,Melastomataceae,4,4,8,9,WD
Blastus cochinchinensis,°ØÀ­Ä¾,Melastomataceae,4,7,NA,NA,WD
Blumea aromatica,ğ¥·¼°¬ÄÉÏã,Asteraceae,10,3,NA,NA,WD
Blumea balsamifera,°¬ÄÉÏã,Asteraceae,1,12,NA,NA,WD
Blumea hieracifolia,Ã«Õ±²İ,Asteraceae,12,4,NA,NA,CB
Blumea laciniata,Áù¶úÁå,Asteraceae,10,5,NA,NA,CB
Blumea lanceolaria,Ç§Í·°¬ÄÉÏã,Asteraceae,1,4,NA,NA,CB
Blumea megacephala,¶«·ç²İ,Asteraceae,10,12,NA,NA,CB
Blumea membranacea,³¤±ú°¬ÄÉÏã,Asteraceae,1,3,NA,NA,CB
Blumea mollis,ÈáÃ«°¬ÄÉÏã,Asteraceae,1,12,NA,NA,CB
Blumea napifolia,ÎßóäÒ¶°¬ÄÉÏã,Asteraceae,1,3,NA,NA,CB
Blumea sericans,ÄâÃ«Õ±²İ,Asteraceae,4,8,NA,NA,CB
Blumea sessiliflora,ÎŞ¹£°¬ÄÉÏã,Asteraceae,6,10,NA,NA,CB
Blumeopsis flava,Äâ°¬ÄÉÏã,Asteraceae,10,3,NA,NA,CB
Blyxa aubertii,ÎŞÎ²Ë®É¸,Hydrocharitaceae,5,9,5,9,CB
Blyxa japonica,Ë®É¸,Hydrocharitaceae,5,10,5,10,CB
Blyxa leiosperma,¹â»¬Ë®É¸,Hydrocharitaceae,5,9,5,9,CB
Blyxa octandra,°ËÒ©Ë®É¸,Hydrocharitaceae,NA,NA,NA,NA,CB
Boea philippensis,µØµ¨ĞıİôÜÄÌ¦,Gesneriaceae,5,6,7,7,CB
Boehmeria formosana var. stricta,¸£ÖİÜÑÂé,Urticaceae,NA,NA,NA,NA,CB
Boehmeria lanceolata,±±Ô½ÜÑÂé,Urticaceae,3,3,NA,NA,WD
Boehmeria lohuiensis,Çíº£ÜÑÂé,Urticaceae,9,11,NA,NA,WD
Boehmeria macrophylla var. scabrella,²ÚÒ¶ÜÑÂé,Urticaceae,NA,NA,NA,NA,CB
Boehmeria nivea,ÜÑÂé,Urticaceae,8,10,NA,NA,WD
Boehmeria nivea var. tenacissima,ÇàÒ¶ÜÑÂé,Urticaceae,NA,NA,NA,NA,WD
Boehmeria pilosiuscula,ÊèÃ«ÜÑÂé,Urticaceae,9,10,NA,NA,CB
Boerhavia diffusa,»ÆÏ¸ĞÄ,Nyctaginaceae,NA,NA,NA,NA,CB
Boerhavia erecta,Ö±Á¢»ÆÏ¸ĞÄ,Nyctaginaceae,6,8,6,8,CB
Boerhavia repens,ÙéÙë»ÆÏ¸ĞÄ,Nyctaginaceae,NA,NA,NA,NA,CB
Bonia levigata,Ïì×ÓÖñ,Poaceae,NA,NA,NA,NA,WD
Borreria articularis,²ÚÒ¶·á»¨²İ,Rubiaceae,5,8,5,8,CB
Borreria latifolia,À«Ò¶·á»¨²İ,Rubiaceae,5,7,5,7,CB
Borreria repens,¶şİà·á»¨²İ,Rubiaceae,1,12,1,12,CB
Borreria stricta,·á»¨²İ,Rubiaceae,10,12,10,12,CB
Bothriochloa bladhii,³ô¸ù×Ó²İ,Poaceae,7,10,7,10,CB
Bothriochloa ischaemum,°×Ñò²İ,Poaceae,9,11,9,11,CB
Bothriospermum zeylanicum,ÈáÈõ°ßÖÖ²İ,Boraginaceae,2,10,2,10,CB
Bowringia callicarpa,ÌÙ»±,Fabaceae,5,9,7,9,WD
Brachiaria ramosa,¶àÖ¦±ÛĞÎ²İ,Poaceae,6,11,6,11,CB
Brachiaria subquadripara,ËÄÉú±ÛĞÎ²İ,Poaceae,9,11,9,11,CB
Brachytome hainanensis,º£ÄÏ¶Ìİà³İÄ¾,Rubiaceae,NA,NA,3,3,WD
Brachytome wallichii,¶Ìİà³İÄ¾,Rubiaceae,NA,NA,7,8,WD
Brassaiopsis glomerulata,ÂŞÉ¡,Araliaceae,6,8,1,2,WD
Breynia fruticosa,ºÚÃæÉñ,Euphorbiaceae,4,9,5,12,WD
Breynia rostrata,à¹¹ûºÚÃæÉñ,Euphorbiaceae,4,10,4,10,WD
Bridelia affinis,²¨Ò¶ÍÁÃÛÊ÷,Euphorbiaceae,NA,NA,NA,NA,WD
Bridelia balansae,ºÌ´®Ê÷,Euphorbiaceae,5,11,5,11,WD
Bridelia glauca,Ä¤Ò¶ÍÁÃÛÊ÷,Euphorbiaceae,5,9,9,12,WD
Bridelia retusa,´óÒ¶ÍÁÃÛÊ÷,Euphorbiaceae,4,9,8,1,WD
Bridelia stipularis,ÍÁÃÛÌÙ,Euphorbiaceae,1,12,1,12,WD
Bridelia tomentosa,ÍÁÃÛÊ÷,Euphorbiaceae,1,12,1,12,WD
Broussonetia kaempferi,ÆÏó´,Moraceae,4,6,5,7,WD
Broussonetia kazinoki,èú,Moraceae,3,4,NA,NA,WD
Broussonetia papyrifera,¹¹Ê÷,Moraceae,4,5,6,7,WD
Brucea javanica,Ñ»µ¨×Ó,Simaroubaceae,6,8,6,10,WD
Brucea mollis,ÈáÃ«Ñ»µ¨×Ó,Simaroubaceae,3,4,8,10,WD
Bruguiera gymnorrhiza,Ä¾é­,Rhizophoraceae,1,12,1,12,WD
Bruguiera sexangula,º£Á«,Rhizophoraceae,9,5,9,5,WD
Buchanania latifolia,¶¹¸¯¹û,Anacardiaceae,NA,NA,NA,NA,WD
Buchanania microphylla,Ğ¡Ò¶É½™×Ó,Anacardiaceae,7,12,NA,NA,WD
Buddleja asiatica,°×±³·ã,Loganiaceae,10,2,NA,NA,WD
Bulbophyllum affine,³à´½Ê¯¶¹À¼,Orchidaceae,6,6,NA,NA,CB
Bulbophyllum ambrosia,·¼ÏãÊ¯¶¹À¼,Orchidaceae,2,2,NA,NA,CB
Bulbophyllum delitescens,Ö±´½¾í°êÀ¼,Orchidaceae,4,11,NA,NA,CB
Bulbophyllum hainanense,º£ÄÏÊ¯¶¹À¼,Orchidaceae,11,11,NA,NA,CB
Bulbophyllum hastatum,êª´½Ê¯¶¹À¼,Orchidaceae,6,11,NA,NA,CB
Bulbophyllum kwangtungense,¹ã¶«Ê¯¶¹À¼,Orchidaceae,5,8,NA,NA,CB
Bulbophyllum ledungense,ÀÖ¶«Ê¯¶¹À¼,Orchidaceae,6,10,NA,NA,CB
Bulbophyllum melanoglossum,×ÏÎÆ¾í°êÀ¼,Orchidaceae,5,7,NA,NA,CB
Bulbophyllum obtusangulum,»Æ»¨¾í°êÀ¼,Orchidaceae,4,5,NA,NA,CB
Bulbophyllum pectenveneris,°ß´½¾í°êÀ¼,Orchidaceae,4,9,NA,NA,CB
Bulbophyllum poilanei,Çò»¨Ê¯¶¹À¼,Orchidaceae,3,3,NA,NA,CB
Bulbophyllum reptans,·üÉúÊ¯¶¹À¼,Orchidaceae,11,12,NA,NA,CB
Bulbophyllum retusiusculum,ŞºÒ¶¾í°êÀ¼,Orchidaceae,9,12,NA,NA,CB
Bulbophyllum riyanum,°×»¨Ê¯¶¹À¼,Orchidaceae,5,10,NA,NA,CB
Bulbophyllum wallichii,Ë«Ò¶¾í°êÀ¼,Orchidaceae,3,4,NA,NA,CB
Bulbostylis barbata,ÇòÖù²İ,Cyperaceae,4,10,4,10,CB
Bulbostylis puberula,Ã«ÁÛÇòÖù²İ,Cyperaceae,2,6,2,6,CB
Burmannia coelestis,ÈıÆ·Ò»Ö¦»¨,Burmanniaceae,10,11,NA,NA,CB
Burmannia disticha,Ë®Óñô¢,Burmanniaceae,6,8,NA,NA,CB
Burmannia itoana,ÏË²İ,Burmanniaceae,9,11,NA,NA,CB
Burmannia oblonga,ÁÑİàË®Óñô¢,Burmanniaceae,7,10,8,10,CB
Burmannia wallichii,Í¤Á¢,Burmanniaceae,8,8,NA,NA,CB
Buxus harlandii,ÌâÒ¶»ÆÑî,Buxaceae,5,5,10,10,WD
Buxus myrica,ÑîÃ·»ÆÑî,Buxaceae,3,4,7,8,WD
Buxus pubiramea,Ã«Ö¦»ÆÑî,Buxaceae,NA,NA,6,7,WD
Byttneria grandifolia,´Ì¹ûÌÙ,Sterculiaceae,3,6,NA,NA,WD
Caesalpinia bonduc,´Ì¹ûËÕÄ¾,Fabaceae,8,10,10,3,WD
Caesalpinia decapetala,ÔÆÊµ,Fabaceae,4,10,4,10,WD
Caesalpinia digyna,Èâ¼ÔÔÆÊµ,Fabaceae,4,11,5,3,WD
Cajanus scarabaeoides,Âû²İ³æ¶¹,Fabaceae,9,10,NA,NA,CB
Calamus egregius,¶ÌÒ¶Ê¡ÌÙ,Arecaceae,NA,NA,7,7,WD
Calamus faberi,´ó°×ÌÙ,Arecaceae,NA,NA,NA,NA,
Calamus gracilis,Ğ¡Ê¡ÌÙ,Arecaceae,5,6,5,6,WD
Calamus multispicatus,ÁÑ°úÊ¡ÌÙ,Arecaceae,1,1,7,7,WD
Calamus platyacanthoides,Ê¡ÌÙ,Arecaceae,NA,NA,NA,NA,
Calamus pulchellus,À«Ò¶¼¦ÌÙ,Arecaceae,1,1,8,8,WD
Calamus rhabdocladus,ÕÈÌÙ,Arecaceae,5,6,NA,NA,WD
Calamus simplicifolius,µ¥Ò¶Ê¡ÌÙ,Arecaceae,NA,NA,10,12,WD
Calamus tetradactyloides,¶à´Ì¼¦ÌÙ,Arecaceae,12,12,12,12,WD
Calamus tetradactylus,°×ÌÙ,Arecaceae,5,7,NA,NA,WD
Calamus walkeri,¶à¹ûÊ¡ÌÙ,Arecaceae,NA,NA,12,2,
Calanthe angustifolia,ÏÁÒ¶Ïº¼¹À¼,Orchidaceae,9,9,NA,NA,CB
Calanthe clavata,°ô¾àÏº¼¹À¼,Orchidaceae,2,2,NA,NA,CB
Calanthe densiflora,ÃÜ»¨Ïº¼¹À¼,Orchidaceae,8,9,10,10,CB
Calanthe formosana,¶şÁĞÒ¶Ïº¼¹À¼,Orchidaceae,7,10,NA,NA,CB
Calanthe lyroglossa,ÄÏ·½Ïº¼¹À¼,Orchidaceae,12,2,NA,NA,CB
Calanthe triplicata,ÈıñŞÏº¼¹À¼,Orchidaceae,6,7,NA,NA,CB
Callerya oosperma,Öå¹û¼¦ÑªÌÙ,Fabaceae,5,7,NA,NA,WD
Callerya pachyloba,º£ÄÏÑÂ¶¹ÌÙ,Fabaceae,NA,NA,NA,NA,WD
Callerya reticulata,ÍøÂöÑÂ¶¹ÌÙ,Fabaceae,5,5,6,11,WD
Callerya reticulata var. stenophylla,ÏßÒ¶ÑÂ¶¹ÌÙ,Fabaceae,NA,NA,NA,NA,WD
Callerya speciosa,ÃÀÀöÑÂ¶¹ÌÙ,Fabaceae,7,10,8,10,WD
Callerya tsui,à¹¹û¼¦ÑªÌÙ,Fabaceae,7,7,NA,NA,WD
Callicarpa brevipes,¶Ì±ú×ÏÖé,Verbenaceae,3,4,4,11,WD
Callicarpa brevipes var. obovata,µ¹ÂÑÒ¶¶Ì±ú×ÏÖé,Verbenaceae,4,5,10,11,WD
Callicarpa candicans,°×Ã«×ÏÖé,Verbenaceae,2,12,2,12,WD
Callicarpa cathayana,»ª×ÏÖé,Verbenaceae,5,7,8,11,WD
Callicarpa erythrosticta,ºìÏÙ×ÏÖé,Verbenaceae,4,5,4,5,WD
Callicarpa formosana,¶Åºç»¨,Verbenaceae,3,5,5,9,WD
Callicarpa kochiana,èÁèËÒ¶×ÏÖé,Verbenaceae,7,8,9,12,WD
Callicarpa kochiana var. laxiflora,É¢»¨×ÏÖé,Verbenaceae,8,8,NA,NA,WD
Callicarpa loboapiculata,¼âİà×ÏÖé,Verbenaceae,7,8,9,12,WD
Callicarpa longifolia,³¤Ò¶×ÏÖé,Verbenaceae,5,8,8,12,WD
Callicarpa longifolia var. lanceolaria,ÅûÕëÒ¶×ÏÖé,Verbenaceae,6,1,6,1,WD
Callicarpa longissima,¼âÎ²·ã,Verbenaceae,6,12,6,12,WD
Callicarpa longissima f. subglabra,Íº¼âÎ²·ã,Verbenaceae,7,7,8,12,WD
Callicarpa macrophylla,´óÒ¶×ÏÖé,Verbenaceae,4,7,7,12,WD
Callicarpa nudiflora,Âã»¨×ÏÖé,Verbenaceae,6,8,8,12,WD
Callicarpa rubella,ºì×ÏÖé,Verbenaceae,6,6,8,8,WD
Callicarpa rubella f. angustata,ÏÁÒ¶ºì×ÏÖé,Verbenaceae,NA,NA,NA,NA,WD
Calogyne pilosa subsp. chinensis,Àë¸ùÏã,Goodeniaceae,NA,NA,NA,NA,CB
Calophyllum inophyllum,ºìºñ¿Ç,Clusiaceae,3,6,9,11,WD
Calophyllum membranaceum,±¡Ò¶ºìºñ¿Ç,Clusiaceae,6,8,10,11,WD
Calotis caespitosa,´Ì¹Ú¾Õ,Asteraceae,NA,NA,NA,NA,CB
Calotropis gigantea,Å£½Ç¹Ï,Asclepiadaceae,1,12,1,12,WD
Camellia amplexifolia,±§¾¥¶ÌÈï²è,Theaceae,5,6,10,10,WD
Camellia caudata,³¤Î²Ã«Èï²è,Theaceae,10,3,9,10,WD
Camellia caudata var. gracilis,Ğ¡³¤Î²Ã«Èï²Ë,Theaceae,11,12,NA,NA,WD
Camellia fluviatilis,Õ­Ò¶ÓÍ²è,Theaceae,2,4,9,9,WD
Camellia furfuracea,²Ú¹û²è,Theaceae,11,12,9,10,WD
Camellia gaudichaudii,Ó²Ò¶²Ú¹û²è,Theaceae,12,12,NA,NA,WD
Camellia kissi,Âä°êÓÍ²è,Theaceae,11,12,NA,NA,WD
Camellia melliana,¹ã¶«Ã«Èï²è,Theaceae,NA,NA,NA,NA,WD
Camellia oleifera,ÓÍ²è,Theaceae,12,5,NA,NA,WD
Camellia parviflora,Ï¸»¨¶ÌÈï²è,Theaceae,4,5,11,11,WD
Camellia paucipunctata,ÏÙÒ¶ÀëÈï²è,Theaceae,12,12,8,9,WD
Camellia sinensis,²è,Theaceae,10,2,NA,NA,WD
Camellia sinensis var. assamica,ÆÕ¶ı²è,Theaceae,NA,NA,NA,NA,WD
Camellia sinensis var. pubilimba,°×Ã«²è,Theaceae,NA,NA,NA,NA,WD
Camellia xanthochroma,»Æ»¨¶ÌÈï²è,Theaceae,NA,NA,NA,NA,WD
Campanumoea javanica,´ó»¨½ğÇ®±ª,Campanulaceae,5,11,NA,NA,CB
Campsis grandiflora,ÁèÏü,Bignoniaceae,5,8,NA,NA,WD
Campylospermum serratum,³İÒ¶Èü½ğÁ«Ä¾,Ochnaceae,7,7,8,12,WD
Campylospermum striata,Èü½ğÁ«Ä¾,Ochnaceae,NA,NA,NA,NA,
Canarium album,éÏé­,Burseraceae,6,8,10,11,WD
Canarium pimela,ÎÚé­,Burseraceae,6,8,3,8,WD
Canavalia cathartica,Ğ¡µ¶¶¹,Fabaceae,7,7,3,10,CB
Canavalia lineata,ÏÁµ¶¶¹,Fabaceae,9,11,NA,NA,CB
Canavalia maritima,º£µ¶¶¹,Fabaceae,6,7,NA,NA,CB
Canna generalis,´ó»¨ÃÀÈË½¶,Cannaceae,9,11,NA,NA,CB
Canscora andrographioides,ÂŞĞÇ²İ,Gentianaceae,9,10,9,10,CB
Canthium dicoccum,Óã¹ÇÄ¾,Rubiaceae,1,8,NA,NA,WD
Canthium dicoccum var. obovatifolium,µ¹ÂÑÒ¶Óã¹ÇÄ¾,Rubiaceae,5,6,NA,NA,WD
Canthium horridum,Öí¶ÇÄ¾,Rubiaceae,4,6,NA,NA,WD
Canthium simile,´óÒ¶Óã¹ÇÄ¾,Rubiaceae,3,4,10,11,WD
Capillipedium assimile,Ó²¸Ñ×Ó²İ,Poaceae,8,12,8,12,CB
Capillipedium parviflorum,Ï¸±ú²İ,Poaceae,8,12,8,12,CB
Capparis acutifolia,¶ÀĞĞÇ§Àï,Capparaceae,4,5,NA,NA,WD
Capparis cantoniensis,¹ãÖİÉ½¸Ì,Capparaceae,3,11,11,3,WD
Capparis dasyphylla,¶àÃ«É½¸Ì,Capparaceae,2,3,4,7,WD
Capparis formosana,Ì¨ÍåÉ½¸Ì,Capparaceae,4,5,6,2,WD
Capparis hainanensis,É½¸Ì,Capparaceae,7,12,12,3,WD
Capparis membranifolia,À×¹«éÙ,Capparaceae,1,4,5,8,WD
Capparis micracantha,Ğ¡´ÌÉ½¸Ì,Capparaceae,3,5,7,8,WD
Capparis pubiflora,Ã«ÈïÉ½¸Ì,Capparaceae,3,5,7,12,WD
Capparis pubifolia,Ã«Ò¶É½¸Ì,Capparaceae,NA,NA,NA,NA,WD
Capparis sepiaria,ÇàÆ¤´Ì,Capparaceae,4,7,7,5,WD
Capparis versicolor,ÇüÍ·¼¦,Capparaceae,4,7,8,2,WD
Capparis zeylanica,Å£ÑÛ¾¦,Capparaceae,2,4,NA,NA,WD
Carallia brachiata,Öñ½ÚÊ÷,Rhizophoraceae,12,5,3,8,WD
Cardiopteris quinqueloba,ĞÄÒí¹û,Icacinaceae,5,11,10,3,CB
Carex arisanensis,°¢ÀïÉ½Ş·²İ,Cyperaceae,4,6,4,6,CB
Carex baccans,½¬¹ûŞ·²İ,Cyperaceae,8,12,8,12,CB
Carex breviculmis,ÇàÂÌŞ·²İ,Cyperaceae,3,6,3,6,CB
Carex breviscapa,¶ÌİãŞ·²İ,Cyperaceae,12,5,12,5,CB
Carex chinensis,ÖĞ»ªŞ·²İ,Cyperaceae,4,6,4,6,CB
Carex commixta,Ï¸³¤à¹Ş·²İ,Cyperaceae,3,7,3,7,CB
Carex cruciata,Ê®×ÖŞ·²İ,Cyperaceae,5,11,5,11,CB
Carex cryptostachys,ÒşËëŞ·²İ,Cyperaceae,12,2,3,5,CB
Carex filicina,Ş§×´Ş·²İ,Cyperaceae,5,11,5,11,CB
Carex harlandii,³¤ÄÒŞ·²İ,Cyperaceae,4,7,4,7,CB
Carex maubertiana,Ì×ÇÊŞ·²İ,Cyperaceae,6,9,6,9,CB
Carex nemostachys,ÌõËëŞ·²İ,Cyperaceae,9,12,9,12,CB
Carex perakensis,Åùö¨Ş·²İ,Cyperaceae,7,10,7,10,CB
Carex phacota,¾µ×ÓŞ·²İ,Cyperaceae,3,5,3,5,CB
Carex planiscapa,±â¾¥Ş·²İ,Cyperaceae,NA,NA,NA,NA,CB
Carex saxicola,ÑÒÉúŞ·²İ,Cyperaceae,NA,NA,12,12,CB
Carex scaposa,»¨İãŞ·²İ,Cyperaceae,5,11,5,11,CB
Carex tenuispicula,Ï¸ËëŞ·²İ,Cyperaceae,12,2,12,2,CB
Carex tristachya,ÈıËëŞ·²İ,Cyperaceae,3,5,3,5,CB
Carex truncatigluma,½ØÁÛŞ·²İ,Cyperaceae,3,5,3,5,CB
Carex truncatigluma subsp. rhynchachaenium,à¹¹ûŞ·²İ,Cyperaceae,NA,NA,NA,NA,CB
Carex tsoi,Ïß¾¥Ş·²İ,Cyperaceae,NA,NA,NA,NA,CB
Carex tungfangensis,¶«·½Ş·²İ,Cyperaceae,NA,NA,NA,NA,CB
Carmona microphylla,»ù¼°Ê÷,Boraginaceae,NA,NA,NA,NA,WD
Carpinus londoniana var. lanceolata,º£ÄÏ¶ì¶úèÀ,Betulaceae,NA,NA,NA,NA,WD
