scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,family name,genus name,woodinese
Artemisia anomala var. tomentella,ÃÜÃ«Ææİï,NA,NA,NA,NA,Asteraceae,Artemisia,CB
Artemisia argyi,°¬,7,10,7,10,Asteraceae,Artemisia,CB
Artemisia atrovirens,°µÂÌİï,8,10,8,10,Asteraceae,Artemisia,CB
Artemisia capillaris,Òğ³Âİï,7,10,7,10,Asteraceae,Artemisia,CB
Artemisia carvifolia,Çàİï,6,10,6,10,Asteraceae,Artemisia,CB
Artemisia indica,ÎåÔÂ°¬,8,10,8,10,Asteraceae,Artemisia,WD
Artemisia japonica,Äµİï,7,10,7,10,Asteraceae,Artemisia,CB
Artemisia lactiflora,°×°úİï,8,11,8,11,Asteraceae,Artemisia,CB
Artemisia lancea,°«İï,8,11,8,11,Asteraceae,Artemisia,CB
Artemisia lavandulifolia,Ò°°¬İï,7,10,7,10,Asteraceae,Artemisia,CB
Artemisia mongolica,ÃÉ¹Åİï,8,11,8,11,Asteraceae,Artemisia,CB
Artemisia princeps,¿ıİï,7,11,7,11,Asteraceae,Artemisia,CB
Artemisia rubripes,ºì×ãİï,8,10,8,10,Asteraceae,Artemisia,CB
Artemisia sacrorum,°×Á«İï,8,11,8,11,Asteraceae,Artemisia,WD
Artemisia scoparia,ÖíÃ«İï,7,10,7,10,Asteraceae,Artemisia,CB
Artemisia simulans,ÖĞÄÏİï,8,11,8,11,Asteraceae,Artemisia,CB
Artemisia velutina,»ÆÃ«İï,9,11,9,11,Asteraceae,Artemisia,CB
Artemisia verlotorum,ÄÏ°¬İï,7,10,7,10,Asteraceae,Artemisia,CB
Arthraxon hispidus,İ£²İ,9,11,9,11,Poaceae,Arthraxon,CB
Arthraxon hispidus var. centrasiaticus,ÖĞÑÇİ£²İ,8,9,8,9,Poaceae,Arthraxon,CB
Artocarpus hypargyreus,°×¹ğÄ¾,5,8,8,9,Moraceae,Artocarpus,WD
Artocarpus tonkinensis,ëÙÖ¬,6,11,9,2,Moraceae,Artocarpus,WD
Arundina graminifolia,ÖñÒ¶À¼,7,10,9,11,Orchidaceae,Arundina,CB
Arundinella barbinodis,Ã«½ÚÒ°¹Å²İ,9,11,9,11,Poaceae,Arundinella,CB
Arundinella fluviatilis,Ïª±ßÒ°¹Å²İ,9,11,9,11,Poaceae,Arundinella,CB
Arundinella hirta,Ã«¸ÑÒ°¹Å²İ,7,10,7,10,Poaceae,Arundinella,CB
Arundinella nepalensis,Ê¯Ã¢²İ,9,11,9,11,Poaceae,Arundinella,CB
Arundinella setosa,´ÌÃ¢Ò°¹Å²İ,8,12,8,12,Poaceae,Arundinella,CB
Asarum caudigerum,Î²»¨Ï¸ĞÁ,4,5,NA,NA,Aristolochiaceae,Asarum,CB
Asarum chinense,´¨±±Ï¸ĞÁ,4,5,NA,NA,Aristolochiaceae,Asarum,CB
Asarum fukienense,¸£½¨Ï¸ĞÁ,4,11,NA,NA,Aristolochiaceae,Asarum,CB
Asarum ichangense,Ğ¡Ò¶ÂíÌãÏã,4,5,NA,NA,Aristolochiaceae,Asarum,CB
Asarum maximum,´óÒ¶ÂíÌãÏã,4,5,NA,NA,Aristolochiaceae,Asarum,CB
Asparagus cochinchinensis,ÌìÃÅ¶¬,5,6,8,10,Liliaceae,Asparagus,CB
Aspidistra fimbriata,Á÷ËÕÖ©Öë±§µ°,11,12,NA,NA,Liliaceae,Aspidistra,CB
Aspidistra lurida,¾ÅÁúÅÌ,NA,NA,NA,NA,Liliaceae,Aspidistra,CB
Aster ageratoides,,5,12,5,12,Asteraceae,NA,NA
Aster ageratoides var. lasiocladus,ÈıÂö×ÏİÒÃ«Ö¦±äÖÖ,NA,NA,NA,NA,Asteraceae,Aster,CB
Aster ageratoides var. laticorymbus,ÈıÂö×ÏİÒ¿íÉ¡±äÖÖ,NA,NA,NA,NA,Asteraceae,Aster,CB
Aster ageratoides var. leiophyllus,ÈıÂö×ÏİÒ¹âÒ¶±äÖÖ,NA,NA,NA,NA,Asteraceae,Aster,CB
Aster ageratoides var. oophyllus,ÈıÂö×ÏİÒÂÑÒ¶±äÖÖ,NA,NA,NA,NA,Asteraceae,Aster,CB
Aster ageratoides var. scaberulus,ÈıÂö×ÏİÒÎ¢²Ú±äÖÖ,NA,NA,NA,NA,Asteraceae,Aster,CB
Aster baccharoides,°×Éà×ÏİÒ,6,12,6,12,Asteraceae,Aster,CB
Aster hispidus,¹·ÍŞ»¨,1,9,1,9,Asteraceae,NA,NA
Aster indicus var. collinus,ÇğÁêÂíÀ¼,5,11,NA,NA,Asteraceae,NA,NA
Aster panduratus,ÇÙÒ¶×ÏİÒ,1,10,1,10,Asteraceae,Aster,CB
Aster sampsonii,¶ÌÉà×ÏİÒ,7,10,7,10,Asteraceae,Aster,CB
Aster trinervius,Èı»ùÂö×ÏİÒ,7,12,7,12,Asteraceae,Aster,CB
Aster turbinatus,ÍÓÂİ×ÏİÒ,8,12,8,12,Asteraceae,Aster,CB
Astilbe chinensis,ÂäĞÂ¸¾,6,9,6,9,Saxifragaceae,Astilbe,CB
Astilbe grandis,´óÂäĞÂ¸¾,5,7,7,9,Saxifragaceae,Astilbe,CB
Astilbe macrocarpa,´ó¹ûÂäĞÂ¸¾,5,7,7,9,Saxifragaceae,Astilbe,CB
Astilbe rubra,ÏÙİàÂäĞÂ¸¾,5,6,6,9,Saxifragaceae,Astilbe,CB
Astragalus sinicus,×ÏÔÆÓ¢,2,8,2,8,Fabaceae,Astragalus,CB
Atractylodes macrocephala,°×Êõ,7,11,7,11,Asteraceae,Atractylodes,CB
Atriplex maximowicziana,º£±õŞ¼,7,9,7,9,Chenopodiaceae,Atriplex,CB
Aucuba chinensis,ÌÒÒ¶Éºº÷,1,2,2,2,Aucubaceae,Aucuba,WD
Aucuba chinensis var. angusta,ÏÁÒ¶ÌÒÒ¶Éºº÷,NA,NA,NA,NA,Aucubaceae,Aucuba,WD
Aucuba himalaica var. dolichophylla,³¤Ò¶Éºº÷,NA,NA,NA,NA,Aucubaceae,Aucuba,WD
Avena fatua,Ò°ÑàÂó,4,6,4,6,Poaceae,Avena,CB
Avena fatua var. glabrata,¹âïûÒ°ÑàÂó,NA,NA,NA,NA,Poaceae,Avena,CB
Avicennia marina,º£é­´Æ,7,9,7,9,Verbenaceae,Avicennia,WD
Bacopa floribunda,Âó»¨²İ,5,11,NA,NA,Scrophulariaceae,Bacopa,CB
Baeckea frutescens,¸ÚËÉ,6,8,NA,NA,Myrtaceae,Baeckea,WD
Balanophora abbreviata,¶ÌËëÉßİÔ,11,12,NA,NA,Balanophoraceae,Balanophora,CB
Balanophora harlandii,ºì¶¬ÉßİÔ,9,11,NA,NA,Balanophoraceae,Balanophora,CB
Balanophora japonica,ÈÕ±¾ÉßİÔ,10,12,NA,NA,Balanophoraceae,Balanophora,CB
Balanophora laxiflora,Êè»¨ÉßİÔ,9,11,NA,NA,Balanophoraceae,Balanophora,CB
Balanophora subcupularis,±­¾¥ÉßİÔ,9,11,NA,NA,Balanophoraceae,Balanophora,CB
Bambusa albolineata,»¨Öñ,NA,NA,NA,NA,Poaceae,Bambusa,WD
Bambusa basihirsuta,±âÖñ,NA,NA,NA,NA,Poaceae,Bambusa,WD
Bambusa dissemulator var. hispida,Ã«º{Öñ,NA,NA,NA,NA,Poaceae,Bambusa,WD
Bambusa dissemulator var. hispida,,NA,NA,NA,NA,Poaceae,Bambusa,WD
Bambusa dolichoclada,³¤Ö¦Öñ,NA,NA,NA,NA,Poaceae,Bambusa,WD
Bambusa emeiensis,´ÈÖñ,7,9,NA,NA,Poaceae,Bambusa,WD
Bambusa lenta,ÌÙÖ¦Öñ,NA,NA,NA,NA,Poaceae,Bambusa,WD
Bambusa multiplex,Ğ¢Ë³Öñ,NA,NA,NA,NA,Poaceae,Bambusa,WD
Bambusa oldhamii,ÂÌÖñ,6,11,6,11,Poaceae,Bambusa,WD
Bambusa pachinensis,Ã×É¸Öñ,NA,NA,NA,NA,Poaceae,Bambusa,WD
Bambusa pachinensis var. hirsutissima,³¤Ã«Ã×É¸Öñ,NA,NA,NA,NA,Poaceae,Bambusa,WD
Bambusa pervariabilis,³Å¸İÖñ,NA,NA,NA,NA,Poaceae,Bambusa,WD
Bambusa rigida,Ó²Í·»ÆÖñ,NA,NA,NA,NA,Poaceae,Bambusa,WD
Bambusa rutila,Ä¾Öñ,10,12,NA,NA,Poaceae,Bambusa,WD
Bambusa sinospinosa,³µÍ²Öñ,8,12,NA,NA,Poaceae,Bambusa,WD
Bambusa textilis,ÇàÆ¤Öñ,NA,NA,NA,NA,Poaceae,Bambusa,WD
Bambusa textilis var. gracilis,ÑÂÖİÖñ,NA,NA,NA,NA,Poaceae,Bambusa,WD
Bambusa tuldoides,Çà¸ÑÖñ,NA,NA,NA,NA,Poaceae,Bambusa,WD
Bambusa vulgaris cv. Vittata,»Æ½ğ¼ä±ÌÖñ,NA,NA,NA,NA,Poaceae,Bambusa,WD
Bambusa wenchouensis,ÎÂÖİóìÖñ,NA,NA,NA,NA,Poaceae,Bambusa,WD
Barnardia japonica,ÃàÔæ¶ù,7,11,7,11,Liliaceae,Barnardia,CB
Barthea barthei,Àâ¹û»¨,1,5,10,12,Melastomataceae,Barthea,WD
Bauhinia apertilobata,À«ÁÑÒ¶ÑòÌã¼×,5,7,8,11,Fabaceae,Bauhinia,WD
Bauhinia championii,ÁúĞëÌÙ,8,12,8,12,Fabaceae,Bauhinia,WD
Bauhinia corymbosa,Ê×¹ÚÌÙ,5,6,6,12,Fabaceae,Bauhinia,WD
Bauhinia glauca,·ÛÒ¶ÑòÌã¼×,NA,NA,NA,NA,Fabaceae,Bauhinia,WD
Bauhinia glauca subsp. hupehana,¶õÑòÌã¼×,NA,NA,NA,NA,Fabaceae,Bauhinia,WD
Bauhinia glauca subsp. tenuiflora,±¡Ò¶ÑòÌã¼×,NA,NA,NA,NA,Fabaceae,Bauhinia,WD
Bauhinia variegata,°×»¨ÑòÌã¼×,3,5,3,5,Fabaceae,Bauhinia,WD
Begonia circumlobata,ÖÜÁÑÇïº£ÌÄ,6,9,7,8,Begoniaceae,Begonia,CB
Begonia digyna,éÊÒ¶Çïº£ÌÄ,6,9,12,12,Begoniaceae,Begonia,CB
Begonia fimbristipula,×Ï±³Ìì¿û,5,6,6,7,Begoniaceae,Begonia,CB
Begonia grandis,Çïº£ÌÄ,7,7,8,8,Begoniaceae,Begonia,CB
Begonia longifolia,´Öà¹Çïº£ÌÄ,4,5,7,7,Begoniaceae,Begonia,CB
Begonia palmata,ÁÑÒ¶Çïº£ÌÄ,6,6,7,8,Begoniaceae,Begonia,CB
Begonia palmata var. bowringiana,ºìº¢¶ù,6,6,7,7,Begoniaceae,Begonia,CB
Begonia pedatifida,ÕÆÁÑÇïº£ÌÄ,1,7,10,10,Begoniaceae,Begonia,CB
Beilschmiedia fordii,¹ã¶«Çíéª,6,12,6,12,Lauraceae,Beilschmiedia,WD
Belamcanda chinensis,Éä¸É,6,11,8,11,Iridaceae,Belamcanda,CB
Berberis cavaleriei,¹óÖİĞ¡éŞ,4,5,7,10,Berberidaceae,Berberis,WD
Berberis chingii,»ª¶«Ğ¡éŞ,4,5,6,9,Berberidaceae,Berberis,WD
Berberis fujianensis,¸£½¨Ğ¡éŞ,5,6,7,9,Berberidaceae,Berberis,WD
Berberis julianae,ºÀÖí´Ì,5,6,8,10,Berberidaceae,Berberis,WD
Berberis silva-taroucana,»ªÎ÷Ğ¡éŞ,5,6,6,8,Berberidaceae,Berberis,WD
Berberis virgetorum,Â®É½Ğ¡éŞ,4,5,7,9,Berberidaceae,Berberis,WD
Berberis wuyiensis,ÎäÒÄĞ¡éŞ,5,6,7,9,Berberidaceae,Berberis,WD
Berchemia floribunda,¶à»¨¹´¶ù²è,7,10,4,7,Rhamnaceae,Berchemia,WD
Berchemia floribunda var. oblongifolia,¾ØÒ¶¹´¶ù²è,NA,NA,NA,NA,Rhamnaceae,Berchemia,WD
Berchemia huana,´óÒ¶¹´¶ù²è,7,9,5,6,Rhamnaceae,Berchemia,WD
Berchemia kulingensis,êôÁë¹´¶ù²è,6,7,4,6,Rhamnaceae,Berchemia,WD
Berchemia lineata,Ìú°ü½ğ,6,9,10,11,Rhamnaceae,Berchemia,WD
Berchemia polyphylla,¶àÒ¶¹´¶ù²è,5,9,7,11,Rhamnaceae,Berchemia,WD
Berchemia polyphylla var. leioclada,¹âÖ¦¹³¶ù²è,NA,NA,NA,NA,Rhamnaceae,Berchemia,WD
Berchemia racemosa,,7,10,11,11,Rhamnaceae,NA,NA
Betula luminifera,ÁÁÒ¶èë,4,4,8,9,Betulaceae,Betula,WD
Bidens bipinnata,ÆÅÆÅÕë,6,9,8,11,Asteraceae,Bidens,CB
Bidens biternata,½ğÕµÒøÅÌ,7,9,8,11,Asteraceae,Bidens,CB
Bidens pilosa,¹íÕë²İ,6,11,7,12,Asteraceae,Bidens,CB
Bidens pilosa var. radiata,°×»¨¹íÕë²İ,NA,NA,NA,NA,Asteraceae,Bidens,CB
Bidens tripartita,ÀÇèË²İ,8,10,9,10,Asteraceae,Bidens,CB
Biondia henryi,ÇàÁúÌÙ,4,7,7,10,Asclepiadaceae,Biondia,CB
Bischofia javanica,Çï·ã,2,3,8,10,Euphorbiaceae,Bischofia,WD
Bischofia polycarpa,ÖØÑôÄ¾,4,5,10,11,Euphorbiaceae,Bischofia,WD
Blainvillea acmella,°ÙÄÜİÚ,4,6,NA,NA,Asteraceae,Blainvillea,CB
Blastus apricus,Ïßİà½ğ»¨Ê÷,6,9,9,11,Melastomataceae,Blastus,WD
Blastus apricus var. longiflorus,³¤°ê½ğ»¨Ê÷,NA,NA,NA,NA,Melastomataceae,Blastus,WD
Blastus cochinchinensis,°ØÀ­Ä¾,4,7,5,12,Melastomataceae,Blastus,WD
Blastus dunnianus,½ğ·¢Ê÷,10,11,10,11,Melastomataceae,Blastus,WD
Blastus dunnianus var. glandulosetosus,ÏÙÃ«½ğ»¨Ê÷,NA,NA,NA,NA,Melastomataceae,Blastus,WD
Blastus pauciflorus,ÉÙ»¨°ØÀ­Ä¾,7,7,10,10,Melastomataceae,Blastus,WD
Bletilla striata,°×¼°,3,4,NA,NA,Orchidaceae,Bletilla,CB
Blumea aromatica,ğ¥·¼°¬ÄÉÏã,10,3,NA,NA,Asteraceae,Blumea,WD
Blumea balsamifera,°¬ÄÉÏã,1,12,1,12,Asteraceae,Blumea,WD
Blumea fistulosa,½Ú½Úºì,8,4,8,4,Asteraceae,Blumea,CB
Blumea formosana,Ì¨±±°¬ÄÉÏã,8,11,8,11,Asteraceae,Blumea,CB
Blumea hieracifolia,Ã«Õ±²İ,12,4,12,4,Asteraceae,Blumea,CB
Blumea laciniata,Áù¶úÁå,10,5,10,5,Asteraceae,Blumea,CB
Blumea megacephala,¶«·ç²İ,7,12,NA,NA,Asteraceae,Blumea,CB
Blumea mollis,ÈáÃ«°¬ÄÉÏã,1,12,1,12,Asteraceae,Blumea,CB
Blumea oblongifolia,³¤Ô²Ò¶°¬ÄÉÏã,12,4,12,4,Asteraceae,Blumea,CB
Blumea riparia,¼Ù¶«·ç²İ,7,12,7,12,Asteraceae,Blumea,CB
Blumea sericans,ÄâÃ«Õ±²İ,4,8,4,8,Asteraceae,Blumea,CB
Blyxa aubertii,ÎŞÎ²Ë®É¸,9,11,9,11,Hydrocharitaceae,Blyxa,CB
Blyxa echinosperma,ÓĞÎ²Ë®É¸,8,9,8,9,Hydrocharitaceae,Blyxa,CB
Blyxa japonica,Ë®É¸,8,9,8,9,Hydrocharitaceae,Blyxa,CB
Boea hygrometrica,ĞıİôÜÄÌ¦,7,8,9,9,Gesneriaceae,Boea,CB
Boehmeria clidemioides,°×ÃæÜÑÂé,6,8,8,10,Urticaceae,Boehmeria,CB
Boehmeria clidemioides var. diffusa,ĞòÒ¶ÜÑÂé,6,8,8,9,Urticaceae,Boehmeria,CB
Boehmeria densiglomerata,ÃÜÇòÜÑÂé,6,6,7,8,Urticaceae,Boehmeria,CB
Boehmeria formosana,º£µºÜÑÂé,7,8,8,10,Urticaceae,Boehmeria,CB
Boehmeria formosana var. stricta,¸£ÖİÜÑÂé,NA,NA,8,8,Urticaceae,Boehmeria,CB
Boehmeria japonica,Ò°ÏßÂé,6,8,9,11,Urticaceae,Boehmeria,CB
Boehmeria nivea,ÜÑÂé,6,8,9,11,Urticaceae,Boehmeria,WD
Boehmeria nivea var. tenacissima,ÇàÒ¶ÜÑÂé,NA,NA,NA,NA,Urticaceae,Boehmeria,WD
Boehmeria pilosiuscula,ÊèÃ«ÜÑÂé,9,10,10,11,Urticaceae,Boehmeria,CB
Boehmeria spicata,Ğ¡³àÂé,6,8,8,9,Urticaceae,Boehmeria,CB
Boehmeria tricuspis,°Ë½ÇÂé,7,8,9,10,Urticaceae,Boehmeria,CB
Boenninghausenia albiflora,³ô½Ú²İ,7,8,9,12,Rutaceae,Boenninghausenia,CB
Boenninghausenia albiflora var. pilosa,Ã«³ô½Ú²İ,NA,NA,NA,NA,Rutaceae,Boenninghausenia,CB
Boerhavia diffusa,»ÆÏ¸ĞÄ,3,11,3,11,Nyctaginaceae,Boerhavia,CB
Borreria articularis,²ÚÒ¶·á»¨²İ,8,9,9,4,Rubiaceae,Borreria,CB
Borreria latifolia,À«Ò¶·á»¨²İ,NA,NA,NA,NA,Rubiaceae,Borreria,CB
Bostrychanthera deflexa,Ã«Ò©»¨,7,9,9,11,Lamiaceae,Bostrychanthera,CB
Bothriochloa bladhii,³ô¸ù×Ó²İ,7,10,7,10,Poaceae,Bothriochloa,CB
Bothriochloa ischaemum,°×Ñò²İ,7,10,7,10,Poaceae,Bothriochloa,CB
Bothriospermum zeylanicum,ÈáÈõ°ßÖÖ²İ,2,10,2,10,Boraginaceae,Bothriospermum,CB
Bournea leiophylla,ÎåÊıÜÄÌ¦,10,10,10,10,Gesneriaceae,Bournea,CB
Bowringia callicarpa,ÌÙ»±,6,12,6,12,Fabaceae,Bowringia,WD
Brachiaria subquadripara,ËÄÉú±ÛĞÎ²İ,9,11,9,11,Poaceae,Brachiaria,CB
Brachiaria villosa,Ã«±ÛĞÎ²İ,7,10,7,10,Poaceae,Brachiaria,CB
Brassaiopsis ferruginea,ĞâÃ«ÂŞÉ¡,6,7,7,8,Araliaceae,Brassaiopsis,WD
Brassica chinensis var. oleifera,ÓÍ°×²Ë,NA,NA,NA,NA,Brassicaceae,Brassica,CB
Bredia fordii,Ò¶µ×ºì,4,8,8,11,Melastomataceae,Bredia,WD
Bredia quadrangularis,¹ıÂ·¾ª,7,8,8,10,Melastomataceae,Bredia,WD
Bredia sinensis,Ñ¼½Å²è,5,7,7,11,Melastomataceae,Bredia,WD
Bretschneidera sinensis,²®ÀÖÊ÷,5,6,8,10,Bretschneideraceae,Bretschneidera,WD
Breynia fruticosa,ºÚÃæÉñ,4,11,6,12,Euphorbiaceae,Breynia,WD
Breynia retusa,¶ÛÒ¶ºÚÃæÉñ,4,9,7,11,Euphorbiaceae,Breynia,WD
Breynia rostrata,à¹¹ûºÚÃæÉñ,5,12,5,12,Euphorbiaceae,Breynia,WD
Breynia vitis-idaea,Ğ¡Ò¶ºÚÃæÉñ,3,9,5,12,Euphorbiaceae,Breynia,WD
Bridelia balansae,ºÌ´®Ê÷,3,8,3,8,Euphorbiaceae,Bridelia,WD
Bridelia tomentosa,ÍÁÃÛÊ÷,9,10,10,11,Euphorbiaceae,Bridelia,WD
Bromus ramosus,ÀàÈ¸Âó,6,8,6,8,Poaceae,Bromus,CB
Bromus remotiflorus,Êè»¨È¸Âó,6,7,6,7,Poaceae,Bromus,CB
Broussonetia kaempferi,ÆÏó´,3,6,3,6,Moraceae,Broussonetia,WD
Broussonetia kaempferi var. australis,ÌÙ¹¹,NA,NA,NA,NA,Moraceae,Broussonetia,WD
Broussonetia kazinoki,èú,4,5,5,6,Moraceae,Broussonetia,WD
Broussonetia papyrifera,¹¹Ê÷,4,7,7,9,Moraceae,Broussonetia,WD
Brucea javanica,Ñ»µ¨×Ó,6,7,8,10,Simaroubaceae,Brucea,WD
Bruguiera gymnorrhiza,Ä¾é­,1,12,1,12,Rhizophoraceae,Bruguiera,WD
Buddleja asiatica,°×±³·ã,9,2,10,10,Loganiaceae,Buddleja,WD
Buddleja lindleyana,×íÓã²İ,6,9,8,10,Loganiaceae,Buddleja,WD
Bulbophyllum ambrosia,·¼ÏãÊ¯¶¹À¼,2,5,NA,NA,Orchidaceae,Bulbophyllum,CB
Bulbophyllum delitescens,Ö±´½¾í°êÀ¼,5,11,NA,NA,Orchidaceae,Bulbophyllum,CB
Bulbophyllum japonicum,Áö´½¾í°êÀ¼,6,6,NA,NA,Orchidaceae,Bulbophyllum,CB
Bulbophyllum kwangtungense,¹ã¶«Ê¯¶¹À¼,5,8,NA,NA,Orchidaceae,Bulbophyllum,CB
Bulbophyllum levinei,³İ°êÊ¯¶¹À¼,5,8,NA,NA,Orchidaceae,Bulbophyllum,CB
Bulbophyllum melanoglossum,×ÏÎÆ¾í°êÀ¼,7,8,NA,NA,Orchidaceae,Bulbophyllum,CB
Bulbophyllum odoratissimum,ÃÜ»¨Ê¯¶¹À¼,5,6,NA,NA,Orchidaceae,Bulbophyllum,CB
Bulbophyllum omerandrum,Ã«Ò©¾í°êÀ¼,3,4,NA,NA,Orchidaceae,Bulbophyllum,CB
Bulbophyllum pecten-veneris,°ß´½¾í°êÀ¼,NA,NA,NA,NA,Orchidaceae,NA,NA
Bulbophyllum pectenveneris,°ß´½¾í°êÀ¼,NA,NA,NA,NA,Orchidaceae,Bulbophyllum,CB
Bulbophyllum quadrangulum,Õãº¼¾í°êÀ¼,4,5,NA,NA,Orchidaceae,Bulbophyllum,CB
Bulbophyllum shweliense,É¡»¨Ê¯¶¹À¼,7,8,NA,NA,Orchidaceae,Bulbophyllum,CB
Bulbostylis barbata,ÇòÖù²İ,4,9,4,9,Cyperaceae,Bulbostylis,CB
Bulbostylis densa,Ë¿Ò¶ÇòÖù²İ,4,12,4,12,Cyperaceae,Bulbostylis,CB
Bulbostylis puberula,Ã«ÁÛÇòÖù²İ,5,10,5,10,Cyperaceae,Bulbostylis,CB
Bupleurum scorzonerifolium,ºì²ñºú,8,12,9,12,Apiaceae,Bupleurum,CB
Burmannia coelestis,ÈıÆ·Ò»Ö¦»¨,8,11,8,11,Burmanniaceae,Burmannia,CB
Burmannia disticha,Ë®Óñô¢,7,10,7,10,Burmanniaceae,Burmannia,CB
Burmannia nepalensis,¿í³áË®Óñô¢,6,10,6,10,Burmanniaceae,Burmannia,CB
Buxus bodinieri,È¸Éà»ÆÑî,11,11,6,6,Buxaceae,NA,NA
Buxus harlandii,ÌâÒ¶»ÆÑî,5,5,4,6,Buxaceae,Buxus,WD
Buxus myrica,ÑîÃ·»ÆÑî,NA,NA,NA,NA,Buxaceae,Buxus,WD
Buxus rugulosa,ÖåÒ¶»ÆÑî,3,5,6,9,Buxaceae,Buxus,WD
Buxus sinica,»ÆÑî,3,6,3,6,Buxaceae,NA,NA
Buxus sinica var. aemulans,¼âÒ¶»ÆÑî,NA,NA,NA,NA,Buxaceae,NA,NA
Buxus sinica var. parvifolia,Ğ¡Ò¶»ÆÑî,NA,NA,NA,NA,Buxaceae,NA,NA
Buxus stenophylla,ÏÁÒ¶»ÆÑî,2,3,6,7,Buxaceae,Buxus,WD
Byttneria grandifolia,´Ì¹ûÌÙ,5,7,7,9,Sterculiaceae,Byttneria,WD
Caesalpinia crista,»ªÄÏÔÆÊµ,4,12,4,12,Fabaceae,NA,NA
Caesalpinia decapetala,ÔÆÊµ,4,9,4,9,Fabaceae,Caesalpinia,WD
Caesalpinia minax,à¹¼ÔÔÆÊµ,5,6,8,9,Fabaceae,Caesalpinia,WD
Caesalpinia vernalis,´ºÔÆÊµ,4,12,4,12,Fabaceae,Caesalpinia,WD
Cajanus scarabaeoides,Âû²İ³æ¶¹,9,11,10,12,Fabaceae,Cajanus,CB
Calamagrostis epigeios,·÷×ÓÃ©,5,9,5,9,Poaceae,Calamagrostis,CB
Calamagrostis epigejos,,5,9,5,9,Poaceae,NA,NA
Calamus hoplites,¸ßÃ«ÁÛÊ¡ÌÙ,5,6,11,11,Arecaceae,Calamus,WD
Calamus rhabdocladus,ÕÈÌÙ,NA,NA,NA,NA,Arecaceae,Calamus,WD
Calamus tetradactylus,°×ÌÙ,5,7,4,4,Arecaceae,Calamus,WD
Calamus thysanolepis,Ã«ÁÛÊ¡ÌÙ,6,6,12,12,Arecaceae,Calamus,WD
Calanthe aristulifera,ÇÌ¾àÏº¼¹À¼,2,5,NA,NA,Orchidaceae,Calanthe,CB
Calanthe clavata,°ô¾àÏº¼¹À¼,11,12,NA,NA,Orchidaceae,Calanthe,CB
Calanthe densiflora,ÃÜ»¨Ïº¼¹À¼,11,11,10,10,Orchidaceae,Calanthe,CB
Calanthe discolor,Ïº¼¹À¼,4,5,NA,NA,Orchidaceae,Calanthe,CB
Calanthe graciliflora,¹³¾àÏº¼¹À¼,3,4,NA,NA,Orchidaceae,Calanthe,CB
Calanthe sylvatica,³¤¾àÏº¼¹À¼,4,9,NA,NA,Orchidaceae,Calanthe,CB
Calanthe triplicata,ÈıñŞÏº¼¹À¼,7,8,NA,NA,Orchidaceae,Calanthe,CB
Calanthe tsoongiana,ÎŞ¾àÏº¼¹À¼,4,4,NA,NA,Orchidaceae,Calanthe,CB
Caldesia parnassifolia,ÔóÌ¦²İ,5,10,5,10,Alismataceae,Caldesia,CB
Callerya championii,ÂÌ»¨ÑÂ¶¹ÌÙ,5,8,7,11,Fabaceae,Callerya,WD
Callerya cinerea,»ÒÃ«ÑÂ¶¹ÌÙ,2,7,8,11,Fabaceae,Callerya,WD
Callerya dielsiana,,5,9,6,11,Fabaceae,NA,NA
Callerya dielsiana var. heterocarpa,Òì¹û¼¦ÑªÌÙ,NA,NA,NA,NA,Fabaceae,NA,NA
Callerya nitida var. hirsutissima,·á³ÇÑÂ¶¹ÌÙ,NA,NA,NA,NA,Fabaceae,Callerya,WD
Callerya nitida var. minor,¶ëáÒÑÂ¶¹ÌÙ,NA,NA,NA,NA,Fabaceae,Callerya,WD
Callerya pachyloba,º£ÄÏÑÂ¶¹ÌÙ,NA,NA,NA,NA,Fabaceae,Callerya,WD
Callerya reticulata,ÍøÂöÑÂ¶¹ÌÙ,4,8,6,11,Fabaceae,Callerya,WD
Callerya speciosa,ÃÀÀöÑÂ¶¹ÌÙ,7,9,8,10,Fabaceae,Callerya,WD
Callicarpa bodinieri,×ÏÖé,5,7,8,11,Verbenaceae,Callicarpa,WD
Callicarpa brevipes,¶Ì±ú×ÏÖé,4,6,7,9,Verbenaceae,Callicarpa,WD
Callicarpa cathayana,»ª×ÏÖé,5,7,7,9,Verbenaceae,Callicarpa,WD
Callicarpa collina,ÇğÁê×ÏÖé,5,7,6,8,Verbenaceae,Callicarpa,WD
Callicarpa dichotoma,°×ÌÄ×ÓÊ÷,NA,NA,NA,NA,Verbenaceae,Callicarpa,WD
Callicarpa formosana,¶Åºç»¨,3,9,7,11,Verbenaceae,Callicarpa,WD
Callicarpa giraldii,ÀÏÑ»ºı,6,7,8,9,Verbenaceae,Callicarpa,WD
Callicarpa giraldii var. subcanescens,Ã«Ò¶ÀÏÑ»ºı,5,7,7,10,Verbenaceae,Callicarpa,WD
Callicarpa integerrima,È«ÔµÒ¶×ÏÖé,6,7,8,11,Verbenaceae,Callicarpa,WD
Callicarpa integerrima var. chinensis,ÌÙ×ÏÖé,5,7,8,11,Verbenaceae,Callicarpa,WD
Callicarpa kochiana,èÁèËÒ¶×ÏÖé,6,11,11,3,Verbenaceae,Callicarpa,WD
