scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,woodiness
Astilbe macrocarpa,大果落新妇,6,9,6,9,CB
Astilbe rivularis var. myriantha,多花落新妇,6,10,6,10,CB
Astragalus sinicus,紫云英,3,5,4,6,CB
Asyneuma fulgens,长果牧根草,7,7,NA,NA,CB
Atractylodes lancea,苍术,6,10,6,10,CB
Atractylodes macrocephala,白术,8,10,8,10,CB
Atropanthe sinensis,天莲子,4,5,8,9,CB
Aucuba albopunctifolia,斑叶珊瑚,3,4,1,4,WD
Aucuba albopunctifolia var. angustula,窄斑叶珊瑚,NA,NA,NA,NA,WD
Aucuba chinensis,桃叶珊瑚,1,2,2,2,WD
Aucuba chinensis var. angusta,狭叶桃叶珊瑚,NA,NA,NA,NA,WD
Aucuba himalaica,喜马拉雅珊瑚,3,5,10,5,WD
Aucuba himalaica var. dolichophylla,长叶珊瑚,NA,NA,NA,NA,WD
Aucuba himalaica var. oblanceolata,倒披针叶珊瑚,NA,NA,NA,NA,WD
Aucuba himalaica var. pilosissima,密毛桃叶珊瑚,NA,NA,NA,NA,WD
Aucuba obcordata,倒心叶珊瑚,3,4,11,12,WD
Balanophora abbreviata,短穗蛇菰,11,12,NA,NA,CB
Balanophora harlandii,红冬蛇菰,9,11,NA,NA,CB
Balanophora involucrata,筒鞘蛇菰,7,8,NA,NA,CB
Balanophora japonica,日本蛇菰,10,12,NA,NA,CB
Balanophora laxiflora,疏花蛇菰,9,11,NA,NA,CB
Balanophora polyandra,多蕊蛇菰,8,10,NA,NA,CB
Balanophora subcupularis,杯茎蛇菰,9,11,NA,NA,CB
Balanophora tobiracola,海桐蛇菰,8,12,NA,NA,CB
Bambusa cerosissima,箪竹,NA,NA,NA,NA,WD
Bambusa chungii,粉箪竹,NA,NA,NA,NA,WD
Bambusa emeiensis,慈竹,6,9,7,9,WD
Bambusa multiplex,孝顺竹,NA,NA,NA,NA,WD
Barnardia japonica,绵枣儿,7,11,7,11,CB
Barthea barthei,棱果花,1,5,10,12,WD
Batrachium bungei,水毛茛,NA,NA,NA,NA,CB
Bauhinia apertilobata,阔裂叶羊蹄甲,5,7,8,11,WD
Bauhinia brachycarpa,鞍叶羊蹄甲,5,7,8,10,WD
Bauhinia championii,龙须藤,6,9,8,12,WD
Bauhinia glauca,粉叶羊蹄甲,4,6,7,9,WD
Bauhinia glauca subsp. hupehana,鄂羊蹄甲,NA,NA,NA,NA,WD
Bauhinia glauca subsp. tenuiflora,薄叶羊蹄甲,NA,NA,NA,NA,WD
Beesia calthifolia,铁破锣,5,8,7,9,CB
Begonia algaia,美丽秋海棠,6,6,8,8,CB
Begonia circumlobata,周裂秋海棠,6,7,7,8,CB
Begonia digyna,槭叶秋海棠,7,7,8,8,CB
Begonia fimbristipula,紫背天葵,5,5,6,7,CB
Begonia grandis,秋海棠,7,7,8,8,CB
Begonia lipingensis,黎平秋海棠,7,7,8,9,CB
Begonia longifolia,粗喙秋海棠,4,5,7,7,CB
Begonia palmata,裂叶秋海棠,6,6,7,8,CB
Begonia palmata var. bowringiana,红孩儿,6,6,7,7,CB
Begonia pedatifida,掌裂秋海棠,1,7,10,10,CB
Beilschmiedia delicata,美脉琼楠,6,12,6,12,WD
Beilschmiedia fordii,广东琼楠,8,9,次年7,次年11,WD
Beilschmiedia intermedia,琼楠,8,11,10,5,WD
Beilschmiedia tsangii,网脉琼楠,7,12,7,12,WD
Belamcanda chinensis,射干,6,8,7,9,CB
Bennettiodendron leprosipes,山桂花,2,6,4,11,WD
Berberis atrocarpa,黑果小檗,4,4,5,8,WD
Berberis chingii,华东小檗,4,5,6,9,WD
Berberis dasystachya,直穗小檗,4,6,6,9,WD
Berberis fallax,假小檗,2,3,9,11,WD
Berberis gagnepainii,湖北小檗,5,6,6,10,WD
Berberis henryana,川鄂小檗,5,6,6,9,WD
Berberis impedita,南岭小檗,6,7,9,11,WD
Berberis julianae,豪猪刺,3,6,6,11,WD
Berberis oblanceifolia,石门小檗,NA,NA,NA,NA,WD
Berberis sargentiana,刺黑珠,4,5,6,10,WD
Berberis soulieana,假豪猪刺,4,5,6,10,WD
Berberis subacuminata,亚尖叶小檗,3,4,5,11,WD
Berberis triacanthophora,芒齿小檗,5,6,6,10,WD
Berberis vernalis,春小檗,6,10,6,10,WD
Berberis virgetorum,庐山小檗,4,5,8,10,WD
Berberis wilsonae,金花小檗,NA,NA,NA,NA,WD
Berchemia floribunda,多花勾儿茶,7,10,4,7,WD
Berchemia floribunda var. oblongifolia,矩叶勾儿茶,NA,NA,NA,NA,WD
Berchemia huana,大叶勾儿茶,7,9,5,6,WD
Berchemia kulingensis,牯岭勾儿茶,6,7,4,6,WD
Berchemia omeiensis,峨眉勾儿茶,7,8,5,6,WD
Berchemia polyphylla,多叶勾儿茶,5,9,7,11,WD
Berchemia polyphylla var. leioclada,光枝钩儿茶,NA,NA,NA,NA,WD
Berchemia sinica,勾儿茶,6,8,5,6,WD
Bergia serrata,倍蕊田繁缕,NA,NA,NA,NA,CB
Betula albosinensis,红桦,5,6,7,9,WD
Betula austrosinensis,华南桦,3,4,6,7,WD
Betula fargesii,狭翅桦,5,6,7,8,WD
Betula insignis,香桦,3,4,7,8,WD
Betula luminifera,亮叶桦,4,6,7,9,WD
Bidens parviflora,小花鬼针草,7,9,NA,NA,CB
Biondia hemsleyana,宽叶秦岭藤,4,9,10,12,CB
Biondia henryi,青龙藤,4,7,7,10,CB
Bischofia javanica,秋枫,4,5,8,10,WD
Bischofia polycarpa,重阳木,4,5,10,11,WD
Blastus apricus,线萼金花树,NA,NA,NA,NA,WD
Blastus cavaleriei,匙萼柏拉木,NA,NA,NA,NA,WD
Blastus cochinchinensis,柏拉木,6,8,10,12,WD
Blastus dunnianus,金发树,6,7,9,11,WD
Blastus dunnianus var. glandulosetosus,腺毛金花树,NA,NA,NA,NA,WD
Blastus pauciflorus,少花柏拉木,7,7,10,10,WD
Bletilla ochracea,黄花白及,NA,NA,NA,NA,CB
Bletilla striata,白及,4,5,NA,NA,CB
Blumea aromatica,馥芳艾纳香,10,3,NA,NA,WD
Blumea formosana,台北艾纳香,8,11,NA,NA,CB
Blumea hieracifolia,毛毡草,12,4,NA,NA,CB
Blumea lanceolaria,千头艾纳香,1,4,NA,NA,CB
Blumea megacephala,东风草,8,4,NA,NA,CB
Blumea mollis,柔毛艾纳香,NA,NA,NA,NA,CB
Blumea sericans,拟毛毡草,4,8,NA,NA,CB
Blyxa aubertii,无尾水筛,5,9,5,9,CB
Blyxa echinosperma,有尾水筛,6,10,6,10,CB
Blyxa japonica,水筛,5,10,5,10,CB
Boea clarkeana,大花旋蒴苣苔,8,8,9,10,CB
Boea hygrometrica,旋蒴苣苔,7,8,9,9,CB
Boehmeria clidemioides,白面苎麻,6,8,8,10,CB
Boehmeria clidemioides var. diffusa,序叶苎麻,6,8,8,9,CB
Boehmeria densiglomerata,密球苎麻,6,8,9,10,CB
Boehmeria formosana,海岛苎麻,7,8,8,10,CB
Boehmeria japonica,野线麻,6,8,9,11,CB
Boehmeria macrophylla var. scabrella,糙叶苎麻,6,8,9,11,CB
Boehmeria nivea,苎麻,9,9,10,10,WD
Boehmeria nivea var. tenacissima,青叶苎麻,NA,NA,NA,NA,WD
Boehmeria silvestrii,赤麻,6,8,8,10,CB
Boehmeria spicata,小赤麻,6,8,8,9,CB
Boehmeria tricuspis,八角麻,6,7,8,10,CB
Boenninghausenia albiflora,臭节草,7,11,7,11,CB
Boenninghausenia albiflora var. pilosa,毛臭节草,NA,NA,NA,NA,CB
Bolboschoenus yagara,荆三稜,5,7,5,7,CB
Bolbostemma paniculatum,假贝母,6,8,8,9,CB
Borreria stricta,丰花草,NA,NA,NA,NA,CB
Bostrychanthera deflexa,毛药花,7,9,9,11,CB
Bothriochloa bladhii,臭根子草,7,10,7,10,CB
Bothriochloa ischaemum,白羊草,9,11,9,11,CB
Bothriospermum chinense,斑种草,4,6,NA,NA,CB
Bothriospermum secundum,多苞斑种草,5,7,NA,NA,CB
Bothriospermum zeylanicum,柔弱斑种草,2,10,2,10,CB
Bournea sinensis,四数苣苔,9,10,10,11,CB
Brachiaria subquadripara,四生臂形草,9,11,9,11,CB
Brachiaria villosa,毛臂形草,7,10,7,10,CB
Brachycorythis galeandra,短距苞叶兰,5,7,NA,NA,CB
Brachypodium sylvaticum,短柄草,7,9,7,9,CB
Brandisia hancei,来江藤,11,2,3,4,WD
Brandisia swinglei,岭南来江藤,6,11,12,1,WD
Brasenia schreberi,莼菜,5,7,9,11,CB
Brassaiopsis ferruginea,锈毛罗伞,6,7,7,8,WD
Brassaiopsis glomerulata,罗伞,6,8,1,2,WD
Brassica juncea var. napiformis,芥菜疙瘩,4,5,5,6,CB
Brassica rapa var. purpuraria,紫菜苔,NA,NA,NA,NA,CB
Bredia fordii,叶底红,6,8,8,10,WD
Bredia longiloba,长萼野海棠,8,10,10,10,WD
Bredia microphylla,小叶野海棠,10,10,10,10,CB
Bredia quadrangularis,过路惊,6,8,8,10,WD
Bredia sessilifolia,短柄野海棠,6,7,7,8,WD
Bredia sinensis,鸭脚茶,6,7,8,10,WD
Bredia tuberculata,红毛野海棠,NA,NA,NA,NA,CB
Bretschneidera sinensis,伯乐树,3,9,5,4,WD
Breynia vitis-idaea,小叶黑面神,3,9,5,12,WD
Bridelia balansae,禾串树,5,8,9,11,WD
Bridelia retusa,大叶土蜜树,4,9,8,1,WD
Briggsia mihieri,革叶粗筒苣苔,10,10,11,11,CB
Briggsia speciosa,鄂西粗筒苣苔,6,7,7,9,CB
Briggsia stewardii,广西粗筒苣苔,9,9,NA,NA,CB
Bromus ramosus,类雀麦,6,8,6,8,CB
Bromus remotiflorus,疏花雀麦,6,7,6,7,CB
Broussonetia kaempferi,葡蟠,4,5,6,7,WD
Broussonetia kaempferi var. australis,藤构,NA,NA,NA,NA,WD
Broussonetia kazinoki,楮,4,5,6,6,WD
Broussonetia papyrifera,构树,4,5,6,8,WD
Buddleja albiflora,巴东醉鱼草,2,9,8,12,WD
Buddleja asiatica,白背枫,1,10,3,12,WD
Buddleja davidii,大叶醉鱼草,5,10,NA,NA,WD
Buddleja lindleyana,醉鱼草,4,10,次年4,次年4,WD
Buddleja myriantha,酒药花醉鱼草,4,10,NA,NA,WD
Buddleja officinalis,密蒙花,3,4,5,8,WD
Buddleja paniculata,喉药醉鱼草,3,6,NA,NA,WD
Bulbophyllum japonicum,瘤唇卷瓣兰,6,6,NA,NA,CB
Bulbophyllum kwangtungense,广东石豆兰,5,8,NA,NA,CB
Bulbophyllum levinei,齿瓣石豆兰,5,8,NA,NA,CB
Bulbophyllum odoratissimum,密花石豆兰,4,8,NA,NA,CB
Bulbophyllum omerandrum,毛药卷瓣兰,3,4,NA,NA,CB
Bulbophyllum retusiusculum,藓叶卷瓣兰,9,12,NA,NA,CB
Bulbostylis barbata,球柱草,4,10,4,10,CB
Bulbostylis densa,丝叶球柱草,4,12,4,12,CB
Bupleurum chinense,北柴胡,9,10,9,10,CB
Bupleurum kweichowense,贵州柴胡,8,9,9,10,CB
Bupleurum longicaule var. franchetii,空心柴胡,NA,NA,NA,NA,CB
Bupleurum longiradiatum,大叶柴胡,8,10,8,10,CB
Bupleurum marginatum,竹叶柴胡,6,9,9,11,CB
Burmannia nepalensis,宽翅水玉簪,8,12,8,12,CB
Buxus harlandii,题叶黄杨,5,5,10,10,WD
Buxus henryi,大花黄杨,4,4,7,7,WD
Buxus ichangensis,宜昌黄杨,3,3,7,7,WD
Buxus megistophylla,大叶黄杨,3,4,6,7,WD
Buxus myrica,杨梅黄杨,NA,NA,NA,NA,WD
Buxus rugulosa,皱叶黄杨,3,5,6,9,WD
Buxus stenophylla,狭叶黄杨,2,3,6,7,WD
Caesalpinia bonduc,刺果苏木,7,10,10,5,WD
Caesalpinia decapetala,云实,4,6,8,10,WD
Caesalpinia decapetala var. pubescens,毛叶云实,NA,NA,NA,NA,WD
Caesalpinia millettii,小叶云实,8,9,12,12,WD
Calamagrostis epigeios,拂子茅,5,9,5,9,CB
Calamus hoplites,高毛鳞省藤,5,6,11,11,WD
Calamus rhabdocladus,杖藤,NA,NA,NA,NA,WD
Calamus thysanolepis,毛鳞省藤,6,7,9,10,WD
Calanthe alismaefolia,泽泻虾脊兰,6,7,NA,NA,CB
Calanthe alpina,流苏虾脊兰,6,9,11,11,CB
Calanthe arcuata,弧距虾脊兰,5,9,NA,NA,CB
Calanthe aristulifera,翘距虾脊兰,2,5,NA,NA,CB
Calanthe brevicornu,肾唇虾脊兰,5,6,NA,NA,CB
Calanthe davidii,剑叶虾脊兰,6,7,9,10,CB
Calanthe discolor,虾脊兰,4,5,NA,NA,CB
Calanthe graciliflora,钩距虾脊兰,3,5,NA,NA,CB
Calanthe graciliflora var. xuefengensis,雪峰虾脊兰,NA,NA,NA,NA,CB
Calanthe mannii,细花虾脊兰,5,5,NA,NA,CB
Calanthe puberula,镰萼虾脊兰,7,8,NA,NA,CB
Calanthe reflexa,反瓣虾脊兰,5,6,NA,NA,CB
Calanthe sieboldii,大黄花虾脊兰,2,3,NA,NA,CB
Calanthe sylvatica,长距虾脊兰,4,9,NA,NA,CB
Calanthe tricarinata,三棱虾脊兰,5,6,NA,NA,CB
Caldesia grandis,宽叶泽苔草,7,9,7,9,CB
Callerya championii,绿花崖豆藤,6,8,9,10,WD
Callerya cinerea,灰毛崖豆藤,2,7,8,11,WD
Callerya cochinchinensis,喙果崖豆藤,NA,NA,NA,NA,WD
Callerya dielsiana var. solida,雪峰山崖豆藤,NA,NA,NA,NA,WD
Callerya eurybotrya,宽序崖豆藤,7,8,9,11,WD
Callerya nitida var. hirsutissima,丰城崖豆藤,NA,NA,NA,NA,WD
Callerya oosperma,皱果鸡血藤,5,7,8,11,WD
Callerya pachyloba,海南崖豆藤,NA,NA,NA,NA,WD
Callerya reticulata,网脉崖豆藤,4,8,6,11,WD
Callerya sericosema,锈毛鸡血藤,6,8,8,10,WD
Callerya speciosa,美丽崖豆藤,7,9,8,10,WD
Callerya tsui,喙果鸡血藤,7,9,10,12,WD
Callicarpa acutifolia,尖叶紫珠,7,9,10,10,WD
Callicarpa bodinieri,紫珠,6,7,8,11,WD
Callicarpa brevipes,短柄紫珠,4,6,7,10,WD
Callicarpa candicans,白毛紫珠,4,12,4,12,WD
Callicarpa cathayana,华紫珠,5,7,8,11,WD
Callicarpa dichotoma,白棠子树,NA,NA,NA,NA,WD
Callicarpa formosana,杜虹花,5,7,8,11,WD
Callicarpa giraldii,老鸦糊,5,6,7,11,WD
Callicarpa giraldii var. subcanescens,毛叶老鸦糊,5,7,7,10,WD
Callicarpa integerrima,全缘叶紫珠,5,7,8,11,WD
Callicarpa integerrima var. chinensis,藤紫珠,5,7,8,11,WD
Callicarpa japonica,日本紫珠,6,7,8,10,WD
Callicarpa kochiana,枇杷叶紫珠,7,8,9,12,WD
Callicarpa kwangtungensis,广东紫珠,6,7,8,10,WD
Callicarpa loboapiculata,尖萼紫珠,7,8,9,12,WD
Callicarpa longifolia var. floccosa,白毛长叶紫珠,8,8,9,11,WD
Callicarpa longipes,长柄紫珠,6,7,8,12,WD
Callicarpa longissima,尖尾枫,7,9,8,12,WD
Callicarpa macrophylla,大叶紫珠,4,7,7,12,WD
Callicarpa membranacea,窄叶紫珠,5,6,7,10,WD
Callicarpa pauciflora,少花紫珠,6,6,NA,NA,WD
Callicarpa peichieniana,钩毛紫珠,6,7,8,11,WD
Callicarpa rubella,红紫珠,5,7,7,11,WD
Callicarpa rubella f. angustata,狭叶红紫珠,NA,NA,NA,NA,WD
Callicarpa rubella f. crenata,钝齿红紫珠,NA,NA,NA,NA,WD
Callicarpa rubella var. subglabra,秃红紫珠,6,7,7,9,WD
Callicarpa tingwuensis,鼎湖紫珠,5,5,9,10,WD
Callitriche palustris,水马齿,NA,NA,NA,NA,CB
Calystegia sepium subsp. spectabilis,欧旋花,6,8,9,9,CB
Calystegia silvatica subsp. orientalis,鼓子花,NA,NA,NA,NA,CB
Camellia assimiloides,大萼毛蕊茶,12,12,9,10,WD
Camellia brevistyla var. microphylla,细叶短柱油茶,10,12,9,9,WD
Camellia caudata,长尾毛蕊茶,10,3,9,10,WD
Camellia chekiangoleosa,浙江山茶,3,4,7,8,WD
Camellia cordifolia,心叶毛蕊茶,10,11,次年10,次年2,WD
Camellia cordifolia var. glabrisepala,光萼心叶毛蕊 茶,11,11,NA,NA,WD
Camellia costei,贵州连蕊茶,2,4,7,8,WD
Camellia crapnelliana,红皮糙果茶,12,1,9,10,WD
Camellia cuspidata,连蕊茶,3,4,8,9,WD
Camellia cuspidata var. chekiangensis,浙江连蕊茶,12,3,8,10,WD
Camellia cuspidata var. grandiflora,大花连蕊茶,2,4,8,10,WD
Camellia drupifera,越南油茶,12,1,10,10,WD
Camellia euryoides,柃叶连蕊茶,1,3,8,10,WD
Camellia euryoides var. nokoensis,毛蕊柃叶连蕊茶,3,5,8,10,WD
Camellia fraterna,毛花连蕊茶,4,5,9,10,WD
Camellia furfuracea,糙果茶,11,12,9,10,WD
Camellia grijsii,长瓣短柱茶,1,3,8,10,WD
Camellia japonica,山茶,1,3,8,9,WD
Camellia kissi,落瓣油茶,11,12,9,10,WD
Camellia longicalyx,长萼连蕊茶,2,3,NA,NA,WD
Camellia mairei var. lapidea,石果毛蕊山茶,1,2,9,10,WD
Camellia melliana,广东毛蕊茶,3,4,11,11,WD
Camellia oleifera,油茶,9,10,9,10,WD
Camellia parvimuricata,小瘤果茶,12,2,9,9,WD
Camellia petelotii,金花茶,11,2,9,11,WD
Camellia pitardii,西南山茶,2,5,7,8,WD
Camellia pitardii var. compressa,多变西南山茶,1,3,9,10,WD
Camellia pitardii var. cryptoneura,隐脉西南山茶,1,3,9,10,WD
Camellia polyodonta,多齿山茶,1,2,9,10,WD
Camellia polyodonta var. longicaudata,长尾多齿山茶,NA,NA,NA,NA,WD
Camellia ptilophylla,毛叶茶,3,3,10,11,WD
Camellia rhytidocarpa,皱果茶,11,11,9,9,WD
Camellia rosthorniana,川鄂连蕊茶,4,4,9,10,WD
Camellia salicifolia,柳叶毛蕊茶,7,9,11,12,WD
Camellia semiserrata,南山茶,1,3,9,10,WD
Camellia semiserrata var. magnocarpa,大果南山茶,NA,NA,NA,NA,WD
Camellia sinensis,茶,9,11,次年8,次年10,WD
Camellia sinensis var. assamica,普洱茶,9,11,次年8,次年10,WD
Camellia subintegra,全缘叶山茶,11,4,8,9,WD
Camellia synaptica,川滇连蕊茶,2,3,5,6,WD
Camellia transarisanensis,毛萼连蕊茶,3,3,10,10,WD
Camellia tsingpienensis var. pubisepala,毛萼屏边连蕊,10,11,8,9,WD
Camellia villicarpa,小果毛蕊茶,4,5,10,10,WD
Camellia viridicalyx,绿萼连蕊茶,1,3,NA,NA,WD
Campanumoea javanica,大花金钱豹,5,11,5,11,CB
Campanumoea javanica subsp. japonica,金钱豹,NA,NA,NA,NA,CB
Campsis grandiflora,凌宵,5,8,NA,NA,WD
Camptotheca acuminata,喜树,5,7,9,9,WD
Campylandra chinensis,开口箭,4,6,9,11,CB
Campylandra delavayi,筒花开口箭,4,4,8,8,CB
Campylandra fimbriata,齿瓣开口箭,4,5,11,11,CB
Campylotropis delavayi,西南&#x0000E019;子梢,10,12,11,12,WD
Campylotropis henryi,元江&#x0000E019;子梢,10,12,10,12,WD
Canna generalis,大花美人蕉,NA,NA,NA,NA,CB
Capillipedium assimile,硬秆子草,8,12,8,12,CB
Capillipedium parviflorum,细柄草,8,12,8,12,CB
Capparis acutifolia,独行千里,5,7,8,2,WD
Capparis cantoniensis,广州山柑,NA,NA,NA,NA,WD
Capparis membranifolia,雷公橘,3,7,5,8,WD
Capparis urophylla,小绿刺,3,6,8,12,WD
Caragana sinica,锦鸡儿,4,5,6,8,WD
Cardamine circaeoides,露珠碎米荠,4,7,6,8,CB
Cardamine engleriana,光头山碎米荠,4,6,5,8,CB
Cardamine fragariifolia,莓叶碎米荠,5,7,NA,NA,CB
Cardamine hygrophila,湿生碎米荠,4,6,4,6,CB
Cardamine impatiens,弹裂碎米荠,3,6,4,8,CB
Cardamine leucantha,白花碎米荠,4,6,6,8,CB
Cardamine lyrata,水田碎米荠,4,5,5,9,CB
Cardamine macrophylla,大叶碎米荠,3,7,7,10,CB
Cardamine trifoliolata,三小叶碎米荠,5,7,7,9,CB
Cardiandra formosana,台湾草绣球,8,9,10,10,WD
Cardiandra moellendorffi,草绣球,7,8,9,10,WD
Cardiocrinum cathayanum,荞麦叶大百合,7,8,8,9,CB
Cardiocrinum giganteum,大百合,6,7,9,10,CB
Carduus acanthoides,节毛飞廉,5,10,5,10,CB
Carduus crispus,丝毛飞廉,2,10,2,10,CB
Carex adrienii,广东薹草,5,6,5,6,CB
Carex arisanensis,阿里山薹草,4,6,4,6,CB
Carex baccans,浆果薹草,8,12,8,12,CB
Carex bodinieri,滨海薹草,3,10,3,10,CB
Carex breviaristata,短芒薹草,4,7,4,7,CB
Carex breviculmis,青绿薹草,3,6,3,6,CB
Carex brevicuspis,短尖薹草,NA,NA,4,5,CB
Carex brunnea,褐果薹草,6,10,6,10,CB
Carex capillacea,发秆薹草,4,5,4,5,CB
Carex capilliformis,丝叶薹草,7,9,7,9,CB
Carex cheniana,陈氏薹草,4,5,4,5,CB
Carex chinensis,中华薹草,4,6,4,6,CB
Carex chungii,仲氏薹草,4,5,4,5,CB
Carex cinerascens,灰化薹草,4,5,4,5,CB
Carex coriophora subsp. langtaodianensis,浪淘殿薹草,NA,NA,NA,NA,CB
Carex craspedotricha,缘毛薹草,4,4,4,4,CB
Carex cruciata,十字薹草,5,11,5,11,CB
Carex cryptostachys,隐穗薹草,12,2,次年3,次年5,CB
Carex densefimbriata,流苏薹草,5,11,5,11,CB
Carex densefimbriata var. hirsuta,粗毛流苏薹草,NA,NA,NA,NA,CB
Carex dimorpholepis,二形鳞薹草,4,6,4,6,CB
Carex diplodon,秦岭薹草,NA,NA,4,4,CB
Carex dispalata,皱果薹草,5,7,5,7,CB
Carex doniana,签草,4,10,4,10,CB
Carex eminens,显异薹草,NA,NA,NA,NA,CB
Carex fargesii,川东薹草,5,7,5,7,CB
Carex filicina,蕨状薹草,NA,NA,NA,NA,CB
Carex filipes var. sparsinux,丝柄薹草,NA,NA,NA,NA,CB
Carex foraminata,穿孔薹草,4,5,4,5,CB
Carex gentilis,亲族薹草,8,10,8,10,CB
Carex gibba,穹隆薹草,4,8,4,8,CB
Carex glossostigma,长梗薹草,5,7,5,7,CB
Carex harlandii,长囊薹草,4,7,4,7,CB
Carex hastata,戟叶薹草,NA,NA,4,5,CB
Carex hebecarpa,疏果薹草,5,10,5,10,CB
Carex henryi,享氏薹草,8,10,8,10,CB
Carex ischnostachya,狭穗薹草,4,5,4,5,CB
Carex kuchunensis,古城薹草,NA,NA,NA,NA,CB
Carex ligulata,舌叶薹草,5,7,5,7,CB
Carex maculata,斑点果薹草,NA,NA,NA,NA,CB
Carex manca,弯柄薹草,NA,NA,NA,NA,CB
Carex maubertiana,套鞘薹草,6,9,6,9,CB
Carex mollicula,柔果薹草,5,6,5,6,CB
Carex moupinensis,宝兴薹草,4,6,4,6,CB
Carex nemostachys,条穗薹草,9,12,9,12,CB
Carex omeiensis,峨眉薹草,5,8,5,8,CB
Carex ovatispiculata,卵穗薹草,6,8,6,8,CB
Carex perakensis,霹雳薹草,7,10,7,10,CB
Carex phacota,镜子薹草,3,5,3,5,CB
Carex phyllocephala,密苞叶薹草,6,9,6,9,CB
Carex pruinosa,粉被薹草,3,6,3,6,CB
Carex pseudo-ligulata,锈点薹草,NA,NA,NA,NA,CB
Carex pseudo-phyllocephala,假头序薹草,6,7,6,7,CB
Carex radiciflora,根花薹草,NA,NA,4,5,CB
Carex rara,松叶薹草,4,5,4,5,CB
Carex retrofracta,反折果薹草,3,4,3,4,CB
Carex rochebruni,书带薹草,5,6,5,6,CB
Carex rochebruni subsp. remotispicula,高山穗序薹草,NA,NA,NA,NA,CB
Carex rubro-brunnea var. taliensis,大理薹草,NA,NA,NA,NA,CB
Carex scaposa,花葶薹草,5,11,5,11,CB
Carex schneideri,川滇薹草,7,8,7,8,CB
Carex sclerocarpa,硬果薹草,5,6,5,6,CB
Carex sendaica,仙台薹草,8,10,8,10,CB
Carex stipitinux,柄果薹草,6,9,6,9,CB
Carex subfilicinoides,近蕨薹草,6,8,6,8,CB
Carex submollicula,似柔果薹草,NA,NA,NA,NA,CB
Carex teinogyna,长柱头薹草,9,12,9,12,CB
Carex tenuispicula,细穗薹草,12,2,12,2,CB
Carex thibetica,藏薹草,4,5,4,5,CB
Carex transversa,横果薹草,4,5,4,5,CB
Carex tristachya,三穗薹草,3,5,3,5,CB
Carex truncatigluma,截鳞薹草,3,5,3,5,CB
Carex unisexualis,单性薹草,4,6,4,6,CB
Carpesium cernuum,烟管头草,6,8,9,10,CB
Carpesium divaricatum,金挖耳,7,10,10,11,CB
Carpesium faberi,贵州天名精,8,9,10,11,CB
Carpesium longifolium,长叶天名精,7,9,9,10,CB
Carpesium minum,小花金挖耳,7,9,9,NA,CB
Carpesium nepalense,尼泊尔天名精,6,9,9,11,CB
Carpesium nepalense var. lanatum,棉毛尼泊尔天名精,7,9,9,11,CB
Carpinus chuniana,粤北鹅耳枥,5,6,10,11,WD
Carpinus cordata,千斤榆,5,6,9,10,WD
Carpinus cordata var. chinensis,华千斤榆,NA,NA,NA,NA,WD
Carpinus dayongina,大庸鹅耳枥,4,5,6,8,WD
Carpinus fangiana,川黔千斤榆,5,6,7,9,WD
Carpinus fargesiana,川陕鹅耳枥,5,6,7,9,WD
Carpinus fargesiana var. hwai,狭叶鹅耳枥,NA,NA,NA,NA,WD
Carpinus glanduloso-punctata,密腺鹅耳枥,NA,NA,NA,NA,WD
Carpinus henryana,川鄂鹅耳枥,5,6,7,8,WD
Carpinus hupeana,湖北鹅耳枥,3,4,7,10,WD
Carpinus londoniana,短尾鹅耳枥,4,6,7,9,WD
Carpinus polyneura,多脉鹅耳枥,3,4,7,9,WD
Carpinus pubescens,云贵鹅耳枥,5,6,7,9,WD
Carpinus rupestris,岩生鹅耳枥,5,6,6,8,WD
Carpinus stipulata,小叶鹅耳枥,5,6,7,8,WD
Carpinus tsaiana,宽苞鹅耳枥,5,6,7,9,WD
Carpinus tschonoskii,昌代鹅耳枥,5,6,8,9,WD
Carpinus tsunyihensis,遵义鹅耳枥,5,7,7,9,WD
Carpinus viminea,雷公鹅耳枥,4,5,7,10,WD
Carrierea calycina,山羊角树,5,6,7,10,WD
Carya cathayensis,山核桃,4,5,9,9,WD
Carya hunanensis,湖南山核桃,5,5,9,10,WD
Caryopteris aureoglandulosa,金腺莸,4,4,NA,NA,WD
Caryopteris divaricata,莸,7,9,7,9,CB
Caryopteris incana,兰香草,6,10,6,10,WD
Caryopteris terniflora,三花莸,6,9,6,9,WD
Cassytha filiformis,无根藤,5,11,6,12,CB
Castanea henryi,锥栗,5,7,9,10,WD
Castanea mollissima,栗,5,6,9,10,WD
Castanea seguinii,茅栗,5,5,9,10,WD
Castanopsis argyrophylla,银叶锥,5,6,次年10,次年12,WD
Castanopsis carlesii,米槠,4,6,次年9 ,次年11,WD
Castanopsis carlesii var. spinulosa,短刺米槠,NA,NA,NA,NA,WD
Castanopsis chinensis,锥,5,7,次年9,次年11,WD
Castanopsis chunii,厚皮锥,5,6,次年9,次年10,WD
Castanopsis concinna,华南锥,4,5,次年9,次年10,WD
Castanopsis eyrei,甜槠,4,5,次年9,次年10,WD
Castanopsis fabri,罗浮锥,4,5,次年9,次年10,WD
Castanopsis fargesii,栲,4,5,次年8,次年10,WD
Castanopsis fissa,黧蒴锥,4,6,9,11,WD
Castanopsis fordii,毛锥,3,4,次年9,次年10,WD
