sentific name,chinese name,first flowerin month,last flowering month,first fruiting month,last fruiting month,genus name,family name,woodiness
Ampelopsis aconitifolia var. palmiloba,ÕÆÁÑ²İÆÏÌÑ,5,8,7,9,NA,Vitaceae,WD
Ampelopsis bodinieri,À¶¹ûÉßÆÏÌÑ,5,6,7,8,Ampelopsis,Vitaceae,WD
Ampelopsis bodinieri var. cinerea,»ÒÃ«ÉßÆÏÌÑ,NA,NA,NA,NA,NA,Vitaceae,WD
Ampelopsis delavayana,ÈıÁÑÉßÆÏÌÑ,6,7,7,8,Ampelopsis,Vitaceae,WD
Ampelopsis delavayana var. glabra,ÕÆÁÑÉßÆÏÌÑ,5,6,7,9,NA,Vitaceae,WD
Ampelopsis delavayana var. setulosa,Ã«ÈıÁÑÉßÆÏÌÑ,6,7,9,11,NA,Vitaceae,WD
Ampelopsis glandulosa var. brevipedunculata,¶«±±ÉßÆÏÌÑ,7,8,9,10,NA,Vitaceae,WD
Ampelopsis humulifolia,È„Ò¶ÉßÆÏÌÑ,5,7,5,9,Ampelopsis,Vitaceae,WD
Ampelopsis japonica,°×İü,5,6,7,9,Ampelopsis,Vitaceae,WD
Ampelopsis megalophylla,´óÒ¶ÉßÆÏÌÑ,6,7,7,8,Ampelopsis,Vitaceae,WD
Amphicarpaea bracteata,,8,11,8,11,Amphicarpaea,Fabaceae,NA
Amphicarpaea bracteata subsp. edgeworthii,Á½ĞÍ¶¹,NA,NA,NA,NA,NA,Fabaceae,CB
Amygdalus davidiana,É½ÌÒ,3,4,7,8,NA,Rosaceae,WD
Amygdalus davidiana var. potaninii,ÉÂ¸ÊÉ½ÌÒ,NA,NA,NA,NA,NA,Rosaceae,WD
Amygdalus kansuensis,¸ÊËàÌÒ,3,4,8,9,Amygdalus,Rosaceae,WD
Amygdalus mongolica,ÃÉ¹Å±âÌÒ,5,5,8,8,Amygdalus,Rosaceae,WD
Amygdalus persica,ÌÒ,NA,NA,NA,NA,NA,Rosaceae,WD
Amygdalus tangutica,Î÷¿µ±âÌÒ,4,5,6,7,Amygdalus,Rosaceae,WD
Amygdalus triloba,ÓÜÒ¶Ã·,4,5,5,7,NA,Rosaceae,WD
Anabasis aphylla,ÎŞÒ¶¼ÙÄ¾Ôô,8,9,10,10,Anabasis,Chenopodiaceae,WD
Anabasis brevifolia,¶ÌÒ¶¼ÙÄ¾Ôô,7,8,9,10,Anabasis,Chenopodiaceae,WD
Anaphalis aureopunctata,»ÆÏÙÏãÇà,7,9,9,10,NA,Asteraceae,CB
Anaphalis aureopunctata var. plantaginifolia,»ÆÏÙÏãÇà³µÇ°Ò¶±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis aureopunctata var. tomentosa,»ÆÏÙÏãÇàÈŞÃ«±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis bicolor,¶şÉ«ÏãÇà,7,10,9,11,Anaphalis,Asteraceae,CB
Anaphalis bicolor var. kokonorica,¶şÉ«ÏãÇàÇàº£±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis bicolor var. subconcolor,¶şÉ«ÏãÇàÍ¬É«±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis flavescens,µ­»ÆÏãÇà,6,8,9,10,Anaphalis,Asteraceae,CB
Anaphalis gracilis,ÏËÖ¦ÏãÇà,7,8,8,9,Anaphalis,Asteraceae,WD
Anaphalis hancockii,ÁåÁåÏãÇà,6,8,8,9,Anaphalis,Asteraceae,CB
Anaphalis hymenolepis,Ä¤°úÏãÇà,7,7,NA,NA,NA,Asteraceae,CB
Anaphalis lactea,Èé°×ÏãÇà,6,9,6,9,Anaphalis,Asteraceae,NA
Anaphalis latialata,¿í³áÏãÇà,6,8,6,8,Anaphalis,Asteraceae,CB
Anaphalis latialata var. viridis,¿í³áÏãÇàÂÌ±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis margaritacea,Öé¹âÏãÇà,7,9,9,10,Anaphalis,Asteraceae,CB
Anaphalis margaritacea var. cinnamomea,Öé¹âÏãÇà»ÆºÖ±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis margaritacea var. japonica,Öé¹âÏãÇàÏßÒ¶±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis nepalensis,Äá²´¶ûÏãÇà,6,8,9,10,Anaphalis,Asteraceae,CB
Anaphalis nepalensis var. corymbosa,Äá²´¶ûÏãÇàÉ¡·¿±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis sinica,ÏãÇà,6,9,8,10,NA,Asteraceae,CB
Anaphalis sinica var. densata,ÏãÇàÃÜÉú±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis sinica var. lanata,ÏãÇàÃŞÃ«±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis sinica var. remota,ÏãÇàÊèÉú±äÖÖ,NA,NA,NA,NA,NA,Asteraceae,CB
Anaphalis souliei,ÊñÎ÷ÏãÇà,6,8,7,9,Anaphalis,Asteraceae,WD
Anaphalis szechuanensis,ËÄ´¨ÏãÇà,7,8,9,9,Anaphalis,Asteraceae,WD
Anaphalis viridis,ÂÌÏãÇà,7,8,8,9,Anaphalis,Asteraceae,WD
Anchusa ovata,ÀÇ×Ï²İ,5,7,5,7,NA,Boraginaceae,CB
Ancylostemon saxatilis,Ö±°êÜÄÌ¦,6,7,8,9,Ancylostemon,Gesneriaceae,CB
Androcorys ophioglossoides,¶µÈïÀ¼,8,8,9,9,Androcorys,Orchidaceae,CB
Andropogon munroi,Î÷²ØĞëÃ¢²İ,6,11,6,11,Andropogon,Poaceae,CB
Androsace alaschanica,°¢À­ÉÆµãµØÃ·,5,6,NA,NA,Androsace,Primulaceae,CB
Androsace brachystegia,ÓñÃÅµãµØÃ·,6,6,NA,NA,Androsace,Primulaceae,CB
Androsace engleri,ÉÂÎ÷µãµØÃ·,3,6,7,8,NA,Primulaceae,CB
Androsace erecta,Ö±Á¢µãµØÃ·,4,6,7,8,Androsace,Primulaceae,CB
Androsace gmelinii,Ğ¡µãµØÃ·,5,6,NA,NA,Androsace,Primulaceae,CB
Androsace gmelinii var. geophila,¶ÌİãĞ¡µãµØÃ·,NA,NA,NA,NA,NA,Primulaceae,CB
Androsace henryi,Á«Ò¶µãµØÃ·,5,6,7,9,Androsace,Primulaceae,CB
Androsace hookeriana,ÑÇ¶«µãµØÃ·,6,7,8,9,Androsace,Primulaceae,CB
Androsace integra,Ê¯Á«Ò¶µãµØÃ·,4,6,6,7,Androsace,Primulaceae,CB
Androsace laxa,ÇØ°ÍµãµØÃ·,6,7,NA,NA,Androsace,Primulaceae,CB
Androsace mariae,Î÷²ØµãµØÃ·,6,6,NA,NA,Androsace,Primulaceae,CB
Androsace maxima,´ó°úµãµØÃ·,6,7,NA,NA,NA,Primulaceae,CB
Androsace paxiana,¶ëÃ¼µãµØÃ·,4,5,6,6,Androsace,Primulaceae,CB
Androsace septentrionalis,±±µãµØÃ·,5,6,6,7,Androsace,Primulaceae,CB
Androsace tanggulashanensis,ÌÆ¹ÅÀ­µãµØÃ·,7,7,NA,NA,NA,Primulaceae,CB
Androsace tapete,µæ×°µãµØÃ·,6,7,NA,NA,Androsace,Primulaceae,CB
Androsace umbellata,µãµØÃ·,3,4,4,5,Androsace,Primulaceae,CB
Androsace yargongensis,ÑÅ½­µãµØÃ·,6,7,7,8,Androsace,Primulaceae,CB
Anemarrhena asphodeloides,ÖªÄ¸,6,9,6,9,NA,Liliaceae,CB
Anemone altaica,°¢¶ûÌ©ÒøÁ«»¨,4,4,NA,NA,Anemone,Ranunculaceae,CB
Anemone baicalensis,Ã«¹ûÒøÁ«»¨,4,7,NA,NA,Anemone,Ranunculaceae,CB
Anemone baicalensis var. kansuensis,¸ÊËàÒøÁ«»¨,6,6,NA,NA,NA,Ranunculaceae,CB
Anemone baicalensis var. rossii,Ï¸¾¥ÒøÁ«»¨,5,6,NA,NA,NA,Ranunculaceae,CB
Anemone coelestina var. linearis,ÌõÒ¶ÒøÁ«»¨,6,9,NA,NA,NA,Ranunculaceae,CB
Anemone demissa,Õ¹Ã«ÒøÁ«»¨,6,7,NA,NA,Anemone,Ranunculaceae,CB
Anemone demissa var. major,¿íÒ¶Õ¹Ã«ÒøÁ«»¨,6,7,NA,NA,NA,Ranunculaceae,CB
Anemone demissa var. villosissima,ÃÜÃ«ÒøÁ«»¨,5,7,NA,NA,NA,Ranunculaceae,CB
Anemone exigua,Ğ¡ÒøÁ«»¨,6,8,6,8,Anemone,Ranunculaceae,CB
Anemone flaccida,¶ìÕÆ²İ,5,6,NA,NA,Anemone,Ranunculaceae,CB
Anemone geum,Â·±ßÇàÒøÁ«»¨,5,9,NA,NA,NA,Ranunculaceae,CB
Anemone geum subsp. ovalifolia,Êè³İÒøÁ«»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Anemone gortschakowii,¿é¾¥ÒøÁ«»¨,4,5,NA,NA,NA,Ranunculaceae,CB
Anemone hupehensis,´òÆÆÍë»¨»¨,7,10,NA,NA,Anemone,Ranunculaceae,CB
Anemone imbricata,µşÁÑÒøÁ«»¨,5,8,NA,NA,Anemone,Ranunculaceae,CB
Anemone laceratoincisa,ÈñÁÑÒøÁ«»¨,NA,NA,NA,NA,NA,Ranunculaceae,CB
Anemone obtusiloba,¶ÛÁÑÒøÁ«»¨,6,6,NA,NA,NA,Ranunculaceae,CB
Anemone rivularis,²İÓñÃ·,5,8,NA,NA,Anemone,Ranunculaceae,CB
Anemone rivularis var. flore-minore,Ğ¡»¨²İÓñÃ·,NA,NA,NA,NA,NA,Ranunculaceae,CB
Anemone rockii,áºÉ½ÒøÁ«»¨,7,8,NA,NA,Anemone,Ranunculaceae,CB
Anemone taipaiensis,Ì«°×ÒøÁ«»¨,7,7,9,9,Anemone,Ranunculaceae,CB
Anemone tomentosa,´ó»ğ²İ,7,9,NA,NA,Anemone,Ranunculaceae,CB
Anemone trullifolia,³×Ò¶ÒøÁ«»¨,5,6,NA,NA,Anemone,Ranunculaceae,CB
Anemone vitifolia,Ò°ÃŞ»¨,7,10,NA,NA,Anemone,Ranunculaceae,CB
Angelica dahurica,°×ÜÆ,7,8,8,9,Angelica,Apiaceae,CB
Angelica decursiva,²ñ»¨Ç°ºú,8,8,9,10,NA,Apiaceae,CB
Angelica dielsii,³Ç¿Úµ±¹é,8,9,8,9,NA,Apiaceae,CB
Angelica laxifoliata,ÊèÒ¶µ±¹é,7,8,8,9,Angelica,Apiaceae,CB
Angelica nitida,Çàº£µ±¹é,7,8,8,9,Angelica,Apiaceae,CB
Angelica pseudoselinum,¹ÜÇÊµ±¹é,7,8,8,9,Angelica,Apiaceae,CB
Angelica sinensis,µ±¹é,6,7,8,8,Angelica,Apiaceae,CB
Angelica tsinlingensis,ÇØÁëµ±¹é,8,9,9,10,Angelica,Apiaceae,CB
Anisodus tanguticus,É½İ¹İĞ,5,6,7,8,Anisodus,Solanaceae,CB
Antenoron filiforme,½ğÏß²İ,7,8,9,10,Antenoron,Polygonaceae,CB
Antenoron filiforme var. neofiliforme,¶ÌÃ«½ğÏß²İ,8,10,9,11,NA,Polygonaceae,CB
Anthoxanthum glabrum,¹âïûÏã²İ,6,9,6,9,NA,Poaceae,CB
Anthoxanthum nitens,Ã©Ïã,6,9,6,9,NA,Poaceae,CB
Anthriscus sylvestris,¶ë²Î,4,5,6,7,Anthriscus,Apiaceae,CB
Anthriscus sylvestris subsp. nemorosa,´Ì¹û¶ë²Î,6,9,6,9,NA,Apiaceae,CB
Apios carnea,ÈâÉ«ÍÁˆK¶ù,7,9,8,11,Apios,Fabaceae,CB
Apios macrantha,´ó»¨ÍÁˆK¶ù,8,9,9,10,Apios,Fabaceae,CB
Apocynum pictum,°×Âé,4,9,7,12,Apocynum,Apocynaceae,WD
Apocynum venetum,ÂŞ²¼Âé,4,9,7,12,NA,Apocynaceae,WD
Aquilegia ecalcarata,ÎŞ¾àñï¶·²Ë,5,6,6,8,NA,Ranunculaceae,CB
Aquilegia incurvata,ÇØÁëñï¶·²Ë,5,6,NA,NA,Aquilegia,Ranunculaceae,CB
Aquilegia oxysepala,¼âİàñï¶·²Ë,5,6,7,8,Aquilegia,Ranunculaceae,CB
Aquilegia oxysepala var. kansuensis,¸ÊËàñï¶·²Ë,NA,NA,NA,NA,NA,Ranunculaceae,CB
Aquilegia rockii,Ö±¾àñï¶·²Ë,6,8,7,9,Aquilegia,Ranunculaceae,CB
Aquilegia viridiflora,ñï¶·²Ë,5,7,7,8,NA,Ranunculaceae,CB
Aquilegia viridiflora var. atropurpurea,×Ï»¨ñï¶·²Ë,NA,NA,NA,NA,NA,Ranunculaceae,CB
Aquilegia yabeana,»ª±±ñï¶·²Ë,5,6,NA,NA,Aquilegia,Ranunculaceae,CB
Arabidopsis thaliana,Êó¶ú½æ,3,4,4,5,Arabidopsis,Brassicaceae,CB
Arabis alaschanica,ºØÀ¼É½ÄÏ½æ,5,8,5,8,NA,Brassicaceae,CB
Arabis hirsuta,Ó²Ã«ÄÏ½æ,5,6,7,7,NA,Brassicaceae,CB
Arabis paniculata,Ô²×¶ÄÏ½æ,5,6,7,9,Arabis,Brassicaceae,CB
Arabis pendula,´¹¹ûÄÏ½æ,6,7,8,9,NA,Brassicaceae,CB
Aralia chinensis,»ÆÃ«˜BÄ¾,7,9,9,12,NA,Araliaceae,WD
Aralia continentalis,¶«±±ÍÁµ±¹é,7,8,8,9,NA,Araliaceae,CB
Aralia cordata,Ê³ÓÃÍÁµ±¹é,7,8,9,10,NA,Araliaceae,CB
Aralia elata,˜BÄ¾,6,8,9,10,Aralia,Araliaceae,WD
Aralia fargesii,ÁúÑÛ¶À»î,7,8,10,11,Aralia,Araliaceae,CB
Aralia henryi,ÈáÃ«ÁúÑÛ¶À»î,7,8,9,11,Aralia,Araliaceae,CB
Aralia kansuensis,¸ÊËàÍÁµ±¹é,6,6,NA,NA,NA,Araliaceae,CB
Archakebia apetala,³¤İàÄ¾Í¨,4,5,9,10,Archakebia,Lardizabalaceae,WD
Arctium tomentosum,Ã«Í·Å£İò,7,9,7,9,Arctium,Asteraceae,CB
Arctous alpinus,±±¼«¹û,5,6,8,9,Arctous,Ericaceae,WD
Arctous ruber,ºì±±¼«¹û,7,7,8,8,Arctous,Ericaceae,WD
Ardisia crenata,ÖìÉ°¸ù,5,6,10,12,Ardisia,Myrsinaceae,WD
Ardisia crispa,°ÙÁ½½ğ,6,7,8,9,NA,Myrsinaceae,WD
Ardisia japonica,×Ï½ğÅ£,5,6,11,12,Ardisia,Myrsinaceae,WD
Arenaria androsacea,µãµØÃ·×´ÀÏÅ£½î,7,9,7,9,NA,Caryophyllaceae,CB
Arenaria fimbriata,ÀZ°êÎŞĞÄ²Ë,8,9,NA,NA,NA,Caryophyllaceae,CB
Arenaria formosa,ÃÀÀöÀÏÅ£½î,7,8,7,8,NA,Caryophyllaceae,CB
Arenaria forrestii,Î÷ÄÏÎŞĞÄ²Ë,7,8,NA,NA,Arenaria,Caryophyllaceae,CB
Arenaria giraldii,ÇØÁëÎŞĞÄ²Ë,7,9,7,9,Arenaria,Caryophyllaceae,CB
Arenaria juncea,ÀÏÅ£½î,7,9,7,9,NA,Caryophyllaceae,CB
Arenaria kansuensis,¸ÊËàÑ©ÁéÖ¥,5,6,7,8,Arenaria,Caryophyllaceae,CB
Arenaria melanandra,ºÚÈïÎŞĞÄ²Ë,7,7,8,8,Arenaria,Caryophyllaceae,CB
Arenaria przewalskii,¸£Â»²İ,7,8,NA,NA,NA,Caryophyllaceae,CB
Arenaria quadridentata,ËÄ³İÎŞĞÄ²Ë,7,7,8,9,Arenaria,Caryophyllaceae,CB
Arenaria saginoides,Æá¹ÃÎŞĞÄ²Ë,7,9,7,9,NA,Caryophyllaceae,CB
Arisaema asperatum,´Ì±úÄÏĞÇ,5,6,NA,NA,Arisaema,Araceae,CB
Arisaema auriculatum,³¤¶úÄÏĞÇ,5,5,NA,NA,NA,Araceae,CB
Arisaema bockii,µÆÌ¨Á«,5,5,NA,NA,NA,Araceae,CB
Arisaema brevipes,¶Ì±úÄÏĞÇ,NA,NA,8,9,NA,Araceae,CB
Arisaema concinum,ÖåĞòÄÏĞÇ,5,5,8,8,Arisaema,Araceae,CB
Arisaema consanguineum,³¤ĞĞÌìÄÏĞÇ,4,5,NA,NA,Arisaema,Araceae,CB
Arisaema elephas,ÏóÄÏĞÇ,5,6,7,7,Arisaema,Araceae,CB
Arisaema erubescens,Ò»°ÑÉ¡ÄÏĞÇ,5,7,9,9,Arisaema,Araceae,CB
Arisaema exappendiculatum,È¦Ò©ÄÏĞÇ,5,6,NA,NA,Arisaema,Araceae,CB
Arisaema fargesii,ó¦Ğ·Æß,5,6,NA,NA,Arisaema,Araceae,CB
Arisaema franchetianum,ÏóÍ·»¨,5,7,9,10,Arisaema,Araceae,CB
Arisaema heterophyllum,ÌìÄÏĞÇ,4,5,7,9,Arisaema,Araceae,CB
Arisaema lobatum,»¨ÄÏĞÇ,4,7,8,9,Arisaema,Araceae,CB
Arisaema wardii,ÒşĞòÄÏĞÇ,6,7,7,8,Arisaema,Araceae,CB
Aristida adscensionis,ÈıÃ¢²İ,6,11,6,11,Aristida,Poaceae,CB
Aristida triseta,Èı´Ì²İ,6,9,7,9,Aristida,Poaceae,CB
Aristolochia contorta,±±Âí¶µÁå,6,7,8,9,Aristolochia,Aristolochiaceae,CB
Aristolochia debilis,Âí¶µÁå,7,8,9,10,NA,Aristolochiaceae,CB
Aristolochia kaempferi,ÒìÒ¶Âí¶µÁå,4,5,6,8,Aristolochia,Aristolochiaceae,CB
Aristolochia moupinensis,±¦ĞËÂí¶µÁå,5,6,8,10,Aristolochia,Aristolochiaceae,WD
Armeniaca mume,Ã·,3,4,5,6,NA,Rosaceae,WD
Armeniaca sibirica,É½ĞÓ,3,4,6,7,NA,Rosaceae,WD
Armeniaca sibirica var. pubescens,Ã«ĞÓ,NA,NA,NA,NA,NA,Rosaceae,WD
Armeniaca vulgaris,ĞÓ,4,4,6,6,NA,Rosaceae,WD
Armeniaca vulgaris var. ansu,Ò°ĞÓ,NA,NA,NA,NA,NA,Rosaceae,WD
Arnebia fimbriata,»ÒÃ«Èí×Ï²İ,6,9,6,9,Arnebia,Boraginaceae,CB
Arnebia guttata,»Æ»¨Èí×Ï²İ,6,10,6,10,Arnebia,Boraginaceae,CB
Arnebia szechenyi,Êè»¨Èí×Ï²İ,6,9,6,9,Arnebia,Boraginaceae,CB
Artemisia aksaiensis,°¢¿ËÈûİï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia anethifolia,¼îİï,9,10,10,11,NA,Asteraceae,CB
Artemisia anethoides,İªÂÜİï,9,10,10,10,Artemisia,Asteraceae,CB
Artemisia angustissima,ÏÁÒ¶Äµİï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia argyi,°¬,8,10,10,11,Artemisia,Asteraceae,CB
Artemisia argyi var. gracilis,³¯ÏÊ°¬,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia aschurbajewii,ºÖÍ·İï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia atrovirens,°µÂÌİï,9,10,10,11,Artemisia,Asteraceae,CB
Artemisia blepharolepis,°×É³İï,7,10,7,10,NA,Asteraceae,CB
Artemisia brachyloba,É½İï,7,10,7,10,Artemisia,Asteraceae,WD
Artemisia calophylla,ÃÀÒ¶İï,7,10,7,10,Artemisia,Asteraceae,WD
Artemisia campestris,»ÄÒ°İï,7,10,7,10,NA,Asteraceae,WD
Artemisia capillaris,Òğ³Âİï,7,10,7,10,NA,Asteraceae,CB
Artemisia chingii,ÄÏÃ«İï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia dalai-lamae,Ã×İï,7,9,7,9,Artemisia,Asteraceae,WD
Artemisia demissa,ÏË¸Ëİï,7,9,7,9,Artemisia,Asteraceae,CB
Artemisia desertorum,É³İï,8,10,8,10,NA,Asteraceae,CB
Artemisia desertorum var. foetida,°«É³İï,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia deversa,²àİï,9,10,10,11,Artemisia,Asteraceae,CB
Artemisia dracunculus,Áúİï,7,10,7,10,Artemisia,Asteraceae,WD
Artemisia dracunculus var. changaica,º¼°®Áúİï,NA,NA,NA,NA,NA,Asteraceae,WD
Artemisia dubia,Å£Î²İï,8,10,8,10,Artemisia,Asteraceae,WD
Artemisia dubia var. subdigitata,ÎŞÃ«Å£Î²İï,NA,NA,NA,NA,NA,Asteraceae,WD
Artemisia duthreuil-de-rhinsi,Çà²Øİï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia edgeworthii,Ö±¾¥İï,7,9,7,9,Artemisia,Asteraceae,CB
Artemisia edgeworthii var. diffusa,ÅûÉ¢Ö±¾¥İï,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia eriopoda,ÄÏÄµİï,9,10,NA,NA,NA,Asteraceae,CB
Artemisia eriopoda var. gansuensis,¸ÊËàÄÏÄµİï,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia frigida,Àäİï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia frigida var. atropurpurea,×Ï»¨Àäİï,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia gansuensis,¸ÊËàİï,8,10,8,10,Artemisia,Asteraceae,WD
Artemisia giraldii,»ª±±Ã×İï,7,10,7,10,Artemisia,Asteraceae,WD
Artemisia giraldii var. longipedunculata,³¤¹£Ã×İï,NA,NA,NA,NA,NA,Asteraceae,WD
Artemisia globosoides,¼ÙÇòİï,8,10,8,10,Artemisia,Asteraceae,WD
Artemisia gmelinii,Ï¸ÁÑÒ¶Á«İï,9,10,10,11,Artemisia,Asteraceae,WD
Artemisia gyangzeensis,½­×Îİï,7,9,7,9,Artemisia,Asteraceae,WD
Artemisia halodendron,ÑÎİï,7,10,7,10,NA,Asteraceae,WD
Artemisia hedinii,³ôİï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia igniaria,Æç¾¥İï,9,10,10,11,Artemisia,Asteraceae,WD
Artemisia indica,ÎåÔÂ°¬,9,10,10,11,Artemisia,Asteraceae,WD
Artemisia japonica,Äµİï,7,8,9,10,Artemisia,Asteraceae,CB
Artemisia kanashiroi,ÏÁÁÑ°×İï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia lactiflora,°×°úİï,8,9,9,10,Artemisia,Asteraceae,CB
Artemisia lactiflora var. taibaishanensis,³¤Ò¶ÓğÁÑİï,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia lancea,°«İï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia latifolia,¿íÒ¶İï,7,10,7,10,NA,Asteraceae,CB
Artemisia lavandulifolia,Ò°°¬İï,7,10,7,10,NA,Asteraceae,CB
Artemisia leucophylla,°×Ò¶İï,9,10,10,11,NA,Asteraceae,CB
Artemisia macrocephala,´ó»¨İï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia mattfeldii,Õ³Ã«İï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia mattfeldii var. etomentosa,ÎŞÈŞÕ³Ã«İï,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia minor,µæĞÍİï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia mongolica,ÃÉ¹Åİï,9,10,10,11,NA,Asteraceae,CB
Artemisia moorcroftiana,Ğ¡Çò»¨İï,7,10,7,10,NA,Asteraceae,CB
Artemisia myriantha,¶à»¨İï,8,11,8,11,Artemisia,Asteraceae,CB
Artemisia nanschanica,À¥ÂØİï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia ordosica,ºÚÉ³İï,7,10,7,10,Artemisia,Asteraceae,WD
Artemisia parviflora,Î÷ÄÏÄµİï,8,9,9,10,NA,Asteraceae,CB
Artemisia pewzowi,ÏË¹£İï,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia phaeolepis,ºÖ°úİï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia polybotryoidea,¸ÊĞÂÇàİï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia pontica,Î÷±±İï,7,10,7,10,NA,Asteraceae,WD
Artemisia princeps,¿ıİï,8,9,9,10,Artemisia,Asteraceae,CB
Artemisia przewalskii,¸ÊÇàĞ¡İï,8,10,8,10,NA,Asteraceae,CB
Artemisia pubescens,ÈáÃ«İï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia pubescens var. gebleriana,´óÍ·ÈáÃ«İï,NA,NA,NA,NA,NA,Asteraceae,CB
Artemisia qinlingensis,ÇØÁëİï,7,10,10,11,Artemisia,Asteraceae,CB
Artemisia roxburghiana,»Ò°úİï,8,10,9,11,Artemisia,Asteraceae,WD
Artemisia rubripes,ºì×ãİï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia rutifolia,ÏãÒ¶İï,7,10,7,10,Artemisia,Asteraceae,WD
Artemisia sacrorum,°×Á«İï,8,10,8,10,NA,Asteraceae,WD
Artemisia sacrorum var. incana,»ÒÁ«İï,NA,NA,NA,NA,NA,Asteraceae,WD
Artemisia sacrorum var. messerschmidtiana,ÃÜÃ«°×Á«İï,NA,NA,NA,NA,NA,Asteraceae,WD
Artemisia scoparia,ÖíÃ«İï,8,10,9,11,Artemisia,Asteraceae,CB
Artemisia selengensis,İäİï,8,9,10,10,Artemisia,Asteraceae,CB
Artemisia sieversiana,´ó×Ñİï,7,10,9,10,Artemisia,Asteraceae,CB
Artemisia smithii,Çò»¨İï,7,10,7,10,NA,Asteraceae,CB
Artemisia songarica,×¼¸Á¶ûÉ³İï,6,10,6,10,Artemisia,Asteraceae,WD
Artemisia sphaerocephala,Ô²Í·İï,7,10,7,10,Artemisia,Asteraceae,WD
Artemisia stricta,Ö±¾¥İï,7,9,7,9,NA,Asteraceae,NA
Artemisia sylvatica,ÒõµØİï,9,10,10,11,Artemisia,Asteraceae,CB
Artemisia tainingensis,´¨²Øİï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia tanacetifolia,ÁÑÒ¶İï,7,10,7,10,NA,Asteraceae,CB
Artemisia tangutica,¸ÊÇàİï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia verbenacea,ÁÉ¶«İï,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia verlotorum,ÄÏ°¬İï,7,10,7,10,Artemisia,Asteraceae,CB
Artemisia vestita,Ã«Á«İï,8,9,9,10,Artemisia,Asteraceae,WD
Artemisia viscida,ÏÙÃ«İï,8,11,8,11,Artemisia,Asteraceae,CB
Artemisia vulgaris,±±°¬,8,10,8,10,Artemisia,Asteraceae,CB
Artemisia waltonii,²ØÁúİï,5,9,5,9,Artemisia,Asteraceae,WD
Artemisia xerophytica,ÄÚÃÉ¹Åºµİï,8,10,8,10,Artemisia,Asteraceae,WD
Artemisia yunnanensis,ÔÆÄÏİï,8,11,8,11,Artemisia,Asteraceae,WD
Arthraxon epectinatus,¹â¼¹İ£²İ,7,11,7,11,Arthraxon,Poaceae,CB
Arthraxon hispidus,İ£²İ,8,10,8,10,Arthraxon,Poaceae,CB
Aruncus sylvester,¼ÙÉıÂé,6,7,8,9,Aruncus,Rosaceae,CB
Arundinaria fargesii,°ÍÉ½Ä¾Öñ,3.25,5,5.25,5.25,NA,Poaceae,WD
Arundinella hirta,Ã«¸ÑÒ°¹Å²İ,9,11,9,11,Arundinella,Poaceae,CB
Asarum caulescens,Ë«Ò¶Ï¸ĞÁ,5,5,NA,NA,NA,Aristolochiaceae,CB
Asarum debile,Í­Ç®Ï¸ĞÁ,5,5,NA,NA,Asarum,Aristolochiaceae,CB
